process_1,process_2,process_3,process_4,process_5,process_6,Size,Wastewater,COD,NH3N,TN,TP,Cr,Cr6,HWsum
0,1,0,1,0,0,3,20684,1.63,0.17,0.17,0.020440101,1.484390873,0.977788203,60
1,1,1,0,1,0,3,19842,1.57,0.16,0.16,0.01960803,1.423964596,0.937984603,321.044
1,0,1,0,1,1,3,39323,3.11,0.23,0.23,0.005,0.165,0.029,105.66
1,1,0,1,0,1,3,60127,4.75,0.4,0.4,2.00E-04,4.315024657,2.842364691,324.959
0,0,0,0,0,0,3,8394,0.66,0.06,0.06,0.043,0.36,0.36,5.4
0,1,0,0,0,0,3,1000,0.025,0.002,0.002,0.000988208,0.071765175,0.047272684,3
0,0,1,0,0,1,3,26119,2.06,0.24,0.24,0.0036,1.874434597,1.234715242,55.67
0,1,0,1,0,0,3,25253,2,0.06,0.06,0.024955225,1.812285956,1.193777097,17.7
0,0,0,1,0,0,3,5796,0.46,0.05,0.05,0.005727656,0.415950952,0.273992478,31.4
0,1,0,1,0,0,3,6282,0.1963,0.0314,0.0345,0.006207925,0.450828827,0.296967003,33.92
1,0,0,0,1,0,3,5556,0.44,0.05,0.05,0.0015,0,0,26.7
0,0,0,0,0,0,3,6466,0.09,0.0028,0.0031,0,0,0,9
0,1,0,0,0,0,3,21525,1.7,0.06,0.06,0,0,0,9.6
0,0,0,0,0,1,3,6758,0.53,0.06,0.06,0.003,0.263,0.319468801,19
0,1,1,1,1,1,3,48101,3.8,0.12,0.12,0.03,0,0,360
0,1,0,0,0,0,3,31747,2.51,0.27,0.27,1.00E-04,0.0013,1.00E-04,39.42
0,1,0,0,1,0,3,20730,0.65,0.1037,0.1141,0.020485559,1.487692071,0.979962746,45.371
1,0,0,0,1,0,3,41848,3.31,0.14,0.14,0.041354543,3.003229029,1.978267294,74.9
1,0,0,1,0,0,3,13468,1.06,0.12,0.12,0,0,0,21.62
0,0,0,0,0,1,3,2684,0.0975,0.0065,0.0072,0.01,0,0,34.5
0,1,0,0,0,0,3,6580,0.202,0.0132,0.0132,0.0025,0.472214849,0.311054263,28.92
0,1,0,1,0,0,3,31747,2.51,0.07,0.07,0.021,2.278329,1.50076591,99
1,0,1,0,0,1,3,52310,4.13,0.28,0.28,0.051693178,8.6,2.472834118,88.5
0,0,1,0,0,0,3,8494,0.265,0.021,0.0231,0.011,0.609573394,0.401534181,26
0,1,1,1,1,0,3,75254,5.95,0.15,0.15,0.0089,0.338,0.338,204.5
0,0,0,1,0,0,3,1250,0.04,0.005,0.0052,0.00123526,0.089706468,0.059090855,8
0,0,1,0,1,0,3,27057,2.14,0.26,0.26,0,0,0,56.2
1,0,0,0,1,0,3,21285,1.68,0.07,0.07,0.021034014,1.527521743,1.006199086,50
0,0,0,0,0,1,3,6500,0.26,0.028,0.0308,0.006423354,0.466473635,0.307272448,8
1,1,1,1,1,1,3,52430,4.14,0.11,0.11,0.047,3.762648108,2.47850684,670.74
0,0,1,0,0,1,3,35475,2.8,0.34,0.34,0.0014,0,0,38.61
0,1,0,1,1,0,3,33911,2.68,0.32,0.32,0,0,0,80.96
1,0,1,0,0,0,3,104927,8.29,0.84,0.84,0.01,7.530104482,4.960180949,61.83
1,1,0,1,0,1,3,103917,8.21,0.84,0.84,0.03,7.457621655,4.912435538,192
0,1,0,0,0,0,3,14551,1.15,0.09,0.09,0.006,1.044255056,0.68786483,32.67
0,1,0,0,1,0,3,29197,2.31,0.29,0.29,0,0.048,0.048,97.18
0,1,0,1,1,0,3,87376,6.9,0.64,0.64,0.017,0,0,191.28
0,0,1,1,1,1,3,254451,20.1,1.48,1.48,0,0,0,353.8
1,0,1,0,0,1,3,57722,4.56,0.09,0.09,0.0278,3.5,2.728673885,80.11
1,1,0,1,1,0,3,103917,8.21,0.83,0.83,0.0017,0.171,0.154,450.421
0,1,1,0,1,1,3,55316,4.37,0.12,0.12,0.054663732,3.969762402,2.614935807,1243.574
1,1,0,1,0,1,3,20912,1.65,0.16,0.16,9.00E-04,1.500753333,0.988566375,291.21
1,1,1,0,0,0,3,181078,14.31,1.25,1.25,0.101,0.05,0.05,175.5
1,1,0,1,0,1,3,89649,7.08,0.51,0.51,0,0.56,0.45,314.24
1,0,1,1,1,0,3,48532,5.035,0.083,0.0913,0,0.129,0.015,435.8
0,0,0,0,0,1,3,11244,0.89,0.09,0.09,0.011111415,0.806927624,0.531534063,2.5
0,1,0,1,0,1,3,39467,3.12,0.31,0.31,0.001,2.832356148,1.865711033,130
0,0,0,1,0,0,3,4000,0.13,0.016,0.016,0.004342251,0.128026603,0.031872615,0.5
1,1,1,0,1,0,3,261636,20.67,1.86,1.86,0.02,0.12,0.01,319.83
0,0,0,1,0,0,3,3134,0.094,0.001,0.001,0,0,0,18.26
1,0,1,1,1,0,3,57481,4.54,0.11,0.11,0,3.0328,1.2107,275.85
1,1,0,1,0,0,3,35354,2.79,0.11,0.11,0.038378985,1.131563133,0.28170611,130
0,1,0,1,0,1,3,50747,4.01,0.2,0.2,0,0.005,0,363.2
0,1,0,0,1,0,3,17328,1.37,0.13,0.13,0.0048,0,0,56.68
1,1,0,1,0,0,3,24051,1.9,0.1,0.1,0.026108869,0.769791959,0.191642067,56
1,1,1,1,0,0,3,195333,15.43,0.46,0.46,0.011,6.251955123,1.55644339,293
1,0,0,0,1,0,3,3390,0.1356,0.0169,0.0186,3.00E-04,0.108502546,0.027012041,25.24
0,1,0,0,1,0,3,38926,3.08,0.23,0.23,0.016,2.268,0.310168356,51.39
1,1,1,1,1,0,3,44494,3.52,0.1,0.1,0.048301028,1.424103921,0.354535036,486.316
0,1,0,0,0,0,3,1600,0.088,0.004,0.0044,0.0017369,0.051210641,0.012749046,2.9
0,1,0,1,0,1,3,46899,3.71,0.15,0.15,0,0.6622,0.154,244
1,0,1,0,0,0,3,17437,1.38,0.04,0.04,0.018928957,0.55809997,0.138940698,13.8
0,0,0,1,0,1,3,39828,3.15,0.28,0.28,0.043235792,1.274760889,0.31735563,21.5
0,0,0,0,1,0,3,25013,1.98,0.23,0.23,0.002,0.800582357,0.199307431,46.987
1,0,0,0,0,0,3,1120,0.0337,0.0045,0.0045,0.00121583,0.035847449,0.008924332,2
0,0,1,0,0,1,3,38842,3.07,0.08,0.08,0.042165428,0.08,0.309499031,62.35
1,0,0,0,0,0,3,560,0.0168,0.005,0.0055,0.000607915,0.017923724,0.004462166,3
1,0,0,0,0,0,3,2000,0.0884,0.004,0.0044,0.002171125,0.064013302,0.015936308,20
1,0,1,0,1,0,3,4594,0.36,0.04,0.04,0.001,0.0068,0.0068,241.269
0,1,0,1,0,1,3,44770,3.54,0.1,0.1,0.009,0.011,0.007,298.49
1,0,0,1,0,0,3,18300,0.688,0.04,0.0418,8.00E-04,3.00E-04,1.00E-04,72
0,0,1,0,0,0,3,3562,0.039,0.003,0.0033,0,0.11400769,0.028382564,4
1,0,1,0,1,0,3,54547,3.5,0.15,0.15,0.05921419,6.00E-04,3.00E-04,110.5
0,0,0,1,0,0,3,5411,0.43,0.02,0.02,0.00587398,0.018,0.018,6
0,0,0,0,0,1,3,22608,1.79,0.15,0.165,0.024542402,0.6,0.180144022,50
1,0,1,0,1,0,3,45095,3.56,0.21,0.21,0.012,0.244,0.244,254.5
1,1,0,1,0,0,3,50266,3.97,0.35,0.35,0.054566896,10,2,330
0,1,0,1,0,0,3,7937,0.63,0.01,0.01,0.008616111,0.254036787,0.063243237,26.88
0,1,0,0,1,0,3,18038,1.43,0.16,0.16,0,0.8,0,90
1,0,1,0,0,1,3,23329,1.84,0.17,0.17,0.0042,2.1151,1.0575,53.3
1,0,0,0,0,0,3,11000,1,0.02,0.022,0.02,0.266,0.001,30
0,1,1,1,0,1,3,16200,0.96,0.08,0.0883,0.017586116,3.00E-04,3.00E-04,493.46
0,1,0,0,0,0,3,8100,0.422,0.0317,0.0349,0.008793058,0.0324,0.0324,25
0,1,0,0,1,0,3,17440,0.9689,0.06,0.062,6.00E-04,0.1937,0.1937,52.894
0,0,0,1,0,0,3,75759,5.99,0.06,0.06,0.0058,2.424791859,0.603659365,11.226
1,0,1,0,1,0,3,23449,1.85,0.08,0.08,0,0,0,56.2
0,0,0,0,0,0,3,7410,0.494,0.04,0.0407,0.00804402,0.632,0.632,21
0,0,0,0,1,0,3,5382,0.1953,0.0506,0.0557,0.005842499,0.172259795,0.042884604,36
0,0,1,0,0,1,3,10368,2.12,0.225,0.2475,0.011255114,5.00E-04,3.00E-04,95
0,1,0,1,0,1,3,12600,0.9,0.0075,0.0083,0.01367809,0.4032838,0.100398738,118.5
1,0,1,0,1,0,3,25975,2.05,0.13,0.13,0.0069,0.06,0.06,117
1,0,0,1,0,0,3,14850,0.47,0.0709,0.078,0.0024,0.825,0.495,75
1,0,0,0,0,0,3,6800,0.095,3.00E-04,6.00E-04,0.007381827,0.0012,0.001,25.6
0,0,1,0,1,0,3,33654,2.66,0.15,0.15,0.1,0.1,0.1,65
1,0,1,0,1,0,3,70456,5.57,0.66,0.66,0.076484408,2.25506059,0.561404245,214
1,0,0,0,1,0,3,32730,2.27,0.16,0.16,0.035530468,0.145,0.145,83.5
1,0,0,1,0,1,3,72098,5.7,0.16,0.16,0.002,0.198,0.174,265
1,0,1,0,1,0,3,29943,2.37,0.13,0.13,0.012,1.5,1.5,224.5
0,0,0,1,0,0,3,1700,0.0425,0.014,0.0154,0.001845457,0.054411306,0.013545861,2.5
0,1,0,0,1,0,3,18000,0.49,0.0516,0.0568,2.00E-04,0.576119715,0.143426769,27
0,1,0,1,0,0,3,1300,0.0188,0.0046,0.0051,3.00E-04,0.0217,0.0217,83
0,1,0,1,1,0,3,10256,0.361,0.02,0.022,0.011133531,0.0689,0.0689,219.89
1,1,0,1,0,1,3,38700,1.935,0.172,0.1892,0,0.56,0.56,300
0,0,0,1,0,0,3,13905,0.15,0.011,0.0121,0.021,0.55,0.55,26.5
0,1,0,0,0,1,3,38000,3,0.37,0.37,0.041251384,1.216252731,0.302789845,15
1,1,1,0,1,0,3,54234,4.28,0.46,0.46,0.058874409,1.7358487,0.432144854,2248.25
1,0,1,0,0,1,3,89649,7.08,0.08,0.08,0.097319613,2.869364239,0.714337022,60.85
1,0,0,0,1,0,3,8707,0.5524,0.0522,0.0574,0.0609,0.278681909,0.069378715,15.4
0,1,0,1,0,0,3,22608,1.79,0.08,0.08,0.004,0.723606362,0.180144022,27.5
0,1,1,1,1,1,3,12046,0.189,0.004,0.0044,0.013076689,0.385552116,0.095984381,356.7
0,0,0,0,0,0,3,95,0.0037,3.00E-04,3.00E-04,0.000103128,0.003040632,0.000756975,2
0,1,0,0,0,0,3,2743,0.03,0.01,0.01,0.002977699,0.087794243,0.021856646,1.313
0,0,0,0,0,0,3,1861,0.052,0.0039,0.0039,0.002020232,0.059564377,0.014828734,4
0,0,1,0,1,0,3,3889,0.076,0.0016,0.0018,0.004221753,0.124473865,0.03098815,13
0,0,1,0,1,0,3,9620,0.76,0.09,0.09,0,0.307903981,0.07665364,58.8
1,1,0,0,0,0,3,29353,1.28,0.142,0.142,0.031864523,0.056,0.056,62.4
1,0,0,0,0,0,3,23690,1.87,0.18,0.18,0.012,0.042,0.042,26.91
0,1,1,1,1,0,3,20891,1.24,0.08,0.08,0.022678491,0.76,0.76,219
0,0,1,0,1,0,3,35595,2.81,0.2,0.2,0.038640605,1.139276736,0.283626435,29.57
1,0,1,0,1,1,3,19329,1.01,0.1,0.1,0.0094,0,0,254.5
0,1,0,1,0,1,3,110000,3.069,0.132,0.132,0.1194119,5.00E-04,5.00E-04,238.56
0,1,1,1,0,1,3,26577,1.77,0.1,0.1,0.028851001,0.13,0.13,1761
1,1,1,1,0,1,3,14620,1.15,0.08,0.08,0.015870927,0.008,0.008,522.86
0,1,0,1,0,1,3,12321,0.89,0.08,0.08,0.013375218,0.48,0.48,129.08
0,0,1,0,0,0,3,4230,0.087,0.02,0.02,0.00459193,0.046,0.046,2.79
1,1,1,1,1,1,3,133188,10.96,0.66,0.66,0.144583929,10.1,6,937.5
0,1,0,0,1,0,3,9500,0.75,0.09,0.09,0,0,0,17
1,0,1,0,1,0,3,11893,1.14,0.0437,0.0437,0.012910598,0.380655098,0.094765253,170
0,0,0,0,0,0,3,1042,0.051,0.0051,0.0051,0.001131156,0.03335093,0.008302816,1.3
1,1,1,1,0,0,3,43532,3.44,0.19,0.19,0.047256717,1.00E-04,1.00E-04,492
0,1,0,1,0,1,3,11785,0.93,0.09,0.09,0.012793357,0.37719838,0.093904693,108.41
0,0,0,1,0,1,3,50534,3.71,0.36,0.36,0,2.5,2.1,96.85
1,0,1,0,0,0,3,55316,4.37,0.5,0.5,0,1.83,0.0044,96.5
0,1,0,1,0,0,3,13528,1.07,0.08,0.08,0,0.0249,0.0122,65.015
1,0,1,0,1,0,3,96088,7.59,0.24,0.24,0.007,1.046,0.332,312.68
1,0,1,0,0,0,3,6056,0.24,0.024,0.024,0.006574168,0.128,0.128,15.5
1,0,1,0,1,0,3,44253,3.5,0.1,0.1,0.004,0.252,0.252,123.5
0,0,1,0,1,1,3,35956,2.84,0.3,0.3,0.0144,0.004,0.004,388.176
0,0,0,0,0,1,3,22728,1.8,0.17,0.17,0.02467267,0.011,0.011,2
0,0,0,0,1,0,3,9139,0.72,0.0198,0.0198,0.009920958,0.0756,0.0756,42
0,0,0,0,0,0,3,2216,0.07,0.022,0.022,0.002405607,0.070926738,0.017657429,4
0,1,0,0,0,0,3,13228,1.05,0.1,0.1,0.014359824,0.423383977,0.105402739,13
1,0,0,1,1,0,3,64000,1.44,0.133,0.177,0.023,3.6,1,18.14
0,0,1,0,0,0,3,4059,0.3592,0.0373,0.0373,0.004406299,0.129914996,0.032342736,4.11
0,1,0,0,1,1,3,6495,0.487,0.0604,0.0604,0.00705073,0.207883197,0.051753159,53.33
0,0,0,0,0,0,3,41809.58695,2.685226166,0.237770614,0.33756199,0.045386929,1.33818485,0.33314522,4.53
0,0,0,0,0,0,3,2224,0.1923,0.0214,0.0214,0.002414292,0.071182791,0.017721174,0.472
0,0,1,0,1,0,3,30478,2.383,0.2935,0.2935,0.033085781,0.975498703,0.242853392,19.97
1,1,0,1,0,0,3,56877,4.55,0.51,0.51,0.061743551,0.022,0.0075,51
0,0,0,1,0,0,3,34960,3.11,0.3,0.3,0.037951273,0.005,0.278566658,11.52
0,1,1,0,0,1,3,141263,7.9,1,2.3,0.024,57.9,10.45,487.89
1,0,1,0,0,1,3,14487,1.15,0.18,0.18,0.002,0.072,0.072,108.42
1,1,0,1,0,1,3,32130,2.57,0.32,0.32,0.03487913,0.9,0.136,259.96
0,1,0,0,1,0,3,1400,0.0309,0.002,0.0023,0.001519788,0.01,1.00E-04,0.5
0,0,0,0,0,0,3,1214,0.0374,0.0012,0.0012,0.001317873,0.318,0.0941,1.2
0,0,0,0,0,0,3,9367,0.47,0.025,0.05,0.022,1,1,5.8
1,0,1,0,0,0,3,10920,0.533,0.0012,0.0027,0.011854345,5.00E-04,0.08701224,3.81
0,0,0,0,0,1,3,139600,8.319,0.061,0.159,0.151544557,0.0098,1.112354273,3
0,0,0,0,0,0,3,41809.58695,2.685226166,0.237770614,0.33756199,0.045386929,1.33818485,0.33314522,0.986
0,0,1,0,1,0,3,41809.58695,2.685226166,0.237770614,0.33756199,0.045386929,1.33818485,0.33314522,2.05
0,0,0,0,0,0,3,41809.58695,2.685226166,0.237770614,0.33756199,0.045386929,1.33818485,0.33314522,2
0,1,0,0,0,0,3,41809.58695,2.685226166,0.237770614,0.33756199,0.045386929,1.33818485,0.33314522,14.86
0,0,0,0,1,0,3,4266,0.0576,7.00E-04,7.00E-04,0.004631011,0.0896,0,3.84
0,0,0,0,0,0,3,7100,0.1269,0.0157,0.0803,0.011,0.6994,0.0284,6.7
1,1,1,0,0,0,3,6000,0.18,0.034121927,0.048442764,0.006513376,0.192039905,0.047808923,61.94
0,1,0,0,0,0,3,5000,0.0715,0.0037,0.0582,5.00E-04,0.7475,0.0618,3.87
0,0,0,1,0,0,3,45000,1.9744,0.88,1.008,0.0081,0.036,0.036,2.15
0,0,0,0,0,1,3,28500,0.304,0.1237,0.3248,0.011,2.508,0,1.86
0,0,0,0,0,0,3,41809.58695,2.685226166,0.237770614,0.33756199,0.045386929,1.33818485,0.33314522,4.979
0,0,0,0,0,0,3,2400,0.1169,0.0058,0.0092,1.00E-04,0.468,0.0072,4.89
0,0,1,0,0,0,3,16160.5,1.3652,0.2585,0.4075,0.003,0.3879,0.0162,1.92
0,0,0,1,0,0,3,10000,0.7403,0.056869879,0.080737939,0.010855627,0.320066508,0.079681538,11.52
0,0,0,0,0,0,3,41830,2.1333,0.1141,0.8225,0.0043,1.2967,0.333307874,4.38
1,0,0,0,0,0,3,41809.58695,2.685226166,0.237770614,0.33756199,0.045386929,1.33818485,0.33314522,13.8
0,0,0,1,0,0,3,29988,0.4778,2.7846,3.8574,0.0157,0.1342,0.238948997,2.5
0,0,0,0,0,0,3,88398.4,2.2652,0.0967,0.6,0.0159,8.3978,0.3006,9.56
0,0,0,0,1,0,3,38600,1.4475,0.1004,0.1004,0.041902721,1.235456721,0.307570737,4
0,0,0,0,0,0,3,673,0.0168,1.00E-04,0.001,0.0185,0.0047,0.0023,6.18
0,0,1,0,0,0,3,1890,0.1889,0.010748407,0.015259471,0.002051714,0.06049257,0.015059811,8.545
0,1,0,0,0,0,3,41809.58695,2.685226166,0.237770614,0.33756199,0.045386929,1.33818485,0.33314522,2.86
1,0,0,0,0,0,3,4800,1.1183,0.0081,0.0081,0.0397,0.632,0.112,1.25
0,0,1,0,0,1,3,56000,1.68,0.0769,0.0769,0.060791513,0.84,0.112,25.21
0,0,1,0,0,0,3,41809.58695,2.685226166,0.237770614,0.33756199,0.045386929,1.33818485,0.33314522,40
0,1,0,0,0,0,3,2015,0.1357,0.0018,0.0018,0.0012,0.0625,0,2.55
0,0,1,0,0,0,3,72800,3.3033,3.2651,5.6609,0.0038,4.8339,0.4514,8.476
0,1,0,0,0,0,3,40810,0.4714,0.0373,0.248,0.0042,0,0,1.84
0,0,1,0,0,0,3,60000,4.7232,0.3542,0.9896,0.0026,2.772,0.936,4.69
0,0,0,0,0,0,3,31080,0.3886,1.1827,1.7078,0.0113,2.2378,0,2.82
0,0,0,0,1,0,3,11600,0.4185,0.065969059,0.09365601,0.012592528,0.371277149,0.092430584,1.47
0,0,0,0,0,0,3,41809.58695,2.685226166,0.237770614,0.33756199,0.045386929,1.33818485,0.33314522,0.46
0,0,0,1,0,0,3,22276,0.3353,0.0431,0.0431,0.024181995,0.712980153,0.177498594,8.92
0,0,0,0,0,0,3,36000,0.996,0.9553,0.9553,0.0045,0.63,0,0.935
0,0,0,0,1,0,3,41809.58695,2.685226166,0.237770614,0.33756199,0.045386929,1.33818485,0.33314522,6.89
0,0,0,0,0,1,3,6300,0.0797,6.00E-04,0.0238,7.00E-04,0,0,12.4
0,0,0,0,0,0,3,2653,0.0621,0.0092,0.0265,1.00E-04,0.0358,0.021139512,1.95
0,0,0,0,0,1,3,70955,7.1098,2.4843,2.4843,0.077026103,0.4812,0.565380354,4.82
1,0,0,0,1,0,3,41809.58695,2.685226166,0.237770614,0.33756199,0.045386929,1.33818485,0.33314522,21.34
1,1,0,1,0,0,3,1168,0.0286,2.00E-04,0.0061,0.0409,0.0169,0,69.78
0,0,0,0,0,0,3,20000,0.4925,0.0151,0.0537,0.0255,0.35,0.08,4.82
1,0,1,1,0,0,3,9900,0.0913,0.0105,0.0287,0.3465,0.3465,0.0396,20
0,0,0,1,0,0,3,41809.58695,2.685226166,0.237770614,0.33756199,0.045386929,1.33818485,0.33314522,7.76
0,0,0,1,0,0,3,27150,1.372,0.0245,0.0513,0.0013,2.7784,0.1177,2.87
0,0,0,0,0,1,3,22.4,3.00E-04,0,1.00E-04,0,3.00E-04,1.00E-04,0.93
0,1,0,1,1,0,3,70000,3.69,0.57,0.93,0.01,0.1,0.09,42.5
0,1,0,1,0,0,3,150000,8,0.5,1.04,0.02,0,0,18.19
0,1,0,1,0,0,3,87000,4.05,0.2,0.45,0.01,7.31,1.31,14.71
0,0,0,0,1,0,3,20000,0.51,0.04,0.12,0.001,0.04,0,4.92
0,0,0,1,0,1,3,220000,6.82,1.72,3.13,0.03,0.73,0,16.07
0,0,1,0,1,0,3,220000,6,0.25,0.83,0.03,16.39,0.33,58.72
0,0,0,0,0,0,3,10660,0.63,0.063,0.07,0.011572099,0.341190898,0.08494052,9.87
1,0,1,0,0,0,3,9464,0.41,0.044,0.061,0.015,0.026,0.017,13.672
0,0,0,0,1,1,3,13783,0.616,0.059,0.081,0.008,0.034,0.023,21.279
1,0,0,1,0,0,3,16313,0.729,0.069,0.096,0.01,0.041,0.028,24.881
0,1,0,1,0,1,3,44850,3.406,0.208,0.263,0.027,0.112,0.076,66.926
0,0,1,0,0,1,3,7954,0.356,0.034,0.047,0.005,0,0,12.47
0,1,0,1,0,0,3,22796,1.019,0.097,0.134,0.014,0.057,0.039,34.263
1,0,1,0,1,0,3,57868,3.686,0.273,0.34,0.035,1.852160869,0.461101125,87.007
0,1,0,0,1,0,3,31552,1.411,0.134,0.185,0.019,0.079,0.054,48.879
0,0,0,1,0,0,3,13126,0.587,0.056,0.077,0.008,0.033,0.022,19.108
0,1,0,0,0,1,3,20609,0.922,0.088,0.121,0.012,0.052,0.035,27.446
1,0,0,0,1,0,3,46707,3.416,0.205,0.274,0.028,0.117,0.079,40.836
0,1,0,1,0,0,3,68559,4.393,0.318,0.403,0.041,0.171,0,88.308
0,0,0,1,0,0,3,30310,1.313,0.14,0.196,0.048,0.082,0.055,24.878
1,0,0,0,0,0,3,21737,0.972,0.092,0.128,0.013,0.054,0.037,33.172
0,0,1,0,0,0,3,23420,1.047,0.1,0.138,0.014,0.059,0.04,25.426
0,0,1,0,0,1,3,27159,1.214,0.115,0.159,0.016,0,0,42.443
0,0,0,0,0,0,3,26457,1.183,0.112,0.155,0.016,0.066,0.045,37.187
1,0,0,0,1,0,3,13820,0.618,0.059,0.081,0.008,0.035,0.023,17.143
0,0,1,1,0,0,3,21450,0.959,0.091,0.126,0.013,0.054,0.036,34.192
1,1,1,0,0,0,3,22877,1.023,0.097,0.134,0.014,0.057,0.039,35.495
0,0,0,0,0,1,3,11638,0.52,0.049,0.068,0.007,0.029,0.02,10.833
0,1,1,1,1,0,3,141943,8.342,0.634,0.833,0.085,0.355,0.241,215.01
1,0,0,1,0,0,3,8586,0.384,0.037,0.05,0.005,0.021,0.015,13.974
0,1,0,0,1,0,3,20831,0.931,0.089,0.122,0.012,0.052,0.035,18.279
0,1,1,0,1,0,3,37618,1.682,0.16,0.221,0.023,0.094,0.064,56.867
0,1,0,1,0,0,3,11157,0.499,0.047,0.066,0.007,0.028,0.019,17.384
0,1,1,0,0,0,3,26502,1.185,0.113,0.156,0.016,0.066,0.045,40.765
1,0,1,0,1,0,3,54493,3.759,0.234,0.32,0.033,0,0,83.665
1,1,0,1,0,0,3,6468.84,0.185,0.005,0.024,0.001,0.014,0.007,130.13
1,1,0,0,0,0,3,21877,0.978,0.093,0.128,0.013,0,0,33.258
0,0,0,1,0,1,3,30439,1.012,0.027,0.142,0.004,0.091,0.001,31
0,0,0,1,0,1,3,26262,3.444,0.165,0.165,0.0013,0.4937,0.209259656,96.54
0,1,0,1,0,0,3,38383,3.636,0.244,0.27,0.016,0.61,0.15,63.8
0,0,1,0,1,0,3,35358,4.13,0.237,0.24,0.063,1.03,0.28,36.9
0,1,0,1,0,1,3,80975,8.42,0.566,0.65,0.007,2.591738549,0.645221255,87.2
1,0,1,0,1,0,3,35350,3.498,0.229,0.32,0.009,0.35,0.14,32
1,0,0,0,0,0,3,19024,1.2,0.12,0.24,0.003,0.18,0.08,35
0,1,0,1,0,0,3,115000,9.867,0.867,1.86,0.013,10.24,0.46,80
0,0,0,0,0,0,3,34500,4.019,0.239,0.24,0.006,0.21,0.14,43
0,1,0,0,0,0,3,18195,1.41,0.12,0.24,0.004,0.74,0.07,33
0,0,0,1,0,1,3,104061,10.754,0.722,1.53,0.031,1.42,0.42,75.13
0,1,0,1,0,0,3,39225,4.445,0.25,0.38,0.009,1.255460878,0.312550834,62.7
1,0,1,0,0,0,3,32500,3.978,0.224,0.23,0.003,2.57,0.13,84.4
0,1,0,1,1,0,3,73529,8.922,0.53,1.13,0.008,2.353417028,0.585890382,90
1,1,0,0,1,0,3,18195,1.4,0.12,0.24,0.004,0.74,0.07,35
0,0,0,1,0,0,3,44873,4.026,0.289,0.32,0.008,4.34,1.23,10
1,0,1,0,1,0,3,94050.4,9.363,0.582,0.66,0.03,3.25,1.13,91.4
0,1,0,1,1,0,3,38600,4.38,0.239,0.27,0.006,1.2,0.15,86.6
1,0,1,0,0,0,3,118260,11.064,0.913,0.913,0.027,10.82,0.47,60
1,0,0,0,1,0,3,74530,7.705,0.598,0.77,0.007,9.48,3.69,81.8
0,1,0,1,0,1,3,90000,8.73,0.562,0.63,0.01,2.7,0.36,67.5
0,1,0,0,1,0,3,84795.5,8.72,0.663,1.57,0.01,0.35,0.34,70
1,0,1,0,0,1,3,72986,7.198,0.581,0.64,0.012,5.84,0.3,83.4
1,0,0,1,0,0,3,55733,6.248,0.44,0.44,0.1,1.78382667,0.444089117,86.1
0,1,0,1,0,0,3,201413,16.485,1.707,2.45,0.022,9.47,1.21,86.2
0,0,0,0,1,1,3,134031.74,12.54,0.968,1.77,0.065,2.3,0.54,72.4
0,1,0,0,0,1,3,41471.3,4.864,0.331,0.35,0.003,0.58,0.16,28.5
1,0,0,1,0,0,3,20475,1.0801,0.0432,0.0432,6.00E-04,0.655336175,0.163147949,15.83
0,1,0,0,1,0,3,63282.6,4.206,0.329,0.329,0.012,6.328,0.6328,54.195
0,1,0,1,0,0,3,51854,1.5124,0.294893069,0.418658511,0.05629077,1.659672871,0.413180648,26.8
0,1,1,0,0,1,3,20855,4.191,0.118602132,0.168378973,0.022639411,0.017,0.01,9.5
1,1,0,0,0,0,3,8745,1.3467,0.049732709,0.070605328,0.009493246,0.0077,0.0046,4
0,0,1,0,0,0,3,9400,0.82,0.08,0.104,0.01020429,0.300862518,0.074900646,15
0,0,1,0,1,0,3,40369,6.0871,0.3109,1.7139,0.043823082,0.0858,0.0858,80
1,0,1,0,0,0,3,56000,1.25,0.2,0.22,0,0,0,28.62
0,0,1,0,0,0,3,38470,4.4331,0.09,0.47,0.006,0.39,0.15,3.488
0,0,0,0,0,1,3,45673,2.4116,0.3197,0.7855,0.137,0.4567,0.365,1.3
0,0,0,0,0,0,3,480000,17.28,3.24,3.564,0,0.96,0.96,8.55
0,0,0,1,0,0,3,72048,4.1319,0.5,1.2392,0.0259,0.7204,0.5763,1.68
0,0,0,0,0,0,3,107974,6.7711,0.75,1.8571,0.0388,1.0797,0.8637,1.384
1,0,0,0,0,0,3,76564,4.686,0.53,1.317,0.028,0.766,0.613,1.58
0,0,0,0,0,0,3,95800,5.5583,0.67,1.6477,0.0344,0.958,0.7664,3.135
0,0,1,0,0,1,3,73604,4.3251,0.51,1.2659,0.0264,0.736,0.5888,2.81
1,0,0,0,1,0,3,31000,0.6634,0.015,0.0165,0.033652445,0.062,0.062,12.24
0,0,0,0,0,0,3,51628,6.2744,0.129,0.629,0.008,0.51,0.21,3.593
0,0,0,1,0,0,3,81212,5.078,0.56,1.39,0.2929,0.81,0.64,1.769
0,0,0,0,0,0,3,65511,7.4855,0.163,0.79,0.11,0.655,0.262,4.605
0,1,1,0,0,0,3,57412,6.1723,0.143,0.7,0.009,0.574,0.229,3.505
0,0,0,0,0,0,3,50044,5.3793,0.125,0.61,0.008,0.5,0.2,3.623
0,1,1,1,0,0,3,60745,7.1241,0.15,0.874,0.01,0.6,0.24,4.394
