process_1,process_2,process_3,process_4,process_5,process_6,Size,Wastewater,COD,NH3N,TN,TP,Cr,Cr6,HWsum
0,0,1,0,0,1,3,20003.87204,2.096920608,0.116544838,0.13931125,0.04766641,3.227322421,2.974144523,425.5543924
1,0,1,1,0,0,3,438041.7684,21.82766796,0.878011862,1.628679648,0.080561281,157.3801284,102.1764998,446.406321
0,0,1,1,1,1,3,4823.072859,0.396535467,0.012579611,0.103353701,0.004973856,-0.377195028,-0.015045105,241.8313103
0,1,0,0,0,0,3,246195.4043,18.43696556,0.091076452,1.91871523,0.028008103,12.65223897,3.84867211,119.2356866
0,1,0,1,1,0,3,24595.73477,2.027182145,0.113226888,0.324581142,0.06593498,10.00829787,9.729077962,273.0849287
0,1,0,0,0,1,3,14419.08969,1.492546156,0.023512779,-0.010853196,0.030850157,-1.108426276,-0.364428155,50.7024638
0,1,1,1,0,1,3,28507.63095,3.801865403,0.168344266,0.291349668,0.022455886,7.429800523,7.81286409,288.6725672
1,0,0,1,0,0,3,56927.0781,4.00380941,0.228514616,0.513759996,0.116053675,14.90977977,15.62859848,272.6876017
0,1,1,0,0,0,2,15469.9656,0.599410803,-0.014193922,0.113545119,-0.001036323,-0.829723354,0.018215828,285.044346
1,0,1,0,1,1,3,22471.90335,1.652352441,0.100893975,0.246314693,0.050542689,0.089839087,0.058241877,140.2929881
0,1,0,1,0,1,3,844.8959644,0.165588929,0.022731594,-0.015442394,0.003376945,0.876203432,0.055568103,1061.512174
0,1,1,0,1,0,2,7252.266785,0.66193284,0.004383545,-0.019344738,0.023135983,-0.16080215,-0.555111194,93.99607697
0,1,0,1,0,1,2,53050.75628,4.435315839,0.257971764,0.661058773,0.029607893,-0.171783777,3.24997176,226.4737236
0,1,1,0,0,1,2,56791.39586,2.831805923,0.244369309,0.257223967,0.026856247,1.972128119,0.680830206,316.368561
1,1,0,1,0,1,3,53825.2285,4.265038962,0.241472144,0.590195092,0.1188451,15.63206,15.63206,185.4750403
1,0,1,0,1,1,3,81853.26522,7.392345265,0.386247726,1.173169838,0.039851047,15.92257573,5.190287186,345.9261925
0,0,1,1,0,1,3,3952.290092,-0.11095182,-0.019268019,0.021287005,-6.53E-05,0.852331996,0.11119003,55.35741366
0,1,1,0,1,1,3,371256.2706,44.95521141,1.631225786,4.040096944,0.831790349,55.95367444,52.4170394,726.3698114
1,1,0,0,1,0,3,8501.046331,0.432240238,0.036460088,0.10174993,0.003388249,3.078265569,1.999286415,244.0387289
0,0,1,0,1,1,3,17600.56357,1.541554244,0.10729473,0.0559816,0.034606165,-1.087563527,-0.123801034,241.5396111
0,0,0,1,0,1,2,22910.48211,0.898386137,0.07385346,0.150758244,0.007890302,5.610608741,1.855854876,801.2704908
0,0,0,1,0,1,3,1099244.046,54.93276231,5.484933217,11.79136868,0.223873342,-0.219150671,-0.166103414,1293.212952
0,1,1,1,1,0,2,25631.03121,0.933797252,0.080583655,0.1281537,0.016840719,5.364564182,1.529670311,927.1993127
0,0,1,1,1,1,3,29936.7486,1.227589398,0.140373718,0.325198749,0.066532635,11.54290052,6.945812132,187.2751
0,0,0,0,0,1,3,20339.0995,1.113527008,0.221740641,0.699532855,0.013986348,10.96337145,5.927859884,322.6038615
1,0,1,0,1,0,3,16871.02695,2.638025704,0.043757397,0.282699411,0.006053051,3.510573834,2.121013392,4072.520662
1,1,0,1,1,1,3,3992.170088,0.051460915,-0.008468109,0.054234278,0.001276073,-0.320670464,0.187778157,143.6268187
0,0,1,1,0,1,2,22195.57304,1.596809821,0.258444962,0.664880032,0.013904698,10.63401211,1.949213885,204.8816902
0,0,0,1,0,1,3,41285.06651,1.831208513,0.20725047,0.290793372,0.019491417,14.00334802,9.271592898,206.4340672
0,0,1,1,0,0,3,88591.62781,28.74311194,0.302713787,0.374591173,0.185675113,0.482791491,0.334765101,216.4997532
0,0,1,0,1,0,2,9906.864156,0.154356776,0.043269642,0.188792725,0.005570185,3.379090445,0.545109385,362.064327
0,1,1,0,0,1,3,29339.96386,1.86589926,0.017383136,0.13415399,0.031608838,-0.022170958,-0.104296524,180.4829047
0,1,1,1,1,1,3,18919.38844,1.0718825,0.092928899,0.30732185,0.010191753,8.818060611,5.424313179,83.43402629
0,1,1,1,1,1,3,31876.77578,1.428309207,0.126942385,0.371077,0.074233767,1.456143921,0.62671092,236.3252756
1,0,1,0,1,1,3,56122.19826,3.361634724,0.251976505,0.615155816,0.126227262,16.83224351,10.93166574,190.9299445
1,1,0,1,0,1,3,47947.19286,2.802229975,0.21499771,0.525860071,0.104660117,1.131384779,0.928315716,959.9117069
1,0,1,1,1,0,3,20574.585,1.113798662,0.038871136,0.109500633,0.015211211,9.131827971,1.974959713,142.3727376
0,1,0,0,0,1,2,105222.5644,5.110444905,0.801963455,2.348149699,0.048808675,4.424243509,24.0655825,222.8162318
1,0,1,1,0,0,2,55570.39016,2.980094112,0.529643914,1.374306026,0.026502981,26.92782775,5.394390626,612.952411
0,0,1,0,0,1,3,107271.2493,6.486141747,0.550248527,1.050349387,0.099430192,0.666069272,0.379387703,54677.02264
0,0,0,0,1,1,3,35365.0009,7.739846191,0.091345871,0.519384906,0.017426575,12.96539361,3.749223388,149.8675133
0,0,0,0,1,1,2,13025.60938,1.316988799,0.023747406,0.193222808,0.027985729,0.059354534,-0.087333378,229.5807104
0,0,1,0,1,0,3,79499.69318,4.12337985,0.432535296,0.465224121,0.036609333,17.71084175,4.809173685,308.4798017
1,0,1,1,0,0,3,10024.84136,0.502909751,-0.00515963,-0.024000149,0.001342885,0.35884709,0.785682706,2416.853459
0,0,1,1,0,0,3,95541.48981,33.00272939,0.333373991,0.34012826,0.214887176,0.626625834,0.626625834,226.1608901
0,1,1,1,1,0,3,29721.02897,1.790336125,0.16188349,0.268297044,0.019520722,2.591839123,1.94277,127.8570103
1,0,1,0,0,1,2,3311.363988,0.300322766,0.0658445,0.081117732,-0.000111186,2.225461659,-0.064022054,558.279306
0,0,0,0,0,0,3,21665.13655,1.230520408,0.079943881,0.061040801,0.009320518,6.748596925,4.675897921,359.6145489
1,1,1,1,0,1,2,24453.89431,2.362704043,0.10005682,0.233539129,0.05661758,8.572353331,5.846366743,514.8191241
0,0,1,0,1,1,2,696839.4193,35.36795936,5.562832265,15.94016964,0.348071524,113.3383157,23.1840465,358.2204623
0,0,0,0,1,1,3,9296.143825,0.112314104,0.023591424,0.046658805,0.01012099,1.491229515,1.343888637,170.9084871
0,1,1,1,1,1,3,-3733.582701,0.201690606,0.01572136,0.009047982,0.013991904,0.382206583,-0.035516785,163.1739414
1,1,0,1,0,1,2,19324.13047,5.288304998,0.029896781,0.207134464,0.001361252,1.773869364,0.179128044,2245.443289
1,1,0,1,0,1,2,15801.25888,0.443217082,-0.015487555,-0.036464501,0.049022412,0.247623615,0.039007577,200.23461
0,1,1,0,1,1,3,26512.04153,1.388105966,0.118422431,0.213815024,0.053921198,3.020968783,1.768546289,361.2065306
0,1,0,0,1,0,3,17111.90239,1.368952191,0.254565476,0.339053146,0.017379681,0.095488527,0.05442834,410.3465717
1,0,1,1,1,1,2,94950.70221,5.564364643,0.353812142,0.313387066,0.054199233,20.82894421,6.319216875,452.5885422
1,0,0,1,0,0,2,299457.1692,15.36749703,1.510420061,1.411380771,0.149599557,63.11143061,17.94620165,-6.908140785
0,0,0,1,1,0,3,9922.460645,0.389072368,0.024411288,0.085887119,0.003020757,0.051890846,0.051890846,266.5257107
0,0,1,0,0,0,3,19100.87734,1.300701673,0.080202119,0.175899536,0.030614633,0.002157894,0.002157894,174.6035205
