process_1,process_2,process_3,process_4,process_5,process_6,Size,Wastewater,COD,NH3N,TN,TP,Cr,Cr6,HWsum
0,1,1,0,0,1,3,36300,4.62,0.231,0.231,0.036884904,0.0064,0.0018,485
0,1,1,0,0,1,3,51200,0.788,0.132,0.132,0.252132678,0.008,2.885318055,490.34
1,1,1,0,0,0,3,101280,8.17,0.345,0.724,0.087,16.9,3.39,490.406
0,0,0,1,0,1,3,21114,8.79,0.034,0.034,1.00E-04,0,0,492.12
1,0,0,0,0,0,3,61090,4.99,0.017,0.017,0.004,28.845,14.951,496.43
1,1,1,1,0,0,3,40500,3.31,0.0729,0.2187,0.041,0.03,2.282331665,500
1,0,0,1,0,0,3,2923,0.15,0.01,0.02,0.002970098,0.490734648,0.345963188,502.98
1,1,0,0,0,1,2,22460,0.539,0.0595,0.1963,0.0244,4.517942168,1.265707881,503.415
1,1,1,0,0,0,2,90000,3.15,0.23,0.81,0.018,4.98,2.11,510
0,1,0,0,1,1,3,110400,6.624,0.8832,2.1638,0.1104,103,26,510.431
