industry,staff,process_1,process_2,process_3,process_4,process_5,process_6,process_7,process_8,process_9,process_10,process_11,COD,pH,water,N,P,NH3N,Cr6,Cr,Fe,Cu,Ni,Zn,HW17,HWsum
2614,3,0,0,0,0,1,1,1,0,0,0,0,19.607,0,1092.383,4.79,0.139204,0.703,0,0,0,0,0,0,0,141.639
2614,3,0,0,0,0,1,1,1,0,0,0,0,7.98,0,610.17,3.7,0.011,0.41,0,0,0,0,0,0,0,28.538
2614,3,0,0,0,0,1,1,1,0,0,0,0,6.554,0,259.56,1.616,0.013,0.189,0,0,0,0,0,0,0,0.004
2614,3,0,0,0,0,1,1,1,0,0,0,0,6.851,0,402.559,1.742,0.029,0.252,0,0,0,0,0,0,0,74.642
2614,3,0,0,0,0,1,1,1,0,0,0,0,24.605,0,1715.664,13.604,0.23,0.952,0,0,0,0,0,0,0,289.049
2614,3,0,0,0,0,1,1,1,0,0,0,0,22.055,0,1752.408,8.786,0.121,0.696,0,0,0,0,0,0,0,297.416
2614,3,0,0,0,0,1,1,1,0,0,0,0,21.155,0,2126.564,5.22,0.183,1.075,0,0,0,0,0,0,0,419.834
2614,3,0,0,0,0,1,1,1,0,0,0,0,19.858,0,1943.173,5.587,0.165,1.066,0,0,0,0,0,0,0,310.985
2614,3,0,0,0,0,1,1,1,0,0,0,0,15.464,0,1883.942,17.809,0.185,0.904,0,0,0,0,0,0,0,359.4051
2614,3,0,0,0,0,1,1,1,0,0,0,0,10.751,0,1584.94,6.64,0.239,0.842,0,0,0,0,0,0,0,281.221
2614,3,0,0,0,0,1,1,1,0,0,0,0,15.383,0,2352.178,5.831,0.425,1.195,0,0,0,0,0,0,0,485.337
2614,3,0,0,0,0,1,1,1,0,0,0,0,10.89,0,1633.36,5.624,0.311,1.06,0,0,0,0,0,0,0,241.093
2614,3,0,0,0,0,1,1,1,0,0,0,0,11.775,0,1287.799,4.309,0.217,0.929,0,0,0,0,0,0,0,111.334
2614,3,0,0,0,0,1,1,1,0,0,0,0,4.317,0,138.534,1.237,0,0.328,0,0,0,0,0,0,0,1.606
2614,3,0,0,0,0,1,1,1,0,0,0,0,36.969,0,1851.105,13.024,0.419,2.553,0,0,0,0,0,0,0,569.698
2614,3,0,0,0,0,1,1,1,0,0,0,0,17.505,0,1400.706,8.976,0.123,0.6,0,0,0,0,0,0,0,378.284
2614,3,0,0,0,0,1,1,1,0,0,0,0,17.947,0,2489.214,7.342,0.198,0.894,0,0,0,0,0,0,0,602.511
2614,3,0,0,0,0,1,1,1,0,0,0,0,33.741,0,2539.575,4.115,0.123,1.019,0,0,0,0,0,0,0,356.855
2614,4,0,0,0,0,1,1,0,0,0,1,0,1375.146,6.835,22972.827,0,1.354,28.124,0,0,0,0,0,0,0,112.581
2614,4,0,0,0,0,1,1,0,0,0,1,0,2673.226,6.639565217,22399.072,0,7.704,40.448,0,0,0,0,0,0,0,181.608
2614,4,0,0,0,0,1,1,0,0,0,1,0,2641.324,6.718666667,31847.743,0,10.756,36.195,0,0,0,0,0,0,0,44.017
2614,4,0,0,0,0,1,1,0,0,0,1,0,1942.186,6.863666667,29992.432,0,11.379,40.048,0,0,0,0,0,0,0,121.267
2614,4,0,0,0,0,1,1,0,0,0,1,0,3420.86,7.111290323,36556.923,0,29.229,21.22,0,0,0,0,0,0,0,154.065
2614,4,0,0,0,0,1,1,0,0,0,1,0,1966.273,7.179966032,38173.452,0,16.023,35.291,0,0,0,0,0,0,0,60.234
2614,4,0,0,0,0,1,1,0,0,0,1,0,1961.154,7.234285714,41694.614,0,10.444,51.276,0,0,0,0,0,0,0,98.493
2614,4,0,0,0,0,1,1,0,0,0,1,0,2082.094,6.943225806,42199.43,0,15.444,35.693,0,0,0,0,0,0,0,52.084
2614,4,0,0,0,0,1,1,0,0,0,1,0,2361.749,7.149333333,50509.772,0,28.242,36.592,0,0,0,0,0,0,0,50.472
2614,4,0,0,0,0,1,1,0,0,0,1,0,2916.225,7.298387097,46935.998,127.557,14.069,45.527,0,0,0,0,0,0,0,101.347
2614,4,0,0,0,0,1,1,0,0,0,1,0,2499.814,7.485666667,41049.385,308.555,17.145,62.57,0,0,0,0,0,0,0,122.552
2614,4,0,0,0,0,1,1,0,0,0,1,0,1702.116,7.448387097,39395.967,360.563,15.825,103.999,0,0,0,0,0,0,0,75.336
2614,4,0,0,0,0,1,1,0,0,0,1,0,1726.075,7.510967742,25795.68,183.243,13.749,27.844,0,0,0,0,0,0,0,93.777
2614,4,0,0,0,0,1,1,0,0,0,1,0,943.253,7.208666667,24183.653,246.17,10.993,112.484,0,0,0,0,0,0,0,172.112
2614,4,0,0,0,0,1,1,0,0,0,1,0,955.2,7.776129032,20514.579,208.623,7.381,7.94,0,0,0,0,0,0,0,297.463
2614,4,0,0,0,0,1,1,0,0,0,1,0,1406.096,8.099666667,22515.48,249.539,3.94,13.231,0,0,0,0,0,0,0,129.842
2614,4,0,0,0,0,1,1,0,0,0,1,0,1606.963,7.919354839,28539.478,209.404,4.541,34.502,0,0,0,0,0,0,0,282.792
2614,3,0,0,0,0,1,1,1,0,1,1,0,1686.189866,6.971785714,1130,0,0,0,0,0,0,0,0,0,0,677
2614,3,0,0,0,0,1,1,1,0,1,1,0,1418.710815,7.07,6536,0,0,0,0,0,0,0,0,0,0,331
2614,3,0,0,0,0,1,1,1,0,1,1,0,1206.991877,6.924333333,5172,0,0,0,0,0,0,0,0,0,0,164.49
2614,3,0,0,0,0,1,1,1,0,1,1,0,745.091324,7.086774194,3506,0,0,0,0,0,0,0,0,0,0,438.208
2614,3,0,0,0,0,1,1,1,0,1,1,0,880.097607,6.849333333,7050,0,0,0,0,0,0,0,0,0,0,1203.327
2614,3,0,0,0,0,1,1,1,0,1,1,0,448.141897,6.897741935,3029,0,0,0,0,0,0,0,0,0,0,130.105
2614,3,0,0,0,0,1,1,1,0,1,1,0,536.93296,6.902258065,2186,0,0,0,0,0,0,0,0,0,0,330.243
2614,3,0,0,0,0,1,1,1,0,1,1,0,472.27591,6.907333333,2191,0,0,0,0,0,0,0,0,0,0,477.066
2614,3,0,0,0,0,1,1,1,0,1,1,0,423.465596,6.929677419,1834,0,0,0,0,0,0,0,0,0,0,154.066
2614,3,0,0,0,0,1,1,1,0,1,1,0,646.554321,6.698333333,3717,0,0,0,0,0,0,0,0,0,0,0.187
2614,3,0,0,0,0,1,1,1,0,1,1,0,256.826712,7.123225806,1548,0,0,0,0,0,0,0,0,0,0,0.045
2614,5,0,0,0,0,1,1,1,0,0,0,0,3188.033483,0,9369.399,0,0,0,0,0,0,0,0,0,0,339.925
2614,5,0,0,0,0,1,1,1,0,0,0,0,1209.187857,0,3802.871,0,0,0,0,0,0,0,0,0,0,70.824
2614,5,0,0,0,0,1,1,1,0,0,0,0,2274.746194,0,7212.198,0,0,0,0,0,0,0,0,0,0,618.917
2614,5,0,0,0,0,1,1,1,0,0,0,0,2438.446797,0,7804,0,0,0,0,0,0,0,0,0,0,622.24
2614,5,0,0,0,0,1,1,1,0,0,0,0,1750.813899,0,8116,0,0,0,0,0,0,0,0,0,0,680.078
2614,5,0,0,0,0,1,1,1,0,0,0,0,2145.549374,0,7211,0,0,0,0,0,0,0,0,0,0,250.952
2614,5,0,0,0,0,1,1,1,0,0,0,0,1684.259931,0,6809,0,0,0,0,0,0,0,0,0,0,676.372
2614,5,0,0,0,0,1,1,1,0,0,0,0,1929.897384,0,8286,0,0,0,0,0,0,0,0,0,0,644.08
2614,5,0,0,0,0,1,1,1,0,0,0,0,1489.707528,0,7141,0,0,0,0,0,0,0,0,0,0,556.794
2614,5,0,0,0,0,1,1,1,0,0,0,0,2426.636948,0,8778,0,0,0,0,0,0,0,0,0,0,304.217
2614,5,0,0,0,0,1,1,1,0,0,0,0,1478.363314,0,13922,0,0,0,0,0,0,0,0,0,0,275.564
2614,5,0,0,0,0,1,1,1,0,0,0,0,1752.160376,0,10770,0,0,0,0,0,0,0,0,0,0,287.782
2614,5,0,0,0,0,1,1,1,0,0,0,0,3111.436973,0,31485,0,0,0,0,0,0,0,0,0,0,551.477
2614,5,0,0,0,0,1,1,1,0,0,0,0,4337.90031,0,25675,0,0,0,0,0,0,0,0,0,0,663.89
2614,5,0,0,0,0,1,1,1,0,0,0,0,3763.02358,0,25118,0,0,0,0,0,0,0,0,0,0,1067.271
2614,5,0,0,0,0,1,1,1,0,0,0,0,2977.504393,0,26180,0,0,0,0,0,0,0,0,0,0,1382.674
2614,5,0,0,0,0,1,1,1,0,0,0,0,4348.867374,0,21420,0,0,0,0,0,0,0,0,0,0,1564.493
2614,5,0,0,0,0,1,1,1,0,0,0,0,3865.00231,0,28058,0,0,0,0,0,0,0,0,0,0,1184.009
2614,5,0,0,0,0,1,1,1,0,0,0,0,3973.396422,0,26225,0,0,0,0,0,0,0,0,0,0,882.934
2614,5,0,0,0,0,1,1,1,0,0,0,0,4235.005044,0,27823,0,0,0,0,0,0,0,0,0,0,943.125
2614,5,0,0,0,0,1,1,1,0,0,0,0,3367.773756,0,30211,0,0,0,0,0,0,0,0,0,0,1205.998
2614,5,0,0,0,0,1,1,1,0,0,0,0,6266.504041,0,31165,0,0,0,0,0,0,0,0,0,0,1019.951
2614,5,0,0,0,0,1,1,1,0,0,0,0,4819.401362,0,34229,0,0,0,0,0,0,0,0,0,0,1436.227
2614,5,0,0,0,0,1,1,1,0,0,0,0,2982.555111,0,37239,0,0,0,0,0,0,0,0,0,0,1127.288
2614,5,0,0,0,0,1,1,1,0,0,0,0,4633.610954,0,38682,0,0,0,0,0,0,0,0,0,0,1043.133
2614,5,0,0,0,0,1,1,1,0,0,0,0,4401.590386,0,26244,0,0,0,0,0,0,0,0,0,0,1152.661
2614,5,0,0,0,0,1,1,1,0,0,0,0,2006.00162,0,10982,0,0,0,0,0,0,0,0,0,0,1051.859
2614,5,0,0,0,0,1,1,1,0,0,0,0,1928.865464,0,19871,0,0,0,0,0,0,0,0,0,0,1121.494
2614,5,0,0,0,0,1,1,1,0,0,0,0,4726.793881,0,28504,0,0,0,0,0,0,0,0,0,0,839.993
2614,4,0,0,0,0,1,0,1,0,0,0,0,353.540746,0,2015,0,0,0,0,0,0,0,0,0,0,3
2614,4,0,0,0,0,1,0,1,0,0,0,0,651.334851,0,4382,0,0,0,0,0,0,0,0,0,0,9.3
2614,4,0,0,0,0,1,0,1,0,0,0,0,801.851,0,3678,0,0,0,0,0,0,0,0,0,0,29.59
2614,4,0,0,0,0,1,0,1,0,0,0,0,1397.184905,0,4310,0,0,0,0,0,0,0,0,0,0,118.41
2614,4,0,0,0,0,1,0,1,0,0,0,0,1104.548196,0,3797,0,0,0,0,0,0,0,0,0,0,92.64
2614,4,0,0,0,0,1,0,1,0,0,0,0,792.149805,0,3874,0,0,0,0,0,0,0,0,0,0,46.901
2614,4,0,0,0,0,1,0,1,0,0,0,0,696.007644,0,3792,0,0,0,0,0,0,0,0,0,0,9.04
2614,4,0,0,0,0,1,0,1,0,0,0,0,484.295368,0,3539,0,0,0,0,0,0,0,0,0,0,48.55
2614,4,0,0,0,0,1,0,1,0,0,0,0,564.86038,0,4523,0,0,0,0,0,0,0,0,0,0,72.914
2614,4,0,0,0,0,1,0,1,0,0,0,0,733.478149,0,2632,0,0,0,0,0,0,0,0,0,0,38.12
2614,4,0,0,0,0,1,0,1,0,0,0,0,910.183695,0,4001,0,0,0,0,0,0,0,0,0,0,42.78
2614,4,0,0,0,0,1,0,1,0,0,0,0,771.00495,0,4045,0,0,0,0,0,0,0,0,0,0,4.24
2614,4,0,0,0,0,1,0,1,0,0,0,0,738.654957,0,4226,0,0,0,0,0,0,0,0,0,0,34.44
2614,4,0,0,0,0,1,0,1,0,0,0,0,351.494146,0,3031,0,0,0,0,0,0,0,0,0,0,32.88
2614,4,0,0,0,0,1,0,1,0,0,0,0,267.04311,0,2402,0,0,0,0,0,0,0,0,0,0,44.23
2614,4,0,0,0,0,1,0,1,0,0,0,0,429.708199,0,3300,0,0,0,0,0,0,0,0,0,0,4
2614,4,0,0,0,0,1,0,1,0,0,0,0,403.476688,0,3964,0,0,0,0,0,0,0,0,0,0,2.98
2614,4,0,0,0,0,1,0,1,0,0,0,0,463.261041,0,3746,0,0,0,0,0,0,0,0,0,0,42.5
2614,4,0,0,0,0,1,0,1,0,0,0,0,448.73229,0,4365,0,0,0,0,0,0,0,0,0,0,28.26
2614,4,0,0,0,0,1,0,1,0,0,0,0,492.942031,0,3456,0,0,0,0,0,0,0,0,0,0,2.1
2614,4,0,0,0,0,1,0,1,0,0,0,0,590.088048,0,3489,0,0,0,0,0,0,0,0,0,0,38.54
2614,4,0,0,0,0,0,0,1,0,0,0,0,99.76755,0,1276,0,0,0,0,0,0,0,0,0,0,1.22
2614,4,0,0,0,0,0,0,1,0,0,0,0,421.209356,0,6926,0,0,0,0,0,0,0,0,0,0,571.23
2614,4,0,0,0,0,0,0,1,0,0,0,0,348.387668,0,6926,0,0,0,0,0,0,0,0,0,0,203.91
2614,4,0,0,0,0,0,0,1,0,0,0,0,255.529155,0,6809,0,0,0,0,0,0,0,0,0,0,211.59
2614,4,0,0,0,0,0,0,1,0,0,0,0,893.803325,0,9865,0,0,0,0,0,0,0,0,0,0,3.55
2614,4,0,0,0,0,0,0,1,0,0,0,0,523.603824,0,10790,0,0,0,0,0,0,0,0,0,0,2.44
2614,4,0,0,0,0,0,0,1,0,0,0,0,324.266855,0,9854,0,0,0,0,0,0,0,0,0,0,102.9
2614,4,0,0,0,0,0,0,1,0,0,0,0,351.496975,0,11662,0,0,0,0,0,0,0,0,0,0,150.815
2614,4,0,0,0,0,0,0,1,0,0,0,0,349.714345,0,8144,0,0,0,0,0,0,0,0,0,0,720.77
2614,4,0,0,0,0,0,0,1,0,0,0,0,422.139112,0,7639,0,0,0,0,0,0,0,0,0,0,200.85
2614,4,0,0,0,0,0,0,1,0,0,0,0,213.371525,0,4773,0,0,0,0,0,0,0,0,0,0,118.1
2614,4,0,0,0,0,0,0,1,0,0,0,0,529.93985,0,7492,0,0,0,0,0,0,0,0,0,0,700.83
2614,4,0,0,0,0,0,0,1,0,0,0,0,671.407333,0,7722,0,0,0,0,0,0,0,0,0,0,587.67
2614,4,0,0,0,0,0,0,1,0,0,0,0,733.472086,0,7834,0,0,0,0,0,0,0,0,0,0,396.74
2614,4,0,0,0,0,0,0,1,0,0,0,0,826.969289,0,8401,0,0,0,0,0,0,0,0,0,0,953.52
2614,4,0,0,0,0,0,0,1,0,0,0,0,467.294331,0,6537,0,0,0,0,0,0,0,0,0,0,444.93
2614,4,0,0,0,0,0,0,1,0,0,0,0,382.568731,0,2662,0,0,0,0,0,0,0,0,0,0,493.45
2614,4,0,0,0,0,0,0,1,0,0,0,0,383.79155,0,7371,0,0,0,0,0,0,0,0,0,0,1029.97
2614,4,0,0,0,0,0,0,1,0,0,0,0,325.102585,0,6619,0,0,0,0,0,0,0,0,0,0,515.78
2614,4,0,0,0,0,0,0,1,0,0,0,0,377.002454,0,5606,0,0,0,0,0,0,0,0,0,0,1501.98
2614,4,0,0,0,0,0,0,1,0,0,0,0,225.29948,0,4649,0,0,0,0,0,0,0,0,0,0,650.98
2614,4,0,0,0,0,0,0,1,0,0,0,0,287.854994,0,5692,0,0,0,0,0,0,0,0,0,0,705.58
2614,4,0,0,0,0,0,0,1,0,0,0,0,126.630065,0,1813,0,0,0,0,0,0,0,0,0,0,660.41
2614,4,0,0,0,0,0,0,1,0,0,0,0,337.853291,0,6144,0,0,0,0,0,0,0,0,0,0,692.51
2614,4,0,0,0,0,0,0,1,0,0,0,0,348.518369,0,6618,0,0,0,0,0,0,0,0,0,0,760.66
2614,4,0,0,0,0,0,0,1,0,0,0,0,283.04259,0,6600,0,0,0,0,0,0,0,0,0,0,1250.57
2614,4,0,0,0,0,0,0,1,0,0,0,0,622.973018,0,6530,0,0,0,0,0,0,0,0,0,0,159.87
2614,2,0,0,0,0,0,1,0,0,0,0,0,140.434,7.834166667,5126.126,0,0,1.655,0,0,0,0,0,0,0,6.372
2614,2,0,0,0,0,0,1,0,0,0,0,0,204.955,8.111405828,5610.175,0,0,8.934,0,0,0,0,0,0,0,11.467
2614,2,0,0,0,0,0,1,0,0,0,0,0,171.229,7.430645161,2487.033,0,0,2.433,0,0,0,0,0,0,0,12.59
2614,2,0,0,0,0,0,1,0,0,0,0,0,87.032,6.970373516,1469.027,0,0,2.086,0,0,0,0,0,0,0,9.351
2614,2,0,0,0,0,0,1,0,0,0,0,0,60.596,8.347546452,1704.854,0,0,0.39,0,0,0,0,0,0,0,3.047
2614,2,0,0,0,0,0,1,0,0,0,0,0,89.29,8.389666667,1555.244,0,0,0.128,0,0,0,0,0,0,0,6.0323
2614,2,0,0,0,0,0,1,0,0,0,0,0,62.196,8.466774194,997.251,0,0,0.117,0,0,0,0,0,0,0,4.157
2614,2,0,0,0,0,0,1,0,0,0,0,0,202.19,8.298333333,1000.891,0,0,14.366,0,0,0,0,0,0,0,2.63
2614,2,0,0,0,0,0,1,0,0,0,0,0,98.449,8.365483871,1603.446,0,0,1.703,0,0,0,0,0,0,0,3.967
2614,2,0,0,0,0,0,1,0,0,0,0,0,143.061,8.010645161,2189.259,0,0,6.363,0,0,0,0,0,0,0,21.965
2614,2,0,0,0,0,0,1,0,0,0,0,0,231.517,8.383666667,3202.372,0,0,0.417,0,0,0,0,0,0,0,14.7724
2614,2,0,0,0,0,0,1,0,0,0,0,0,28.139,8.019032258,314.459,0,0,0.023,0,0,0,0,0,0,0,15.21
2614,2,0,0,0,0,0,1,0,0,0,0,0,152.329,7.974,1738.937,0,0,0.424,0,0,0,0,0,0,0,7.793
2614,2,0,0,0,0,0,1,0,0,0,0,0,86.681,8.39,937.138,0,0,0.091,0,0,0,0,0,0,0,6.245
2614,1,0,0,0,0,0,0,0,0,0,1,0,11.14,6.555714286,790,0,0,1.25,0,0,0,0,0,0,0,0.033
2614,1,0,0,0,0,0,0,0,0,0,1,0,32.86,7.189645516,2468,0,0,6.8,0,0,0,0,0,0,0,0.32
2614,1,0,0,0,0,0,1,0,0,0,1,0,64.7,0,565.78,0,0,0,0,0,0,0,0,0,0,1.59
2614,1,0,0,0,0,0,1,0,0,0,1,0,30.7,0,234.64,0,0,0,0,0,0,0,0,0,0,2.14
2614,1,0,0,0,0,0,1,0,0,0,1,0,75.676029,0,599.17,0,0,0,0,0,0,0,0,0,0,1.17
2614,1,0,0,0,0,0,1,0,0,0,1,0,46.9,0,494.28,0,0,0,0,0,0,0,0,0,0,2.502
2614,1,0,0,0,0,0,1,0,0,0,1,0,52.3,0,446.32,0,0,0,0,0,0,0,0,0,0,1.15
2614,1,0,0,0,0,0,1,0,0,0,1,0,93,0,686.18,0,0,0,0,0,0,0,0,0,0,0.88
2614,1,0,0,0,0,0,1,0,0,0,1,0,113.9,0,986.49,0,0,0,0,0,0,0,0,0,0,0.64
2614,1,0,0,0,0,0,1,0,0,0,1,0,95.7,0,1135,0,0,0,0,0,0,0,0,0,0,1.28
2614,1,0,0,0,0,0,1,0,0,0,1,0,83.1,0,1059,0,0,0,0,0,0,0,0,0,0,1.09
2614,1,0,0,0,0,0,1,0,0,0,1,0,109.4,0,1091,0,0,0,0,0,0,0,0,0,0,2.77
2614,1,0,0,0,0,0,1,0,0,0,1,0,40.4,0,1052,0,0,0,0,0,0,0,0,0,0,0.91
2614,3,0,0,0,0,1,1,0,0,1,0,0,10.803,6.97,146.344,0,0,0.015,0,0,0,0,0,0,0,14.117
2614,3,0,0,0,0,1,1,0,0,1,0,0,47.621,7.07,826.649,0,0,0.708,0,0,0,0,0,0,0,83.581
2614,3,0,0,0,0,1,1,0,0,1,0,0,98.185,6.98,1601.059,0,0,7.802,0,0,0,0,0,0,0,79.887
2614,3,0,0,0,0,1,1,0,0,1,0,0,76.758,6.982580645,1334.729,0,0,0.724,0,0,0,0,0,0,0,65.975
2614,3,0,0,0,0,1,1,0,0,1,0,0,93.721,7.506,1639.335,0,0,5.264,0,0,0,0,0,0,0,15.057
2614,3,0,0,0,0,1,1,0,0,1,0,0,149.736,8.576774194,1549.974,0,0,0.664,0,0,0,0,0,0,0,63.606
2614,3,0,0,0,0,1,1,0,0,1,0,0,285.065,8.081666667,2478.753,0,0,2.444,0,0,0,0,0,0,0,127.939
2614,3,0,0,0,0,1,1,0,0,1,0,0,134.4,7.531612903,2157.236,0,0,2.139,0,0,0,0,0,0,0,99.527
2614,2,0,1,1,0,0,0,0,0,0,1,1,0,0,407885.46,0,0,0,0,0,0,0,0,0,0,6760.6383
2614,2,0,1,1,0,0,0,0,0,0,1,1,0,0,454534.64,0,0,0,0,0,0,0,0,0,0,3253.3059
2614,2,0,1,1,0,0,0,0,0,0,1,1,0,0,516477.03,0,0,0,0,0,0,0,0,0,0,4184.5284
2614,2,0,1,1,0,0,0,0,0,0,1,1,0,0,477036.53,0,0,0,0,0,0,0,0,0,0,3932.2064
2614,2,0,1,1,0,0,0,0,0,0,1,1,0,0,459024.78,0,0,0,0,0,0,0,0,0,0,4445.9109
2614,2,0,1,1,0,0,0,0,0,0,1,1,0,0,436701.76,0,0,0,0,0,0,0,0,0,0,3610.3921
2614,2,0,1,1,0,0,0,0,0,0,1,1,0,0,405505.63,0,0,0,0,0,0,0,0,0,0,3774.4767
2614,2,0,1,1,0,0,0,0,0,0,1,1,0,0,438014.66,0,0,0,0,0,0,0,0,0,0,3824.4599
2614,2,0,1,1,0,0,0,0,0,0,1,1,0,0,370217.9,0,0,0,0,0,0,0,0,0,0,3480.388
2614,2,0,1,1,0,0,0,0,0,0,1,1,0,0,373172.02,0,0,0,0,0,0,0,0,0,0,3812.6361
2614,2,0,1,1,0,0,0,0,0,0,1,1,0,0,353357.79,0,0,0,0,0,0,0,0,0,0,3477.9727
2614,2,0,1,1,0,0,0,0,0,0,1,1,0,0,380861.95,0,0,0,0,0,0,0,0,0,0,3961.1056
2614,5,0,0,0,0,0,1,1,0,0,0,0,379.07,0,4109.88,0,0,0.81,0,0,0,0,0,0,0,11.597
2614,5,0,0,0,0,0,1,1,0,0,0,0,166.1,0,4309,0,0,0.34,0,0,0,0,0,0,0,40.295
2614,5,0,0,0,0,0,1,1,0,0,0,0,443.16,0,6185.49,0,0,32.98,0,0,0,0,0,0,0,7.14
2614,5,0,0,0,0,0,1,1,0,0,0,0,407.85,0,5913.41,0,0,74.53,0,0,0,0,0,0,0,36.866
2614,5,0,0,0,0,0,1,1,0,0,0,0,618.65,0,5556.63,0,0,5.12,0,0,0,0,0,0,0,41.312
2614,5,0,0,0,0,0,1,1,0,0,0,0,555.35,0,4914.86,0,0,7.45,0,0,0,0,0,0,0,9.05
2614,5,0,0,0,0,0,1,1,0,0,0,0,249.37,0,4788.41,0,0,0.54,0,0,0,0,0,0,0,13.508
2614,5,0,0,0,0,0,1,1,0,0,0,0,291.01,0,4278.71,0,0,1.33,0,0,0,0,0,0,0,6.802
2614,5,0,0,0,0,0,1,1,0,0,0,0,433.02,0,2715.8,0,0,1.1,0,0,0,0,0,0,0,9.243
2614,5,0,0,0,0,0,1,1,0,0,0,0,470.47,0,2551.13,0,0,0.5,0,0,0,0,0,0,0,95.659
2614,5,0,0,0,0,0,1,1,0,0,0,0,504.01,6.18,3156.33,0,0,0.87,0,0,0,0,0,0,0,35.756
2614,5,0,0,0,0,0,1,1,0,0,0,0,459.5651,6.968793103,3456.67,0,0,2.5345,0,0,0,0,0,0,0,7.848
2614,5,0,0,0,0,0,1,1,0,0,0,0,377.309,6.789,3492,0,0,3.6229,0,0,0,0,0,0,0,33.076
2614,5,0,0,0,0,0,1,1,0,0,0,0,454.6912,4.810789286,3795.13,0,0,1.1411,0,0,0,0,0,0,0,15.532
2614,5,0,0,0,0,0,1,1,0,0,0,0,615.432,5.408387097,4123.93,0,0,5.1046,0,0,0,0,0,0,0,9.759
2614,5,0,0,0,0,0,1,1,0,0,0,0,425.8385,4.591153846,2635.61,0,0,2.213,0,0,0,0,0,0,0,9.878
2614,5,0,0,0,0,0,1,1,0,0,0,0,377.763,7.641290323,3650,0,0,0.689,0,0,0,0,0,0,0,8.178
2614,5,0,0,0,0,0,1,1,0,0,0,0,535.227,7.328125,4012,0,0,5.0351,0,0,0,0,0,0,0,170.556
2614,5,0,0,0,0,0,1,1,0,0,0,0,477.8958,7.678,3691,0,0,9.7601,0,0,0,0,0,0,0,48.501
2614,5,0,0,0,0,0,1,1,0,0,0,0,609.1621,6.518,3912,0,0,22.1165,0,0,0,0,0,0,0,1150.006
2614,5,0,0,0,0,0,1,1,0,0,0,0,330.9353,0,3826,0,0,25.4357,0,0,0,0,0,0,0,388.651
2614,5,0,0,0,0,0,1,1,0,0,0,0,557.908,0,3976,0,0,13.6033,0,0,0,0,0,0,0,1099.664
2614,5,0,0,0,0,0,1,1,0,0,0,0,1005.254,0,6038,0,0,7.6701,0,0,0,0,0,0,0,113.684
2614,5,0,0,0,0,0,1,1,0,0,0,0,982.859,0,5659,0,0,23.0048,0,0,0,0,0,0,0,1359.782
2614,5,0,0,0,0,0,1,1,0,0,0,0,1327.587,0,6364,0,0,58.7774,0,0,0,0,0,0,0,617.42
2614,5,0,0,0,0,0,1,1,0,0,0,0,804.1597,0,4240,0,0,4.3892,0,0,0,0,0,0,0,449.935
2614,5,0,0,0,0,0,1,1,0,0,0,0,614.019,0,3977,0,0,22.7595,0,0,0,0,0,0,0,1239.395
2614,5,0,0,0,0,0,1,1,0,0,0,0,666.524,5.43,3406,0,0,54.3853,0,0,0,0,0,0,0,563.541
2614,5,0,0,0,0,0,1,1,0,0,0,0,560.661,7.986451613,2997,0,0,4.5291,0,0,0,0,0,0,0,458.023
2614,5,0,0,0,0,0,1,1,0,0,0,0,620.686,7.89,2809,0,0,7.4556,0,0,0,0,0,0,0,557.344
2614,5,0,0,0,0,0,1,1,0,0,0,0,461.896,7.832580645,3060,11.9166,2.3521,4.7008,0,0,0,0,0,0,0,279.732
2614,1,0,0,0,0,1,0,0,0,0,1,1,0.024,7.212857143,2.823,0,0,0.001,0,0,0,0,0,0,0,4.79
2614,1,0,0,0,0,1,0,0,0,0,1,1,0.176,6.526436467,8.814,0,0,0,0,0,0,0,0,0,0,3.89
2614,1,0,0,0,0,1,0,0,0,0,1,1,0.156,6.510040258,7.579,0,0,0,0,0,0,0,0,0,0,18.14
2614,1,0,0,0,0,1,0,0,0,0,1,1,0.08,6.528709677,5.486,0,0,0.001,0,0,0,0,0,0,0,1.835
2614,1,0,0,0,0,1,0,0,0,0,1,1,0.129,6.477419355,14.522,0,0,0.012,0,0,0,0,0,0,0,28.92
2614,1,0,0,0,0,1,0,0,0,0,1,1,0.054,6.468666667,8.096,0,0,0,0,0,0,0,0,0,0,3.375
2614,1,0,0,0,0,1,0,0,0,0,1,1,0.281,6.468387097,33.065,0,0,0.015,0,0,0,0,0,0,0,2.8
2614,1,0,0,0,0,1,0,0,0,0,1,1,0.08,6.743870968,6.229,0,0,0.002,0,0,0,0,0,0,0,8.03
2614,1,0,0,0,0,1,0,0,0,0,1,1,0.027,6.528333333,1.906,0,0,0,0,0,0,0,0,0,0,3.65
2614,1,0,0,0,0,1,0,0,0,0,1,1,0.016,6.621333333,2.302,0,0,0.002,0,0,0,0,0,0,0,2.86
2614,1,0,0,0,0,1,0,0,0,0,1,1,0.025,6.651290323,1.992,0,0,0,0,0,0,0,0,0,0,2.59
2614,2,0,0,0,0,0,0,1,1,0,0,0,75.0067,7.036666667,662,0,0,11.065,0,0,0,0,0,0,0,246.6493
2614,2,0,0,0,0,0,0,1,1,0,0,0,21.688,7.078064516,371,0,0,2.961,0,0,0,0,0,0,0,303.9428
2614,2,0,0,0,0,0,0,1,1,0,0,0,46.98,7.405666667,564,0,0,7.517,0,0,0,0,0,0,0,330.8463
