"","staff","process_1","process_2","process_3","process_4","process_5","process_6","process_7","process_8","process_9","process_10","process_11","COD","pH","water","N","P","NH3N","HWsum"
"760","3","0","0","0","0","0","1","1","0","1","1","0",1297.8219,7.159354839,7060.9,45.61715433,2.324390033,1.3634,62.68
"751","3","0","0","0","0","0","1","1","0","1","1","0",1431.7514,7.135666667,7244.49,46.80324299,2.384826346,2.9007,27.62
"1759","3","0","0","0","0","0","1","1","0","0","0","0",1402.41,7.526290322,4649.9,30.04081717,1.530708722,8.71908146,96.64
"537","3","0","0","0","0","1","1","1","0","1","1","1",1131.253,7.356666667,10659.3,68.8647245,2.117489,20.81639483,57.442
"1012","3","0","0","0","0","1","1","1","0","0","0","0",451.103385,7.775,2336,15.09179744,0.76899193,4.338359,44.146
"2289","5","0","0","0","0","0","1","1","0","0","0","0",433.02,6.968793103,2715.8,17.54550663,0.894018957,1.1,9.243
"907","3","0","0","0","0","1","0","1","0","1","0","0",91.828,8.447612903,2062.609,3.342310437,0.148258496,0.522962381,11.12
"759","3","0","0","0","0","0","1","1","0","1","1","0",777.5087,7.018666667,5958.38,38.4942911,1.961449544,5.2977,50.66
"2290","5","0","0","0","0","0","1","1","0","0","0","0",379.07,6.968793103,4109.88,26.55200191,1.352938592,0.81,11.597
"1629","2","0","0","0","0","0","1","0","0","0","0","0",30.95,7.119363516,311.47,2.012261193,0.1,4.76,0.505
"1751","3","0","0","0","0","0","1","1","0","0","0","0",150.18,7.302580645,6399.9,41.34674419,2.106794286,20.32,69.45
"1292","3","0","0","0","0","0","1","0","0","1","0","1",395.2,7.218666667,2653.49,17.14295102,0.64,5.181962747,177.281
"1277","1","0","0","0","0","1","1","1","0","0","0","0",92.1837314,7.564535843,1143.769,7.389353623,0.37651932,2.233650155,38.8
"289","1","0","0","0","0","1","1","0","0","0","1","0",0.206795,7.335806452,1.76914,0.011429582,0.000582386,0.00232,1.448
"1086","2","0","0","0","0","0","1","1","0","0","0","0",356.299,7.103,1789,11.55788768,0.588924042,3.493712565,9.35
"406","2","0","0","0","0","1","0","0","0","0","0","0",1146.475,7.436,4661.7,30.11705142,1.534593184,9.103767392,65.057
"401","2","0","0","0","0","1","0","0","0","0","0","0",963.402,7.463333333,3617.99,23.37413194,1.191012462,7.06552103,44.904
"1894","2","0","0","0","0","1","1","1","0","0","0","1",1.6114,7.564535843,5,0.032302649,0.001645959,0.009764429,56.052
"769","1","0","0","0","0","1","0","1","0","1","0","0",44.781,7.06,364.375,2.354055519,0.119949244,6.012,4.736
"508","4","0","0","0","0","1","0","1","0","0","0","0",691.705,7.350967742,5483.412,35.42574622,1.805093996,32.69432963,153.19
"1174","2","0","0","0","0","1","0","1","0","0","1","0",667.963,7.15,1934.644,12.49882507,0.636868845,11.969,73.291
"1530","4","0","0","0","0","0","0","1","0","0","1","0",4.3915,7.564535843,509.5393,3.291893794,0.167736134,0.995072026,1.4912
"11","1","0","0","0","0","0","1","0","0","1","0","0",0.8556,8.446666667,40,0.258421189,0.01316767,0.07821,0.8266
"2010","3","0","0","0","0","0","0","1","0","0","0","0",344.032,6.82483871,5842.965,37.74864906,4.569,8.958,13.8345
"1331","3","0","0","0","0","1","1","0","0","0","0","0",48.72,7.39483871,7410,47.87252526,0.048322774,2.64,118.047
"2195","3","0","0","0","0","1","1","1","0","0","0","0",186.486709,7.389,2742,17.71477251,0.902643781,3.391796,124.206
"1414","3","0","0","0","0","0","0","1","0","0","1","0",658.3551,6.933225806,4393.6361,28.38521662,1.44634876,63.0082,0.318
"1338","3","0","0","0","0","0","0","1","0","0","0","0",6.844,7.034935226,261.746,3.112,0.132,1.954,0.474
"352","3","0","0","0","0","1","1","0","0","0","0","0",188.06335,6.980645161,925.23656,5.977518298,0.180614058,1.806881272,18.92
"1068","3","0","0","0","0","1","1","1","0","0","0","0",1548.41,7.351071429,6288.27,40.62555525,2.07004661,178.47,1.76
"246","3","0","0","0","0","0","0","1","0","0","1","0",403.38,8.132258065,1853.76,11.97627158,1.631,13.24,25.18
"6","1","0","0","0","0","0","1","0","0","1","0","0",0.5099,7.95,12,0.077526357,0.003950301,0.1518,0.5135
"535","3","0","0","0","0","1","1","1","0","1","1","1",36321.19,6.72516129,111255.14,718.767139,13.88,217.2685749,49.921
"320","2","0","0","0","0","0","1","1","0","0","0","0",631.195,7.659677419,2100.353,13.56939299,0.691418881,4.101749395,11.891
"790","3","0","0","0","0","1","0","0","0","1","1","0",2840.446,7.442903226,51014.879,1072.612837,3.651077875,448.53,19.36
"997","2","0","0","0","0","1","1","1","0","0","0","0",53.733981,7.706129032,159.920692,1.033172384,0.052644573,0.312306837,33.098
"2276","2","0","0","0","0","1","1","1","1","0","1","0",355.49,7.356666667,1566.12,8.2812,0.29101,0.125574,40.903
"110","3","0","0","0","0","1","1","1","0","1","1","0",256.826712,7.123225806,1548,10.00090001,0.50958883,3.023067105,0.045
"1764","2","0","0","0","0","1","1","0","0","0","1","0",106.657,7.282903226,1462.525,9.448686236,0.481451165,1.484,0.0475
"2052","4","0","0","0","0","1","1","1","1","0","0","0",577.403994,6.826206897,18691,120.7537611,0.237670885,2.059534,18.28
"26","4","0","0","0","0","1","0","0","0","0","1","0",20,7.676666667,1144.8,7.396014429,0.376858716,2.23566358,14.48
"312","2","0","0","0","0","0","1","1","0","0","0","0",694.477058,7.677142857,2625.550154,16.96244481,0.864309452,5.12739942,5.516
"286","2","0","0","0","0","0","0","1","0","0","0","0",723.190583,7.496666667,3680.160094,23.77578368,1.211478344,7.18693212,0.095
"996","2","0","0","0","0","1","1","1","0","0","0","0",48.52872,7.89483871,123.613681,0.798609861,0.040692604,0.241403393,32.759
"18","1","0","0","0","0","0","1","0","0","1","0","0",4.402864,7.815714286,126.00163,0.814037276,0.041478697,0.414808,2.347
"1081","3","0","0","0","0","1","1","1","0","0","0","0",791.88,6.668709677,6189.07,39.9846707,2.037390789,55.77,23.137
"211","4","0","0","0","0","1","0","0","0","0","0","0",859.74,9.531576087,6744.85,43.57530392,0.538834,5.424277867,109.378
"1943","3","0","0","0","0","1","1","1","0","0","0","0",3246.83,7.557333333,21838.661,141.0893185,7.189107048,69.399,34.502
"796","3","0","0","0","0","1","0","0","0","1","1","0",2135.323,7.016333333,48648.796,1022.864783,3.481739959,228.545,22.809
"209","4","0","0","0","0","1","0","0","0","0","0","0",664.57,9.531576087,6176.1,39.90087763,4.926685,4.966883257,42.057
"674","2","0","0","0","0","1","0","0","0","0","0","0",5.5777,8.144193548,230,1.485921837,0.075714103,0.042303,4.04
"1093","2","0","0","0","0","0","1","1","0","0","0","0",78.36712,7.302,1690.37,10.92068563,0.55645586,3.301099446,22.238
"1786","2","0","0","0","0","1","1","0","0","0","0","0",492.714,7.457666667,1243.1,8.031084501,0.409218265,2.427632247,8.643
"1267","4","0","0","0","0","1","0","1","0","0","0","0",318.823,7.241639785,6892.339,256.230712,6.948,3.926,12.487
"2333","2","0","0","0","0","1","0","1","0","0","0","0",15397.0036,7.683548387,24038.2072,155.2995521,7.913179513,46.94387174,73.5762
"1016","3","0","0","0","0","1","1","1","0","0","0","0",353.037319,7.745806452,2732,17.65016721,0.899351863,1.482208,52.459
"497","3","0","0","0","0","1","1","1","0","1","1","0",879.86,7.899677419,13847.26,89.46063484,4.558403762,20.43,0.6511
"1303","2","0","0","0","0","0","1","0","0","0","0","0",15.73081688,7.564535843,195.18,1.260966192,0.064251646,0.381164236,12.135
"1","4","0","0","0","0","0","0","0","1","0","1","1",3242.62146565314,7.94588858105933,23254.5332724778,150.236603449349,7.65520052070479,8.93388120148331,550.783062268084
"2","3","0","0","0","0","1","1","1","0","0","0","0",31.8553752334057,7.564535843,1799.19150789532,11.7788485578634,0.383892346556298,2.2192822497657,513.432719208452
"3","4","0","0","0","0","0","1","1","0","0","1","0",14848.2211413226,8.13838169147662,230443.6849326,723.81984432162,16.1786297722191,44.6819700170367,298.949418625396
"4","4","0","0","0","0","1","1","0","1","0","0","0",1887.30759927975,8.00082192100127,26705.9464180655,172.534560631223,8.79137725610514,52.1536615796715,1088.25955639411
"589","4","0","0","0","0","1","1","0","1","0","0","0",3118.18495574726,8.11552829455125,26908.7732152593,173.844929259721,8.8581461647892,52.5497591336891,985.916270789214
"656","3","0","0","0","0","1","1","1","1","0","0","0",42.5863187867403,7.45341520231408,2223.70607736833,14.3663192115072,0.732025696747932,4.34264385888551,323.936862126317
"713","3","0","0","0","0","0","1","0","0","1","0","0",52.6890000766254,7.39651263325727,1239.80599774979,8.00980350139427,0.53177434244469,0.635140533633646,1655.17074679286
"812","3","0","0","0","0","1","1","0","0","0","0","0",44.5798137366027,7.564535843,480.934854056537,3.10709392014394,0.158319786535988,11.0422086304571,223.044717065969
"911","4","0","0","0","0","1","1","0","0","0","0","0",1042.13313514962,7.55978082870902,48805.0816530336,75.7114226805687,6.45715338265759,2.83751002029544,294.093034025679
"1010","3","0","0","0","0","0","1","0","0","1","1","0",246.063773709226,7.78697848993566,3959.78617433771,25.5823162813354,1.3035289433403,5.65253983376734,259.806034949371
"1110","5","0","0","0","0","1","1","1","1","1","1","0",13842.974985711,7.60180248038235,205033.542911046,1324.62529866644,67.4953509472798,310.199169465304,2588.79883231923
"12","5","0","0","0","0","1","1","1","1","1","1","0",18408.6040387515,7.65218646789079,226003.043778041,1460.0993822942,74.398337649992,607.480844163839,2147.51293278117
"13","5","0","0","0","0","1","1","1","1","1","1","0",17059.9994363976,7.75449599002443,236211.459734082,1526.05115683916,77.7588639741163,169.279027147465,2460.65242037003
"1415","5","0","0","0","0","0","0","1","0","0","1","0",2806.71226561469,7.564535843,34824.2627305647,224.983184555002,11.4638600199569,68.0078056331045,341.716782696713
"15","3","0","0","0","0","1","1","1","1","0","1","1",272.971430675173,7.34783312537031,8128.30520807483,52.5131574103206,2.67577102176953,1.41502943517501,1831.94674116583
"16","3","0","0","0","0","1","1","1","0","0","1","0",239.780409180373,7.20481250708914,3053.08315071449,19.7245344485254,1.00504978731505,10.1515485833585,275.907783057497
"1714","4","0","0","0","0","1","1","0","0","0","0","0",102.392077374132,7.10796992810224,4041.59861377726,26.1108679805965,1.3304609237819,32.2004050218151,283.940795355358
"1810","4","0","0","0","0","0","1","1","0","1","1","1",11987.8195565888,7.66194940573389,49149.5124412218,317.531886105351,16.1796140509272,95.9833813226282,714.095584783694
"19","4","0","0","0","0","0","0","0","1","0","1","1",3204.02163808749,7.9008276186741,13452.1221001328,86.9078346877385,4.42832762522653,7.95192446416062,677.226443510396
"20","4","0","0","0","0","1","0","1","0","0","0","0",1899.41912840649,8.44495964010635,36963.880252376,238.806247150201,1.05569145572949,14.4996113173532,1581.73262776814
"2110","4","0","0","0","0","0","0","1","0","0","0","0",331.073947606461,7.564535843,6653.83087051543,42.9872721245113,2.1903862331097,12.994171334892,657.656565058067
"2218","4","0","0","0","0","1","1","1","1","1","0","0",10539.3724552949,6.95343655223671,44608.6097031187,288.195249003392,14.684786327151,188.955228043222,2205.28801011431
"2311","5","0","0","0","0","1","1","0","1","0","1","0",169.067451817616,7.300212766,10838.370554592,128.194300252466,10.9460171196992,18.5749600272924,1393.02413183084
"2417","5","0","0","0","0","1","1","1","0","0","0","0",3484.70547557444,7.564535843,26202.9181960004,169.284731867342,8.62578451517554,51.1713049439286,1128.15979401699
"2510","4","0","0","0","0","1","1","0","0","0","0","0",419.859944134618,7.45943425407902,15556.5171442479,100.503341445598,5.12107711408864,19.8677113769073,1327.54722702551
"2610","5","0","0","0","0","1","1","0","1","0","1","0",3365.2506254005,7.86380553498367,28225.630335711,360.579463287867,16.5396657309211,6.88561932871488,1478.23031473329
"2710","4","0","0","0","0","0","0","0","1","0","1","1",1691.10694558377,8.10959643892306,22754.4315587836,147.005681501919,7.49057116190155,1.26537542361766,610.264796787249
"2810","5","0","0","0","0","1","1","1","0","0","0","0",3460.30211355254,7.564535843,29810.3521445862,192.590666120455,9.81332201210996,58.2162112116521,1201.90610697042
"2910","4","0","0","0","0","1","0","1","1","0","0","0",6427.8738155847,7.564535843,27112.1504674079,175.15885403379,8.92509627838914,85.4530653447234,842.654515578415
"3010","3","0","0","0","0","1","1","1","0","0","0","0",54.9448250772531,7.213293011,3073.2982428309,19.8551346513312,1.01170442896121,7.47423004169159,1491.72478770322
"31","4","0","0","0","0","1","0","1","0","0","0","0",4488.75587861365,8.15675220534174,78972.6513501364,510.205161504361,0.867583946647078,70.3491809298583,1406.18605050567
"32","3","0","0","0","0","0","1","0","0","1","0","0",37.6479370482206,7.57086434704693,1350.94339786796,8.727809978911,0.356467174798668,0.181711108839469,1305.68278420067
"33","5","0","0","0","0","1","1","0","1","0","1","0",1006.99119898885,7.68835022841194,26181.0327239228,233.33594023576,71.9303013183104,105.131710324486,2751.14357750718
"3410","3","0","0","0","0","1","1","1","0","0","0","0",32.1924216744625,7.564535843,2534.63717848218,4.43140257417434,0.130353639003122,1.0067439349948,380.941207239347
"35","4","0","0","0","0","1","0","0","0","0","1","1",666.230044652973,7.56106820380341,7042.62359085084,45.4990790474541,2.16863344815401,60.7454342170875,353.842864756
"36","4","0","0","0","0","0","1","1","0","0","1","0",17660.3202915689,7.70776999251651,249140.179205802,934.397880763358,30.2081714086975,63.162769116679,1296.48174251211
"3710","4","0","0","0","0","1","0","1","0","0","0","0",518.565731353862,7.57250245300221,11503.0641329352,74.3158877590487,3.78671382067373,52.1914407596271,299.773227913009
"3810","4","0","0","0","0","1","0","1","0","0","0","0",3145.42609000997,8.37349177209401,29108.0365186592,188.05333513941,0.831327913868882,54.8987570094404,1210.22650273497
"39","5","0","0","0","0","0","0","1","0","0","1","0",3287.10430406003,7.564535843,40784.7235730865,263.490918945169,13.4259945545382,79.6479045312954,661.150446897064
"4010","4","0","0","0","0","1","0","1","0","0","0","0",2347.9016666655,7.46215708774862,34538.3790428866,223.136224439491,11.3697494664575,241.90418344694,351.356994397073
"4110","3","0","0","0","0","0","1","0","0","1","1","0",482.792643279846,8.06567277622278,5082.02464130691,32.8325712571439,1.67296058845428,1.12068227239535,243.818750192649
"4210","5","0","0","0","0","0","0","1","0","0","1","0",3106.87192495027,7.564535843,38548.4915916242,249.043675788217,12.6898454362077,75.2807990146652,553.874620388561
"4310","5","0","0","0","0","1","1","1","1","1","1","0",11372.5896339335,7.83633492123561,197030.399032027,1272.92074986528,64.8607820049886,137.297338739472,1953.16999498588
"4410","4","0","0","0","0","1","1","1","1","1","0","0",6539.27911227697,6.92446485545498,43799.3328129948,282.96689154886,14.4183790497486,74.0062378336178,3433.60220526113
"4510","4","0","0","0","0","1","0","1","0","0","0","0",1577.32100529686,7.60318971685682,31813.3366937374,205.531007331898,10.4726880038119,429.35015513435,332.547341515526
"46","3","0","0","0","0","0","1","0","0","1","0","0",50.8853585577893,7.45664478950077,1559.7102724982,10.0765545803272,1.0847033344502,0.351943445546309,2766.07563390673
"4710","3","0","0","0","0","1","1","1","0","0","0","0",16.7727914154468,8.39525778138277,343.104004658295,2.21663362037348,0.112947008186231,3.19010071420599,320.974953228659
"4810","2","0","0","0","0","0","0","1","1","0","0","0",48.7458301382011,7.38257571320162,629.080746870954,4.06419486445845,0.207088192159708,6.84778044657444,287.551044811675
"49","4","0","0","0","0","0","1","1","0","1","1","1",5940.17758995647,7.51469287025122,33050.6721303977,213.52484972552,10.880008620429,64.5441858599946,851.532788245589
"5010","4","0","0","0","0","1","0","0","0","0","0","0",483.277549596761,7.564535843,1374.34088569607,8.87897014402891,0.452421682075787,2.68393069920574,238.432983822475
"51","3","0","0","0","0","1","1","1","0","0","0","0",117.463989382144,7.213293011,3513.87634229753,22.7015025598322,1.15673910500954,8.54571149450123,723.438090143055
"52","5","0","0","0","0","1","1","1","1","1","1","0",15805.0795844631,7.6223969260452,187473.036275305,1211.17512391426,61.7145770256569,348.346983445195,2035.01134000896
"53","3","0","0","0","0","1","0","0","0","0","0","0",186.6527350794,7.564535843,1370.05969397305,8.85131137761728,0.451012348768216,2.67557002140926,450.538668751329
"54","3","0","0","0","0","1","1","1","0","0","1","0",188.751390962489,7.21972146467691,2286.70121492538,14.7733011725273,0.752763176310214,5.78738401177339,358.140947027557
"5510","4","0","0","0","0","1","1","0","0","0","0","0",59.5599246256379,7.09464987807841,2301.19250236562,14.8669225665041,0.757533588947349,19.947075641253,267.344236231088
"56","3","0","0","0","0","0","1","0","0","1","0","0",66.7668851682612,7.29698958547788,1249.17383422407,8.07032468727606,0.703427839759171,0.636176622706754,1878.22126787239
"5710","4","0","0","0","0","1","1","1","1","0","0","0",553.895337179589,7.295666667,10374.5225665192,67.0249114262419,3.41520724627561,29.1418499642648,234.395384296955
"5810","5","0","0","0","0","1","1","1","0","0","0","0",5821.76363235347,7.564535843,32106.6640794519,207.42605768321,10.5692489586856,62.70064601115,1147.88577687269
"593","4","0","0","0","0","1","1","1","0","1","0","0",536.560539286263,7.68491645766045,16573.1102420054,86.029767473383,0.611272652149025,16.5386386015185,485.915149031483
"60","4","0","0","0","0","1","1","0","0","0","0","0",252.732307911133,7.7221480174039,2637.07202019042,17.0368821722015,0.868102355096031,5.15914761413424,353.39193281007
"6110","3","0","0","0","0","1","1","1","0","0","0","0",15.7771412587911,7.564535843,2316.74722919887,6.0055634621894,0.407041525378823,1.16552210909221,474.235768061559
"62","3","0","0","0","0","1","1","0","0","0","0","1",238.124682841434,7.564535843,5646.57488889743,15.6287704752132,0.190521118862322,1.75469970515533,1382.86972826778
"63","4","0","0","0","0","1","0","0","0","0","1","1",533.703479786346,7.18996111843427,7215.52831474256,46.6161351594822,2.22187595987169,30.2479301037097,278.370565319543
"64","4","0","0","0","0","1","1","1","0","1","0","0",63.912797570694,7.59980823486736,1686.5201757153,3.45448917151647,0.0648484494050462,0.45358246256215,898.685647580531
"65","4","0","0","0","0","1","0","1","0","0","0","0",1332.17010756039,8.32458749643345,26545.2017387766,171.496064872994,0.758133141589485,23.2411529683975,1275.35903423115
"66","2","0","0","0","0","0","0","1","1","0","0","0",48.0374701383803,7.349607527,532.282787083182,3.4388287684435,0.175223102885228,9.68916023392975,221.247183833487
"67","4","0","0","0","0","0","1","1","0","0","1","0",11138.1624344382,8.38434602122267,200582.922184119,621.11147564749,29.8001130525288,129.801489332387,1314.81144669062
"68","4","0","0","0","0","1","1","1","1","0","0","0",1777.87686326554,7.295666667,18409.5268515944,118.935295422091,6.0602643744891,54.5640772898244,231.890595085397
"69","3","0","0","0","0","1","0","0","0","0","0","0",154.987079562284,7.564535843,1842.64867185568,11.9044865198143,0.606584742462708,3.59848229080324,348.570880159705
"70","4","0","0","0","0","0","1","1","0","1","1","1",11564.6855843915,7.45217629544628,42420.0036160487,274.055694318134,13.964315256303,82.8414195857528,877.829099503923
"71","3","0","0","0","0","1","1","1","0","0","0","0",514.500686007844,7.213293011,3332.74116230872,21.53127334277,1.09711089813397,8.10519258059369,373.884853526191
"72","4","0","0","0","0","1","1","0","0","0","0","0",177.419234763971,7.24995321307634,3497.907814624,22.5983374098692,1.15148239710637,63.9127183130104,276.869619240165
"73","4","0","0","0","0","1","1","0","0","0","0","0",483.039862410193,8.05321767492736,16882.6087226567,13.5667622081039,0.653175289653644,1.7759235399574,282.876160223216
"74","5","0","0","0","0","1","1","0","0","0","1","0",6945.90845427414,8.42478481668805,83680.1568700927,540.618140827037,185.604210747052,306.913461914789,1735.02337642032
"75","4","0","0","0","0","1","1","0","1","0","0","0",1834.66723142507,7.95523853985349,19567.8915697151,126.418945133219,6.44158848396345,38.2138561515182,868.70536814302
"76","4","0","0","0","0","1","1","1","1","0","0","0",1164.76357319695,7.02540733043555,18194.5385977635,117.546357446762,2.45192090732323,24.2972749833353,190.770234975874
"77","5","0","0","0","0","1","1","1","1","1","1","0",12246.8467387087,7.78467442390999,266146.71325136,1719.44875184009,87.6133024873428,733.477656601885,2216.59003222459
"78","4","0","0","0","0","0","0","1","0","0","0","0",799.212817778132,7.564535843,8232.67497339146,53.1874413833439,2.71012868769929,16.0774734472107,788.228980043912
"79","3","0","0","0","0","1","1","1","0","1","1","0",738.956949457186,6.90975160754047,5851.04857816452,37.8008732639792,1.92611692510924,8.61145995471833,329.940334041063
"80","3","0","0","0","0","0","1","0","0","1","0","0",35.9822258466813,7.39841245157444,1297.79145148676,8.38442024872706,0.532160018344096,0.496511261478886,1366.58813327725
"81","4","0","0","0","0","0","1","1","0","1","1","1",5130.65382450213,7.7523818899178,42719.4124834192,275.990034208322,14.0628781828838,83.4261308917653,793.792114528641
"82","5","0","0","0","0","1","1","1","0","0","0","0",2006.12553798067,7.564535843,8361.50083479658,54.0197246882789,2.75253709893315,16.3290556330062,591.925649966526
"83","4","0","0","0","0","1","1","1","0","1","0","0",164.070182324585,7.81330341027291,8125.05674340855,26.3249231884813,0.273822442397522,7.36378887461674,405.583756869729
"84","4","0","0","0","0","1","1","1","1","1","1","1",2347.28351584338,7.77959579490799,60517.7394097303,390.976654373545,19.9219405845518,11.1084860398639,1244.30922986945
"85","5","0","0","0","0","1","1","1","1","1","1","0",11094.0394394755,7.84423364826281,206066.939512679,1331.30158793509,67.8355365832659,582.17623074457,1644.3261112264
"86","3","0","0","0","0","1","1","1","0","1","1","0",552.996215549868,6.8958533706627,3152.74374132627,20.3683946579239,1.03785723200098,6.15694825157835,620.815119431849
"87","3","0","0","0","0","1","1","1","0","0","0","0",72.473406899622,8.23647074034217,1190.18411731375,7.68921986844381,0.391798792856892,9.3831204201319,436.168596188926
"88","3","0","0","0","0","0","1","0","0","1","0","0",36.9567897663077,7.7213205342743,1212.08484508051,7.830710170983,1.19552024845095,0.105980631909344,1726.21822345142
"893","5","0","0","0","0","1","1","1","1","1","1","0",13412.8221638846,7.77489736191648,201923.585306401,1304.53332520861,66.471578562392,475.232140857132,1822.07865547843
"901","3","0","0","0","0","1","1","1","0","0","1","0",421.355399470311,7.2372188650558,3586.74429196797,23.1722681153016,1.1807266326658,10.0998753480799,359.445654956305
"914","3","0","0","0","0","1","1","1","1","0","1","1",1610.10367554161,7.2415774900348,12717.8137398486,82.1638137055084,4.18659937078064,1.51967985497764,767.830616393128
"92","3","0","0","0","0","1","1","1","1","0","0","0",79.2447459138185,7.32165325746161,4010.4032871541,25.9093296483771,1.32019167889097,7.83185933795105,194.849097900137
"9310","4","0","0","0","0","0","1","1","0","1","1","1",5667.84037893313,7.5552006584784,35392.0847098969,228.651615322462,11.6507823247596,69.116697068192,827.046959274933
"94","4","0","0","0","0","1","0","1","0","0","0","0",387.162936064322,7.40425362197734,11008.7193117545,71.1221583500744,3.62397958391416,36.1516548637068,344.214598394135
"95","5","0","0","0","0","1","1","0","1","0","1","0",1432.2596699224,7.15623257341858,33547.6323287569,293.244478110098,29.8198981849824,111.51881159138,2063.84532690558
"96","3","0","0","0","0","1","1","1","0","0","1","0",206.070379735995,7.24493081111162,2445.05248630822,15.7963342673982,0.804891108794481,6.93858429783955,337.601760885311
"97","4","0","0","0","0","1","1","1","1","1","0","0",4420.38265180392,7.151422486599,37147.1534847024,239.990289242755,12.2285364895718,88.5342241977126,2958.97208006251
"98","4","0","0","0","0","1","1","1","1","1","1","1",962.718725408827,7.03769141249019,8158.03758044708,52.7052442849,2.6855586737149,9.10240372177213,579.802084961934
"99","3","0","0","0","0","1","1","1","0","0","0","0",121.15930942624,7.44794869698318,1761.85752217613,11.3825328950592,0.579988962217694,5.44072844177391,503.730366207031
"100","4","0","0","0","0","1","1","1","1","1","1","1",1938.52655678245,7.30323160317426,8906.87126750653,57.5431065772076,2.93206854620287,16.0088258857264,1907.42016651088
"101","4","0","0","0","0","1","1","1","1","1","1","1",642.910670604046,7.39339657117937,6783.92194418231,43.827729373156,2.23321114146482,22.792604247137,388.843005112241
"102","5","0","0","0","0","1","1","0","0","0","1","0",6456.1042407567,8.17352209476678,78348.5249405934,506.172974255578,275.569694067803,758.671595680839,1629.86253120884
"103","3","0","0","0","0","1","1","1","1","0","1","1",221.752784936419,8.29145554805845,8631.19582717383,55.762097204532,2.84131846515168,1.37160022516828,726.37860988366
"104","5","0","0","0","0","1","1","0","1","0","1","0",4990.07252687755,7.20228157375712,33054.0683540592,346.090374888505,58.7319396449776,8.65726453007967,2379.08244979192
"105","3","0","0","0","0","1","1","1","0","0","1","0",120.009815635113,7.18346134932352,2695.76317863657,17.4160581471851,0.887423000159024,10.1590365854558,221.785439898945
"106","4","0","0","0","0","1","1","0","0","0","0","0",835.916698088494,7.69220903019838,14143.1348898476,40.0377660010421,3.12948424126402,81.1170185316107,347.465841788112
"107","4","0","0","0","0","0","1","1","0","1","1","1",11040.0617923766,7.4279433797287,40671.8496916838,262.76169393866,13.3888374040238,79.4274747392406,861.20965729252
"108","4","0","0","0","0","0","1","1","0","0","1","0",18683.9369788393,8.04897194229901,293469.656660119,496.676660006078,41.6695846875957,54.4821961665577,728.960493122217
"109","4","0","0","0","0","1","0","1","0","0","0","0",468.547669971643,7.47195712233035,6535.98988303441,42.2259569219873,2.15159395240997,38.9702265144832,480.034371490104
"1102","2","0","0","0","0","0","0","1","1","0","0","0",46.3019137788797,7.349607527,633.933538662735,4.09554646978413,0.208685691379089,6.30541705442725,224.300636078102
"111","4","0","0","0","0","1","0","1","1","0","0","0",6462.24799525066,7.564535843,24588.9473038623,158.857624960965,8.09447861184247,144.860676271944,1096.56772657272
"112","5","0","0","0","0","1","1","1","1","1","1","0",10752.6405327454,7.82637937594042,228513.713681407,1476.31964015074,75.2248294731747,375.204843167877,2025.06157823181
"113","4","0","0","0","0","1","0","1","1","0","0","0",7792.44123126824,7.564535843,23604.3710726178,152.496740985815,7.77036423791934,100.795229567793,1225.96946201163
"114","4","0","0","0","0","1","1","0","0","0","0","0",544.076522853267,7.49977572469474,20381.8384644803,131.677473241675,6.70953308734761,6.72064986385941,280.978856594543
"115","4","0","0","0","0","1","1","0","0","0","0","0",312.243344275615,7.47885650848737,11553.2866490136,74.640351818358,3.80324665872593,28.1157874949686,1964.10457402462
"116","4","0","0","0","0","1","1","0","0","0","0","0",219.024657482899,7.42009677527709,13541.9714647186,87.4883091834368,4.45790529440871,25.279770061254,295.10948350594
"117","4","0","0","0","0","1","0","0","0","0","0","0",329.696144970116,7.564535843,1138.3920730885,7.35461582665286,0.374749279570341,2.22314963096038,278.01911298318
"118","4","0","0","0","0","0","1","1","0","0","1","0",10886.9024192324,8.11411259185607,206754.491009555,789.102538487106,17.5113790047821,43.1374807711225,753.013972156262
"119","4","0","0","0","0","1","0","1","0","0","0","0",2613.47159899852,8.38823729625464,26861.6080804844,173.540217465709,0.767169733355423,74.1063374020421,1554.32102007997
"12010","4","0","0","0","0","1","0","0","0","0","0","0",396.935035358326,7.564535843,1264.79835254426,8.17126735255613,0.416361184017826,2.4700066499346,290.651585723155
"121","5","0","0","0","0","1","1","0","1","0","1","0",3190.81776475288,8.33956586513321,26171.9568283123,410.320102736491,31.0661541034007,21.0304912947472,1635.83117736563
"122","4","0","0","0","0","0","1","1","0","0","1","0",20037.5521960504,8.01896172458265,265607.146590416,616.512829518602,18.9658483406343,50.5901299565935,1306.49046782417
"123","4","0","0","0","0","0","0","1","0","0","0","0",360.198362758465,7.564535843,7069.51852278947,45.6728345595648,2.32722717932912,13.8059618141869,398.202126046149
"1249","3","0","0","0","0","1","1","1","0","0","0","0",7.25131029783253,7.213293011,205.27211232367,1.3261665829521,0.0675738856742934,0.499219687643865,1088.82487190477
"125","5","0","0","0","0","1","1","0","1","0","1","0",123.518024580625,7.300212766,10138.6422413751,119.918039392175,10.2393391093548,17.3757552746351,648.067971786232
"126","5","0","0","0","0","1","1","0","1","0","1","0",669.35185161809,7.30790257794999,21095.3049338155,133.310627311625,20.0404868734835,45.7781194492886,2818.5598147255
