industry,time,staff,process_1,process_2,process_3,process_4,process_5,process_6,process_7,process_8,process_9,process_10,process_11,COD,pH,water,N,P,Cu,Ni,Fe,NH3N,HW17,HWsum
2669,202211,1,0,0,0,0,1,0,1,0,0,0,0,9.498,7.549285714,99.279,1.541610036,0.065167435,0.000973703,0.002415937,0,0.946,0,1.546
2669,202201,1,0,0,0,0,1,0,1,0,0,0,0,3.181,7.559333333,34.652,0.538078254,0.022745817,0.000339858,0.00084325,0,0.260824683,0,2.642
2669,202108,1,0,0,0,0,1,0,1,0,0,0,0,9.386,7.559333333,109.046,1.693272576,0.071578563,0.001069495,0.002653616,0,0.820786345,0,5.667
2669,202106,1,0,0,0,0,1,0,1,0,0,0,0,12.287,7.559333333,129.657,2.013321372,0.085107768,0.001271642,0.003155181,0,0.975924794,0,7.004
2669,202111,1,0,0,0,0,0,0,0,0,1,1,1,2.23,6.7375,82,1.273300728,0.053825378,0.000804235,0.001995456,0,0.89,0,0.55
2669,202206,1,0,0,0,0,0,0,0,0,1,1,1,1.33,7.417931034,52,0.807458998,0.034133166,0.000510002,0.001265411,0,0.03,0,0.73
2669,202110,1,0,0,0,0,0,0,0,0,1,1,1,2.35,7.248,46,0.714290652,0.030194724,0.000451156,0.001119402,0,0.18,0,0.75
2669,202109,1,0,0,0,0,0,0,0,0,1,1,1,1.51,7.910869565,27,0.419257557,0.01772299,0.000264809,0.00065704,0,0.09,0,0.8
2669,202006,2,0,0,0,0,1,0,0,0,0,1,0,64.77602,7.641,516,8.012477753,0.338706036,0.005060794,0.012556771,0,1.626246596,0,8.76
2669,202011,2,0,0,0,0,1,0,0,0,0,1,0,61.829601,7.641,376,5.83854968,0.246809049,0.00368771,0.009149895,0,1.1850169,0,12.652
2669,202009,2,0,0,0,0,1,0,0,0,0,1,0,247.788339,7.641,516,8.012477753,0.338706036,0.005060794,0.012556771,0,1.626246596,0,14.32
2669,202009,1,0,0,0,0,1,0,1,0,0,0,0,33.80774,7.641,902,14.00630801,0.592079156,0.008846581,0.021950015,0,2.842779903,0,83.56
2669,202007,2,0,0,0,0,1,1,1,0,0,0,0,63.94792,6.729354839,483,7.50005185,0.317044603,0.004737138,0.011753722,0,0.246504231,0,3.64
2669,202012,2,0,0,0,0,1,1,1,0,0,0,0,36.866,6.919677419,525,8.152230272,0.344613699,0.005149063,0.012775785,0,0.267939381,0,3.84
2669,202010,2,0,0,0,0,1,1,1,0,0,0,0,63.560374,6.793870968,513,7.96589358,0.336736815,0.005031371,0.012483767,0,0.261815053,0,3.88
2669,202011,2,0,0,0,0,1,1,1,0,0,0,0,30.956821,6.825,551,8.555959771,0.361680283,0.005404065,0.01340849,0,0.28120876,0,5.5
2669,202201,1,0,0,0,0,0,1,0,0,1,1,0,42.705578,6.737741935,337,5.232955432,0.221209175,0.003305208,0.008200837,0,0.074562,0,0.944
2669,202212,2,0,0,0,0,1,0,1,0,1,1,0,861.651,7.403225806,3049.224,47.34852609,2.00153212,0.029905996,0.074202342,0,11.713,0,257.4742
2669,202111,2,0,0,0,0,1,0,1,0,1,1,0,1245.535,7.491494624,3889.052,60.3894237,2.552801137,0.03814281,0.094639412,0,12.66033035,0,415.91
2669,202109,2,0,0,0,0,1,0,1,0,1,1,0,558.705,7.491494624,1983.914,30.80633099,1.302255129,0.019457712,0.048278206,0,6.458387961,0,471.415
2669,202110,2,0,0,0,0,1,0,1,0,1,1,0,737.8948,7.491494624,2791.425,43.34540835,1.83231104,0.02737757,0.067928847,0,9.08714068,0,484.179
2669,202203,2,0,0,0,0,1,0,1,0,1,1,0,1207.068,7.491494624,3891.432,60.42638048,2.554363386,0.038166152,0.094697328,0,12.66807814,0,560.2585
2669,202202,1,0,0,0,0,0,0,0,0,1,0,0,7.563758646,7.641,90,1.397525189,0.059076634,0.000882697,0.002190135,0,0.283647662,0,0.015
2669,202201,1,0,0,0,0,0,0,0,0,1,0,0,17.98493723,7.641,214,3.323004339,0.140471108,0.002098856,0.005207653,0,0.674451108,0,0.018
2669,202210,1,0,0,0,0,0,0,0,0,1,0,0,535.7662375,7.641,6375,98.99136758,4.184594921,0.062524341,0.155134529,0,20.0917094,0,0.045
2669,202012,3,0,0,0,0,0,0,1,0,1,1,0,1.18,7.939032258,67,1.040379863,0.031181045,0.000657119,0.001630433,0,0.06301,0,1.982
2669,202005,3,0,0,0,0,0,0,1,0,1,1,0,0.16,7.9687285,10,0.155280577,0.01,9.81E-05,0.000243348,0,0.01,0,2.188
2669,202106,3,0,0,0,0,0,0,1,0,1,1,0,2.1,7.540666667,114,1.770198573,0.053054315,0.001118082,0.00277417,0,0.02697,0,3.94
2669,202201,3,0,0,0,0,0,0,1,0,1,1,0,0.041161,7.951612903,2,0.031056115,0.002802,1.96E-05,4.87E-05,0,0.00126,0,17.66
2669,202211,3,0,0,0,0,0,0,1,0,1,1,0,4.48807,7.756666667,195,3.027971244,0.049271,0.001912509,0.004745291,0,0.212177,0,669.94
2669,202012,4,0,0,0,0,0,1,0,0,1,1,0,526.64,7.85875,3205.38,49.77332546,2.104034018,0.031437533,0.078002371,0,2.39,0,4673.462
2669,202012,4,0,0,0,0,0,1,0,0,1,1,0,415.66,6.87,3286,51.02519747,2.156953555,0.032228233,0.079964245,0,1.26,0,4673.462
2669,202111,4,0,0,0,0,0,1,0,0,1,1,0,384.06,6.845757576,2293,35.60583622,1.505141357,0.022489147,0.055799761,0,38.09,0,5103.71
2669,202108,4,0,0,0,0,0,1,0,0,1,1,0,1119.09,7.040181818,7762,120.5287836,5.095031494,0.076127676,0.188886935,0,45.31,0,5794.459
2669,202112,3,0,0,0,0,1,0,1,0,1,1,0,8976.454,8.276774194,23930.584,371.5954882,15.075,0.234704941,0.582346646,0,204.581,0,34.0478
2669,202111,1,0,0,0,0,0,0,1,0,0,0,0,9.997,7.641,25,0.388201442,0.016410176,0.000245193,0.000608371,0,0.8806,0,0.2798
2669,202108,1,0,0,0,0,0,0,1,0,0,0,0,7.4074,7.641,30,0.46584173,0.019692211,0.000294232,0.000730045,0,0.9937,0,4.11
2669,202002,2,0,0,0,0,0,1,0,0,1,0,0,18.21,7.836451613,342.19,5.313546051,0.224615927,0.00335611,0.008327135,0,1.078459928,0,140.91
2669,202110,2,0,0,0,0,0,1,0,0,1,0,0,245.122,7.3575,5193.409,80.64355441,3.408990263,0.050935604,0.126380715,0,16.36775913,0,757.687
2669,202203,2,0,0,0,0,0,1,0,0,1,0,0,233.534,7.60947379,5773.863,89.65687759,3.790004358,0.056628546,0.140505963,0,18.19714157,0,765.88
2669,202001,2,0,0,0,0,0,1,0,0,1,0,0,67.76,7.836451613,1628.87,25.29318728,1.069201746,0.015975533,0.039638271,0,5.133612972,0,446.21
2669,202112,3,0,0,0,0,0,1,0,0,0,0,0,7.770102867,7.718709678,221,3.431700743,0.145065957,0.00216751,0.005377997,0,0.060615404,0,957.26
2669,202205,3,0,0,0,0,0,1,0,0,0,0,0,9.492885855,7.718709678,270,4.192575568,0.177229903,0.00264809,0.006570404,0,0.074055018,0,1026.485
2669,202107,3,0,0,0,0,0,1,1,0,1,1,0,61.7,6.845806452,141.43,2.196133195,0.092835649,0.001387109,0.003441675,0,0.445736543,0,523.623
2669,202111,3,0,0,0,0,0,1,1,0,1,1,0,5.4,6.799333333,46.79,0.726557818,0.030713286,0.000458904,0.001138627,0,0.147465268,0,937.45
2669,202009,3,0,0,0,0,0,1,1,0,1,1,0,6.5,6.870333333,74.48,1.156529735,0.048889197,0.00073048,0.001812458,0,0.234734199,0,999.901
2669,202109,3,0,0,0,0,0,1,1,0,1,1,0,9,6.882692308,70.4,1.093175259,0.046211056,0.000690465,0.001713172,0,0.221875505,0,1029.521
2669,202008,3,0,0,0,0,0,1,1,0,1,1,0,8.4,6.885384615,104.43,1.621595061,0.068548588,0.001024222,0.002541286,0,0.329125837,0,1051.895
2669,202210,3,0,0,0,0,0,1,1,0,1,1,0,8.2,7.266129032,194.98,3.027660683,0.127986246,0.001912313,0.004744805,0,0.614506902,0,1183.4765
2669,202112,3,0,0,0,0,0,1,1,0,1,1,0,2.8,6.852903226,9.12,0.141615886,0.005986432,8.94E-05,0.000221934,0,0.028742963,0,1247.662
2669,202109,2,0,0,0,0,0,1,0,0,1,1,0,104.2,7.120434783,1228,19.06845481,0.464126307,0.012043904,0.029883169,0,6.357665914,0,1.835
2669,202110,2,0,0,0,0,0,1,0,0,1,1,0,63.1,7.215769231,953,14.79823895,0.263,0.0085,0.023191091,0,4.775,0,1.93
2669,202205,2,0,0,0,0,0,1,0,0,1,1,0,77.7,7.228888889,912,14.16158859,0.452,0.0078,0.022193363,0,6.356,0,3.27
2669,202112,2,0,0,0,0,0,1,0,0,1,1,0,83,7.326394677,1079,16.75477422,0.687,0.023,0.026257279,0,12.675,0,100.742
2669,202110,3,0,0,0,0,1,1,1,0,0,0,0,220.77,7.778571429,4250,65.99424506,2.789729947,0.041682894,0.103423019,0,11.99,0,132.93
2669,202201,3,0,0,0,0,1,1,1,0,0,0,0,362.07,7.989992323,9690,150.4668787,6.36058428,0.095036999,0.235804483,0,33.76,0,155.974
2669,202205,3,0,0,0,0,1,1,1,0,0,0,0,1167.85,7.681724138,6711,104.208795,4.405147689,0.065819742,0.163311031,0,14.63,0,259.688
2669,202209,3,0,0,0,0,1,1,1,0,0,0,0,113.74,7.620666667,7719,119.8610771,5.066805991,0.075705943,0.187840537,0,4.08,0,259.424
2669,202204,3,0,0,0,0,1,1,1,0,0,1,0,10.8,7.5915,232.04,3.6031305,0.152312691,0.002275788,0.005646653,0,3.8,0,8.7239
2669,202012,3,0,0,0,0,1,1,1,0,0,1,0,19.41,6.963225806,585.06,9.084845415,0.384037507,0.005738116,0.014237334,0,3.17,0,26.4835
2669,202107,3,0,0,0,0,1,1,1,0,0,1,0,16.1,7.637419355,768.98,11.94076578,0.504763891,0.007541956,0.018712996,0,5.68,0,90.777
2669,202005,3,0,0,0,0,1,1,1,0,0,1,0,82.48,7.203548387,1148.56,17.83490591,0.753922877,0.011264778,0.02795001,0,6.22,0,350.375
2669,202008,3,0,0,0,0,1,1,1,0,0,1,0,180.85,7.393870968,1164.47,18.0819573,0.764366313,0.011420819,0.028337177,0,10.14,0,362.0664
2669,202006,3,0,0,0,0,1,1,1,0,0,1,0,70.25,7.180666667,1141.68,17.72807287,0.749406797,0.0111973,0.027782586,0,9.48,0,379.2529
2669,202111,3,0,0,0,0,1,1,1,0,0,1,0,34.9,7.606666667,470.18,7.300982151,0.308629465,0.004611403,0.011441749,0,9.08,0,137.1167
