"","staff","process_1","process_2","process_3","process_4","process_5","process_6","process_7","process_8","process_9","process_10","process_11","COD","pH","water","N","P","Cu","Ni","NH3N","HWsum"
"1064","5","1","1","1","1","0","0","0","0","1","1","0",7050.1606,6.849575773,42801,272.7077604,4.263520064,0.429254,0.327250504,490.7189,254.643
"109","4","1","1","1","1","0","0","0","0","1","0","0",75.503,7.493988095,2286.565,14.56891241,0.227770747,0.137912442,0.017482759,21.828,18.34
"277","2","1","1","1","1","0","0","0","0","1","0","0",41.83,7.88,416.12,2.651320139,0.041450807,0.025097964,0.003181596,0.786,15.381
"719","5","1","1","1","1","0","0","0","0","1","0","0",374.293161,7.493988095,15717,100.1413021,1.565611664,0.947958994,0.12017,19.939812,220.058
"915","4","1","1","1","1","0","0","0","0","1","0","0",281.6,7.39,1643.4,10.47096875,0.163703392,0.27494,0.012565208,3.277442886,195.263
"707","4","1","1","1","1","0","0","0","0","1","1","1",997.832831,7.13,9660,61.54895833,0.96225798,0.58263561,0.073859019,99.400973,291.55
"662","4","1","1","1","1","0","0","0","0","1","1","0",1665.418455,7.493988095,7213,45.95782986,0.718505881,0.435046652,0.055149597,66.463653,325.793
"704","4","1","1","1","1","0","0","0","0","1","1","1",1615.477871,7.13,9704,61.82930556,0.966640936,0.585289437,0.074195437,141.487732,268.702
"932","4","1","1","1","1","0","0","0","0","1","1","1",718.52036,7.768064516,13170,125.815499,1.611695,1.544325,0.040186,39.304976,218.906
"708","4","1","1","1","1","0","0","0","0","1","1","1",1290.316527,7.13,8332,53.08756944,0.829972411,0.502538292,0.063705315,89.11491345,370.57
"459","4","1","1","1","1","0","0","0","0","1","0","0",904.1988899,7.493988095,20027,127.6025868,1.994942088,1.207913392,0.153123662,39.9399712,142.675
"65","4","1","1","1","1","0","0","0","0","1","1","0",1196.818,7.493988095,12814.442,81.64757316,1.276480236,0.772893399,0.097977445,10.181,111.1635
"389","5","1","1","1","1","0","0","0","0","1","0","0",6997.297851,7.493988095,33873,215.8227604,4.292259894,11.81105794,0.064014505,131.343842,572.155
"1129","2","1","0","1","0","0","0","0","0","0","0","0",266.564,7.945333333,7305.612,46.54790979,0.727731206,0.659,0.515,14.56962765,7.905
"129","3","0","0","0","1","0","0","0","0","0","0","0",26.4,7.493988095,776.76,4.949147917,0.077375104,0.046849693,0.005938999,0.59,9.349
"395","4","1","1","1","1","0","0","0","0","1","0","0",143.610867,7.024666667,6222,39.64364583,0.273532,0.640333,0.047572548,2.668203,93.828
"511","4","0","1","1","0","0","0","0","0","0","0","0",18.25380597,7.493988095,3961.1381,25.23850144,0.394579374,0.238913055,0.052444137,7.899722456,2.7095
"575","4","1","1","1","1","0","0","0","0","1","1","1",2607.465411,7.769666667,7851,50.02286458,0.782058738,0.47352714,0.060027656,30.0874489,311.95
"381","5","1","1","1","1","0","0","0","0","1","0","0",5692.221731,7.493988095,33013,210.3432465,4.18328391,11.51118755,0.062389244,178.573539,436.489
"17","5","1","1","1","1","0","0","0","0","1","1","1",9773.632814,7.800967742,50713,323.1192882,5.051655172,0.874825448,0.011701168,1159.571908,607.3199
"762","4","1","0","0","1","0","0","0","0","0","0","0",49.670503,7.493988095,2258,14.38690972,0.224925313,0.136189566,0.017264355,0.471013841,48.35
"315","5","1","1","1","1","0","0","0","0","1","1","0",781.794903,7.493988095,13288,84.66486111,1.323652593,2.629290297,0.006694402,5.012911084,558.6887
"808","5","1","1","1","1","0","0","0","0","1","1","0",73.0566454,7.493988095,3930,25.04010417,0.391477626,0.237034984,0.030048234,19.53474769,29.6
"5","5","1","1","1","1","0","0","0","0","1","1","1",5210.664907,7.204285714,43425,276.6835938,4.325678344,0.749103683,0.006507,629.306553,313.079
"1113","5","1","1","1","1","0","0","0","0","1","0","0",9434.195874,7.481774194,28668,182.6589583,2.855694802,1.857291594,0.219191548,431.134327,676.565
"107","4","1","1","1","1","0","0","0","0","1","0","0",0.16,7.493988095,3.413,0.021746024,0.000339978,0.000205853,2.61e-05,0.019,14.37
"765","4","1","0","0","1","0","0","0","0","0","0","0",49.16455899,7.493988095,2235,14.24036458,0.222634222,0.134802338,0.0170885,0.466216091,56.202
"454","4","1","1","1","1","0","0","0","0","1","0","0",508.2422182,7.493988095,11257,71.72428819,1.121339346,0.67895746,0.086069459,22.44990542,99.63
"710","4","1","1","1","1","0","0","0","0","1","1","1",1483.784141,7.13,10358,65.99628472,1.031787594,0.624734953,0.07919583,96.322739,383.521
"625","4","1","1","1","1","0","0","0","0","1","1","1",92.326,7.493988095,1536.469,9.789654913,0.153051714,0.092670968,0.011747629,3.064189724,60.112
"18","5","1","1","1","1","0","0","0","0","1","1","1",14628.18521,7.997741935,78598,500.7893403,7.829353286,1.247684,0.023767,1045.576703,611.9759
"251","4","0","1","1","0","0","0","0","0","0","0","0",62.091297,7.1868889,1697,10.81248264,0.169042629,0.102353274,0.012975026,3.3843377,20.205
"160","5","1","1","1","1","0","0","0","0","1","1","0",869.436435,7.508784947,45544,290.1848611,4.536757501,2.746951991,0.348223102,16.16951,427.3999
"366","5","1","1","1","1","0","0","0","0","1","0","0",2803.951781,7.493988095,16502,105.1429514,1.207343,5.754024684,0.031186118,45.157805,258.932
"694","4","1","1","1","1","0","0","0","0","1","1","1",184.503045,7.13,967,6.161267361,0.096325411,0.058323875,0.007393548,11.821575,67.126
"1137","2","1","0","1","0","0","0","0","0","0","0","0",377.416,7.93,10965.032,69.86400597,1.092255647,1.111,0.638,21.86763181,9.726
"13","5","1","1","1","1","0","0","0","0","1","1","1",2554.004021,7.379333333,54067,344.4893924,5.385755924,1.082221,0.004026,720.844435,528.7064
"132","3","0","0","0","1","0","0","0","0","0","0","0",17.2,7.493988095,442.16,2.817234722,0.044044719,0.026668547,0.003380694,0.43,10.452
"96","2","0","0","1","1","0","0","0","0","1","1","1",107,7.493988095,1202.78,7.663546181,0.119812076,0.072544768,0.009196289,2.121,8.49
"310","5","1","1","1","1","0","0","0","0","1","1","0",459.371269,7.493988095,11886,75.73197917,1.183995689,2.354126,0.008661,2.562083,486.66
"688","2","1","1","1","1","0","0","0","0","1","0","0",196.9977965,7.493988095,1039,6.620017361,0.10349752,0.062666501,0.00794405,3.64100349,24.26
"534","4","1","1","1","1","0","0","0","0","1","0","0",2541.549968,6.690967742,9309,59.31255208,0.292414,0.281397,0.071175322,93.651597,294.729
"637","4","1","1","1","1","0","0","0","0","1","1","1",402.576,7.493988095,3869.37,24.65379844,0.385438112,0.233378132,0.029584666,7.716708761,206.246
"725","5","1","1","1","1","0","0","0","0","1","0","0",29041.79433,7.493988095,693583,4419.183351,69.08962493,41.83293524,5.303039337,127.747593,239.6
"14","5","1","1","1","1","0","0","0","0","1","1","1",15946.42493,7.106666667,78091,497.5589757,7.778849684,1.347110092,0.018018179,1292.537262,545.446
"814","5","1","1","1","1","0","0","0","0","1","1","0",196.284341,7.493988095,6622,42.19225694,0.659634818,0.399400933,0.050630893,40.031993,47.785
"190","1","0","0","0","1","0","0","0","0","0","1","0",27.8053,7.865333333,583.4504,3.717470431,0.058119027,0.035190371,0.004460981,0.4465,17.9
"174","5","0","0","1","0","0","0","0","0","0","0","0",2815.127618,7.2342675,109911.64,700.3050674,10.94858724,6.818061,0.0027,228.702291,633.336
"703","4","1","1","1","1","0","0","0","0","1","1","1",1306.563166,7.13,9267,59.04494792,0.923110218,0.558932112,0.070854196,69.713755,261.867
"405","4","1","1","1","1","0","0","0","0","1","0","0",152.853344,7.115,10006,63.75350694,0.645100508,0.983268922,0.076504487,5.190543323,234.809
"776","1","1","1","1","1","0","0","0","0","1","1","1",44.33686,7.493988095,3824,24.36472222,0.380918687,0.230641674,0.029237773,2.747034,26.688
"961","4","0","0","1","0","0","0","0","0","0","1","0",31261.54063,7.493988095,787675,3377.138317,13.05633591,29.69952525,5.611930007,2293.494854,103.8
"253","4","1","1","1","1","0","0","0","0","1","1","1",541.525,7.272258065,34955.11,222.7174543,3.481970347,0.173848,0.267261919,19.25399,347.704
"649","4","1","1","1","1","0","0","0","0","1","1","1",251.718732,7.651785714,4227,26.93244792,0.796861,0.254948315,0.032319055,17.028505,332.806
"644","4","1","1","1","1","0","0","0","0","1","1","1",545.186744,7.575806452,8648,55.10097222,1.203703,0.521597594,0.066121408,50.512207,283.698
"460","4","1","1","1","1","0","0","0","0","1","0","0",773.0410642,7.493988095,17122,109.0932986,1.705567406,1.032700509,0.130912435,34.14651155,151.637
"162","5","1","1","1","1","0","0","0","0","1","1","0",1098.021144,7.508784947,47736,304.15125,4.75510838,2.879160816,0.364982829,24.971524,460.6774
"10","5","1","1","1","1","0","0","0","0","1","1","1",9826.196917,7.381290323,67785.18,431.8951573,6.752259877,0.556766,0.015640286,941.06356,462.407
"863","4","1","1","1","1","0","0","0","0","1","1","0",1294.67,6.752307692,5621.89,35.8200283,0.560011234,0.339080053,0.042984191,45.58,19.4
"257","4","1","1","1","1","0","0","0","0","1","1","1",694.6275,7.415483871,32184.07,205.061696,3.205939772,0.26324,0.246074932,3.444803,420.8969
"718","5","1","1","1","1","0","0","0","0","1","0","0",621.656844,7.493988095,28567,182.015434,2.845633926,1.722997047,0.218419316,5.391044,213.151
"779","1","1","1","1","1","0","0","0","0","1","1","1",74.17350645,7.493988095,6376,40.62486111,0.635130112,0.384563628,0.048750011,0.721363771,34.4905
"1142","2","1","0","1","0","0","0","0","0","0","0","0",283.478,7.943266129,8655.095,55.14617821,0.862156753,0.512,0.373,17.26091002,12.444
"825","2","0","0","1","0","0","0","0","0","0","0","0",17.39647577,6.79483871,1795,11.43689236,0.178804666,0.10826407,0.013724321,0.617020625,5.3186
"571","4","1","1","1","1","0","0","0","0","1","1","1",3641.683636,7.769666667,10965,69.86380208,1.092252459,0.6613457,0.083836868,42.02125553,266.22
"1114","5","1","1","1","1","0","0","0","0","1","0","0",9104.236968,7.481774194,27639,176.1026563,2.753193408,1.790626565,0.211323957,427.039505,677.544
"696","4","1","1","1","1","0","0","0","0","1","1","1",276.4300289,7.13,1785,11.37317708,0.17780854,0.107660928,0.013647862,19.0914691,198.12
"194","5","1","1","1","1","0","0","0","0","1","1","1",15040.15,7.411110125,85280,543.3638889,8.494964862,5.143598844,0.652039042,1000.1374,349.4
"600","3","1","1","1","1","0","0","0","0","1","1","0",568.116969,7.493988095,3212,20.46534722,0.319955759,0.193729356,0.024558506,16.126316,173.402
"89","2","0","0","1","1","0","0","0","0","1","1","1",30.4,7.493988095,242.31,1.543884896,0.024137136,0.014614745,0.001852669,3.38,4.4
"599","3","1","1","1","1","0","0","0","0","1","1","0",360.666356,7.493988095,1834,11.68538194,0.182689559,0.110616326,0.014022509,11.536508,165.3
"28","5","1","1","1","1","0","0","0","0","1","0","0",426.02781,7.269032258,33129,211.0823438,2.435899,0.647511,1.063782,15.938357,251.32
"693","4","1","1","1","1","0","0","0","0","1","1","1",1476.461566,7.13,9534,60.74614583,0.949706789,0.575036015,0.072895641,101.9709055,0.6
"938","4","1","1","1","1","0","0","0","0","1","1","1",810.277795,7.770555556,14040,94.09965061,0.78271777,2.879745429,0.000386262,6.123462882,338.66
"576","4","1","1","1","1","0","0","0","0","1","1","1",2586.750733,7.769666667,7982,50.85753472,0.795107992,0.481428306,0.061029264,37.237072,328.679
"1071","5","1","1","1","1","0","0","0","0","1","1","0",4396.473,7.235091258,42107,268.2859201,4.194388901,2.0459,0.321944277,655.8792,354.046
"63","4","1","1","1","1","0","0","0","0","1","1","0",360.214,7.493988095,9184.214,58.51747462,0.914863687,0.553938937,0.070221225,9.456,71.588
"858","4","1","1","1","1","0","0","0","0","1","1","0",712.13,7.318387097,7048.22,44.90792951,0.702091713,0.42510807,0.053889712,80.46,8.2
"488","5","1","1","1","1","0","0","0","0","1","1","1",877.361559,7.131290323,40117,165.4335982,4.330675548,0.982007485,0.817102315,44.824149,599.771
"522","4","0","1","1","0","0","0","0","0","0","0","0",9.126,7.493988095,2788.539,17.7672537,0.277773696,0.168188625,0.019,5.561200746,7.1985
"191","1","0","0","0","1","0","0","0","0","0","1","0",50.1132,7.985483871,1194.5724,7.611251229,0.118994495,0.072049733,0.009133535,1.4611,18.8
"952","4","1","1","1","1","0","0","0","0","1","1","0",604.83708,7.493988095,7487,47.70362847,0.745799741,0.675733,0.057244563,14.060699,120.868
"732","5","1","1","1","1","0","0","0","0","1","0","0",859.416789,7.493988095,27316,174.0446528,2.721018529,1.647543926,0.208854344,18.693522,285.397
"889","5","1","1","1","1","0","0","0","0","1","1","1",22914.8,7.092903226,153428,977.5707639,15.28336619,9.253894037,177.1358777,2838.99,518.8995
"99","2","0","0","1","1","0","0","0","0","1","1","1",96.8,7.493988095,1402.87,8.938425174,0.139743567,0.084613045,0.010726149,0.205,11.46
"827","2","0","0","1","0","0","0","0","0","0","0","0",3.9,7.699354839,418,2.663298611,0.041638078,0.025211355,0.00319597,0.06,5.66
"933","4","1","1","1","1","0","0","0","0","1","1","1",923.516202,7.770555556,12173,114.936143,0.28,2.560127,0.160348,4.742425,237.2904
"291","4","1","1","1","1","0","0","0","1","1","0","1",137.81579,7.493988095,7603.548,48.44621729,0.757409394,0.45860226,0.058135673,15.16380327,8.8493
"798","2","1","1","1","1","0","0","0","0","1","1","1",48.85604777,7.451333333,2024,12.89597222,0.151897152,0.122076033,0.015475223,5.509175332,30.563
"84","4","1","1","1","1","0","0","0","0","1","0","0",434.9683819,7.666521739,10579.273,67.40613179,1.053829179,4.37854485,0.080887653,21.09831023,158.969
"371","5","1","1","1","1","0","0","0","0","1","0","0",4844.167444,7.493988095,22550,143.6779514,2.857451676,7.862880658,0.042615862,79.828495,331.423
"740","1","1","1","1","1","0","1","0","0","1","0","1",69.7158,7.493988095,813,5.180052083,0.080985066,0.049035481,0.006216085,6.251279,14.02
"385","5","1","1","1","1","0","0","0","0","1","0","0",6449.544312,7.493988095,36748,234.1409028,4.656569143,12.81353164,0.069447791,131.403107,488.275
"1141","2","1","0","1","0","0","0","0","0","0","0","0",275.696,7.947142857,7548.455,48.09519071,0.751921435,0.44,0.486,15.05393096,11.887
"695","4","1","1","1","1","0","0","0","0","1","1","1",1345.00982,7.13,6204,39.52895833,0.61799674,0.374189578,0.047434923,49.646915,188.399
"641","4","1","1","1","1","0","0","0","0","1","1","1",51.38209,7.562381,1050,6.690104167,0.157183,0.063329958,0.008028154,7.485332,22.515
"313","5","1","1","1","1","0","0","0","0","1","1","0",581.430722,7.493988095,13501,86.02199653,1.344870082,2.671436507,0.00680171,5.093265544,527.73
"372","5","1","1","1","1","0","0","0","0","1","0","0",6740.845669,7.493988095,29884,190.4067361,4.458339,10.42014748,0.056475939,98.023881,333.924
"778","1","1","1","1","1","0","0","0","0","1","1","1",78.96639928,7.493988095,6788,43.24993056,0.676170515,0.409413097,0.051900106,0.767976361,31.1193
"913","4","1","1","1","1","0","0","0","0","1","0","0",318.805,7.713333333,20110.6,128.1352465,2.003269704,0.183517,0.153762856,40.1066952,144.8625
"481","5","1","1","1","1","0","0","0","0","1","1","1",521.705433,7.514282067,29458,106.35,4.3,0.79,0.6,15.731025,541.44
"192","1","0","0","0","1","0","0","0","0","0","1","0",16.1496,7.683666667,508.0349,3.236958477,0.050606691,0.030641742,0.003884364,1.1822,27.22
"1100","5","1","1","1","1","0","0","0","0","1","0","0",9990.902377,7.2995476,28672,182.6844444,2.856093252,1.857550739,0.219222132,544.311232,590.77
"510","4","0","1","1","0","0","0","0","0","0","0","0",27.34380746,7.493988095,5933.6994,37.80673055,0.591071387,0.357886602,0.078560185,11.83361378,2.6035
"1063","5","1","1","1","1","0","0","0","0","1","1","0",7635.979,6.849575773,41178,262.3667708,4.10184877,0.748192,0.314841272,548.280108,245.52
"403","4","1","1","1","1","0","0","0","0","1","0","0",163.800203,7.091428571,9762,62.19885417,0.629369494,0.959291547,0.074638897,5.06397001,206.486
"653","4","1","1","1","1","0","0","0","0","1","1","1",356.2888984,7.625731567,5983,38.12085069,0.944952636,0.36086013,0.045745187,27.45803178,383.87
"1116","5","1","1","1","1","0","0","0","0","1","0","0",13860.52806,7.774516129,32792,208.9351389,3.266497277,2.12447,0.25072308,421.629206,695.547
"713","5","1","1","1","1","0","0","0","0","1","0","0",473.547351,7.493988095,17936,114.2797222,1.786652085,1.081796305,0.137136166,8.923748,165.3945
"1085","5","0","0","1","1","0","0","0","0","0","1","0",3562.48,7.5858244,42614.37,268.32,14.89,2.570253568,0.325823557,27.28,286.2682
"197","5","1","1","1","1","0","0","0","0","1","1","1",13706.24,7.621666667,94585,602.6509549,9.42186036,5.704822897,0.72318378,1326.7,531.378
"923","4","1","1","1","1","0","0","0","0","1","1","1",405.262267,7.770555556,8479,56.82841435,0.472696864,1.739128312,0.00023327,3.698065653,101.9473
"24","5","1","1","1","1","0","0","0","0","1","0","0",261.078614,7.414642857,27375,174.4205729,1.426325029,0.230402747,0.786636006,11.72271911,195.201
"431","4","1","1","1","1","0","0","0","1","1","1","1",116.595,7.077,6225.833,39.6680679,2.378411292,0.052808377,0.035630542,63.087,129.89
"1165","4","1","1","1","1","0","0","0","0","1","1","0",717.6517,7.860322581,9245,58.90477431,0.92091874,0.557605198,0.070685987,18.43736125,107.95
"1023","5","1","1","1","1","0","0","0","0","1","1","0",743.548152,6.977083333,21813,138.9821354,2.172850241,1.315634634,0.16677917,21.745262,91.094
"368","5","1","1","1","1","0","0","0","0","1","0","0",6182.286857,7.493988095,26792,170.7059722,3.503654,9.342008807,0.050632558,96.958485,285.999
"504","1","1","1","1","1","0","0","0","0","1","0","0",385.094009,7.493988095,8529.4041,54.34533515,0.849636352,0.514444572,0.06521464,17.01024388,9.995
"463","4","1","1","1","1","0","0","0","0","1","0","0",748.2091178,7.493988095,16572,105.5889583,1.650780461,0.999527674,0.126707212,33.04964312,159.701
"1098","5","1","1","1","1","0","0","0","0","1","0","0",9125.1484,7.481774194,34990,222.9397569,3.485445832,2.26687013,0.267528683,461.55542,461.785
"297","5","1","1","1","1","0","0","0","0","1","1","0",412.867628,7.493988095,10346,65.91982639,1.030592243,1.568004,0.002136,22.647353,345.52
"483","5","1","1","1","1","0","0","0","0","1","1","1",908.640034,7.562666667,28891,119.1400675,0.008175,0.029756,0.588451354,12.230273,553.777
"68","4","1","1","1","1","0","0","0","0","1","1","0",776.89,7.493988095,15110.52,96.27709792,1.505198598,0.911379611,0.115532938,88.14,170.29
"248","4","0","1","1","0","0","0","0","0","0","0","0",53.642726,7.696774194,2013,12.82588542,0.200520219,0.121412576,0.015391119,4.014538474,14.666
"956","4","1","1","1","1","0","0","0","0","1","1","0",1022.45969,7.493988095,9038,57.58586806,0.900298926,1.402243897,0.069103293,11.97016463,147.662
"917","4","1","1","1","1","0","0","0","0","1","0","0",1186.8269,7.505,15527.22,98.93211354,1.54670718,0.045947,0.118718969,30.96603184,199.4365
"568","4","1","1","1","1","0","0","0","0","1","1","1",2797.437416,7.769666667,8423,53.66737847,0.83903716,0.508026889,0.064401089,32.27952899,245.07
"308","5","1","1","1","1","0","0","0","0","1","1","0",848.210504,7.493988095,11736,74.77625,1.169053795,2.322196789,0.005912515,4.427417556,474.27
"802","5","1","1","1","1","0","0","0","0","1","1","0",112.524058,7.493988095,5963,37.99342014,0.593990097,0.359653845,0.04559227,28.568985,18.801
"1082","5","0","0","1","1","0","0","0","0","0","1","0",2871.012,7.775333333,64557.996,262.802,85.874,3.893766811,0.493601476,94.259,245.3915
"149","5","1","1","1","1","0","0","0","0","1","1","0",533.416873,7.508784947,22803,145.2899479,2.271466742,1.375345737,0.174348573,18.721896,298.6046
"260","4","1","1","1","1","0","0","0","0","1","1","1",388.044,7.240666667,32676.54,208.1994823,3.254996003,0.201384,0.249840289,5.968933,445.49
"864","4","1","1","1","1","0","0","0","0","1","1","0",2154.91,7.066451613,11540.57,73.53106233,1.149586499,0.696060771,0.088237596,95.37,44.84
"946","4","1","1","1","1","0","0","0","0","1","1","0",254.86429,7.493988095,6002,38.24190972,0.597874989,1.360069,0.045890459,4.757397,84.316
"734","1","1","1","1","1","0","1","0","0","1","0","1",59.437886,7.493988095,754,4.804131944,0.075107921,0.045476941,0.005764979,6.101907,10.62
"451","4","1","1","1","1","0","0","0","1","1","1","1",899.616,7.305297767,25263.043,160.9641802,9.651063035,0.214284625,0.144580802,415.352,391.271
"298","5","1","1","1","1","0","0","0","0","1","1","0",488.330258,7.493988095,10390,66.20017361,1.034975198,2.946336,0.005234409,5.894518,401.1
"237","4","0","1","1","0","0","0","0","0","0","0","0",59.8582,7.572580645,1083,6.900364583,0.107880475,0.065320328,0.008280468,2.159833665,6.181
"829","2","0","0","1","0","0","0","0","0","0","0","0",10.11806167,7.64516129,1044,6.651875,0.103995583,0.062968072,0.007982279,0.358868821,6.1
"777","1","1","1","1","1","0","0","0","0","1","1","1",45.30531,7.493988095,3817,24.32012153,0.380221399,0.230219475,0.029184252,2.313501,27.8856
"169","5","0","0","1","0","0","0","0","0","0","0","0",1600.1301,7.397368421,53906,343.4635764,5.369718291,1.2953,0.0093,110.3054,510.615
"799","2","1","1","1","1","0","0","0","0","1","1","1",97.76037227,7.451333333,4050,25.8046875,0.3039444,0.244272694,0.030965738,11.02379451,37.235
"580","4","1","1","1","1","0","0","0","0","1","1","1",3083.376311,7.769666667,10958,69.81920139,1.091555171,0.660923501,0.083783347,25.355941,357.963
"353","4","1","1","1","1","0","0","0","0","1","1","1",4055.57,7.493988095,21369.1,136.1538142,2.128632196,2.62,1.07,274.35,640.0085
"967","4","0","0","1","0","0","0","0","0","0","1","0",57444.09073,7.493988095,9127,39.13180108,0.151287241,0.344136309,0.065026928,5476.013783,146.8185
"271","2","1","1","1","1","0","0","0","0","1","0","0",11.85,7.88,496.64,3.164355556,0.049471615,0.029954467,0.00379724,2.052,1.337
"977","4","0","0","1","0","0","0","0","0","0","0","0",39.114,7.493988095,382.7838,2.438917615,0.0381301,0.023087316,0.002926712,0.763388123,0.308
"9","5","1","1","1","1","0","0","0","0","1","1","1",9850.512695,7.708387097,54299,345.9675868,5.408866054,0.936685801,0.012528577,735.991022,443.59
"434","4","1","1","1","1","0","0","0","1","1","1","1",812.546,7.325333333,26292.625,167.5241905,10.47,0.18,0.22,298.823,157.71
"172","5","0","0","1","0","0","0","0","0","0","0","0",1240.509,7.591774194,71910,458.1765625,7.163144034,2.8129,0.0592,174.67,607.318
"1077","5","0","0","1","1","0","0","0","0","0","1","0",2796.88,7.652580645,29974.08,207.9044488,22.34205016,1.807864016,0.229177655,56.27,94.225
"35","5","1","1","1","1","0","0","0","0","1","0","0",307.983097,7.404193548,35081,223.519566,1.827832268,0.295260594,1.008072245,15.02263777,280.3528
"572","4","1","1","1","1","0","0","0","0","1","1","1",3198.266803,7.795882353,9234,58.8346875,0.919823001,0.556941742,0.070601882,55.457462,272.7265
"664","4","1","1","1","1","0","0","0","0","1","1","0",1417.138873,7.493988095,8388,53.444375,0.835550718,0.50591589,0.064133484,28.17545006,345.588
"979","4","0","0","1","0","0","0","0","0","0","0","0",29.4013,7.493988095,370.3333,2.359588908,0.036889873,0.022336374,0.002831517,0.738558013,0.353
"761","4","1","0","0","1","0","0","0","0","0","0","0",71.3821002,7.493988095,3245,20.67560764,0.323242976,0.195719726,0.02481082,0.676899873,43.78
"74","4","1","1","1","1","0","0","0","0","1","1","0",1514.05,7.493988095,19422.51,123.751062,1.934727251,1.171454034,0.148501815,259.54,400.5285
"832","2","0","0","1","0","0","0","0","0","0","0","0",4,8.028333333,388,2.472152778,0.038649699,0.023401927,0.002966594,0.17,54.147
"261","4","1","1","1","1","0","0","0","0","1","1","1",587.932315,7.266428571,21295.35133,135.6839225,2.121285897,1.011633,0.1628213,21.851648,459.448
"1091","5","0","0","1","1","0","0","0","0","0","1","0",8307.43,6.831290323,53687.17,372.3817873,40.01728978,3.238101144,0.410484649,185.19,359.3803
"947","4","1","1","1","1","0","0","0","0","1","1","0",537.003192,7.493988095,7313,46.59498264,0.728467144,1.134610491,0.055914183,9.685529314,92.062
"905","4","1","1","1","1","0","0","0","0","1","0","0",486.7611,7.341333333,12955.72,82.54772986,1.290553309,0.108838,0.099057637,25.83767332,97.205
"161","5","1","1","1","1","0","0","0","0","1","1","0",1146.462035,7.508784947,52326,333.3965625,5.21233034,3.156003203,0.400077332,8.695159,434.3185
"252","4","1","1","1","1","0","0","0","0","1","1","1",348.5,7.730625,14642,93.29190972,1.45852809,0.36908,0.111950699,20.4931,344.969
"127","3","0","0","0","1","0","0","0","0","0","0","0",21.8,7.493988095,462.92,2.949507639,0.046112677,0.02792067,0.003539422,0.5,7.846
"27","5","1","1","1","1","0","0","0","0","1","0","0",62.339067,7.453,25998,165.6469792,1.354578926,0.218813173,0.747067137,11.13305028,249.4044
"639","4","1","1","1","1","0","0","0","0","1","1","1",987.289,7.493988095,4948.199,31.52758738,0.492903103,0.298446889,0.037833243,9.868224175,228.4805
