industry,staff,process_1,process_2,process_3,process_4,process_5,process_6,process_7,process_8,process_9,process_10,process_11,COD,pH,water,N,P,NH3N,Cr6,Cr,Fe,Cu,Ni,Zn,HWsum
3130,4,0,1,0,0,0,0,0,0,1,1,0,3.442,7.485,155.674,0.847590972,0.005534711,0.043843418,0.005034445,0.003479716,0,0.003876466,0.004030107,0.010740917,4.71
2614,5,0,0,0,0,1,1,1,1,0,1,0,3234.19,7.732580645,87183,522.815,28.6999244,19.22525,0,0,0,0,0,0,0.246
3360,1,0,1,0,0,0,0,0,0,0,0,0,27.279,7.383870968,785.229,3.601546553,0.056808595,0.365123696,0.002568129,0.04,0.478973338,0.029405499,0.01191914,0.088924015,0.78
3360,3,1,0,1,1,0,0,0,0,0,0,1,8.016641,7.585370367,316,1.449371726,0.022861504,0.114442,0.000641655,0.005287552,0.192753419,0.003956703,0.0016863,0.035785725,16.31
2614,4,0,0,0,0,1,1,1,1,0,0,0,520.0121,7.295666667,6173,39.88084999,2.032100677,13.571416,0,0,0,0,0,0,66.179
2669,3,0,0,0,0,1,1,0,0,0,0,0,30.38,8.012903226,847.55,13.16080527,0.556337792,4.4,0,0,0,0.00831255,0.020624983,0,22.127
3982,4,1,1,1,1,0,0,0,0,1,1,0,1294.67,6.752307692,5621.89,35.8200283,0.560011234,45.58,0,0,0,0.339080053,0.042984191,0,19.4
2614,3,0,0,0,0,1,1,1,0,0,0,0,638.97,6.923,4185.81,27.04254993,1.377934122,52.83,0,0,0,0,0,0,0.548
3360,2,1,0,1,1,0,0,0,0,0,0,1,25.94482283,7.502353333,1762.0526,8.081864612,0.127478396,0.157298853,0.005762878,0.0471,1.074815392,0.365,0.0295,0.7784,40.21
3360,2,1,0,1,1,0,0,0,0,0,0,1,586.889,7.785483871,1417,57.8294,2.99535,25.0899,0.001086,0.01154,0.864340491,0.147016,0.023466,0.014999,88.37
3360,4,0,1,0,0,0,0,0,0,1,0,1,67.77853406,7.282258065,2278.01,10.44836482,0.164806125,1.059252055,0.007450341,0.125,1.389538661,0.085307623,0.034578346,0.89,4.532
3130,1,0,0,0,0,0,0,0,0,0,1,0,8.306080204,7.485,277,1.508168989,0.00984824,0.078013199,0.008958086,0.006191666,0,0.006897627,0.007171009,0.019111952,35.345
3360,3,1,0,1,1,0,0,0,0,0,0,1,246.15,7.475483871,6797.47,31.17740767,0.491773385,3.160756127,0.022231452,0.113740441,4.146315145,0.25455376,0.103180087,0.34,51.1
3360,2,1,0,1,1,0,0,0,0,0,0,1,6.14169498,7.473833334,264.13,1.211463778,0.013,0.12281783,0.00086385,0.004419624,0.1611138,0.009891222,0.004009279,0.029911657,51
3130,3,0,0,0,0,0,0,0,0,1,1,0,95.601,7.457666667,5399.428,29.39801396,0.191967021,1.520673835,0.174615677,0.120691172,0,0.134452131,0.139781044,0.372540113,134.064
2631,2,0,0,0,0,1,0,0,0,0,0,0,159.78,7.619666667,11633.07,228.6074849,11.10581121,192.45,0,0,0,0,0,0,41.46
3982,4,1,1,1,1,0,0,0,0,1,1,1,92.326,7.493988095,1536.469,9.789654913,0.153051714,3.064189724,0,0,0,0.092670968,0.011747629,0,60.112
3360,1,1,0,1,1,0,0,0,0,0,0,1,29.30190514,7.824516129,1260.159,5.779869697,0.091168134,0.585961436,0.004121411,0.021085939,0.768670748,0.047190824,0.019128193,0.142707921,11.25
3360,2,0,1,0,0,0,0,0,0,1,0,1,18.75527109,7.473833334,806.59,3.699521329,0.05835399,0.37505635,0.002637991,0.004223792,0.492003103,0.030205432,0.002262221,0.091343062,8.15
3130,2,0,0,0,0,0,0,0,0,0,1,0,24.70778493,7.485,823.9815,4.486293667,0.029295191,0.232062935,0.026647283,0.018418116,0,0.020518112,0.021331333,0.056851608,26.78
3360,1,0,1,0,0,0,0,0,0,1,0,1,1.023112025,7.473833334,44,0.201811253,0.003183247,0.020459564,0.000143904,2.0328,0.026839084,0.001647726,0.000667884,0.004982822,2.418
3360,3,0,1,0,0,0,0,0,0,1,0,1,20.14670345,7.473833334,866.43,3.973984633,0.062683206,0.402881356,0.002833701,0.014497766,0.528504257,0.032446339,0.013151705,0.098119701,3.2687
3340,4,0,1,1,0,0,0,0,0,0,1,0,60.70548589,7.443790067,2261.242,18.6017311,0.293178477,0.542499712,0.013165049,0.060235123,0,0.315,0.051886271,0.02159958,14.74
3360,3,1,0,1,1,0,0,0,0,0,0,1,6.334388828,7.473833334,272.417,1.249473093,0.019708425,0.126671203,0.000890953,0.004558289,0.166168697,0.010201556,0.004135069,0.030850126,85.361
3130,2,0,0,0,0,0,0,0,0,0,1,0,9.175669828,7.485,306,1.666063937,0.010879284,0.086180646,0.009895937,0.006839891,0,0.007619761,0.007921765,0.021112843,83.99
3360,4,0,1,0,0,0,0,0,0,1,0,1,40.091015,7.21016129,1775,8.141249408,0.080515,1.173142,0.005805223,0.029700651,1.082713036,0.066470749,0.026943062,0.201011587,5.34
3982,1,1,1,1,1,0,1,0,0,1,0,1,71.33454919,7.493988095,932,5.938263889,0.092838969,7.078000868,0,0,0,0.056212877,0.007125943,0,15.178
3360,4,0,1,1,0,0,0,0,0,1,1,0,375.2338689,7.402903226,16137.324,74.01576308,1.167479436,7.503695596,0.301985705,0.270021987,9.843431586,0.604315502,0.244951503,1.827486817,116.069
2614,4,0,0,0,0,1,1,1,0,1,0,0,42.491463,7.906129032,1878,7.375417,0.095464,0.565006,0,0,0,0,0,0,50.296
3360,4,0,1,0,0,0,0,0,0,1,0,1,2.324267,8.614444444,303,1.2625,0.058269231,0.018261,0.000990976,0.005070027,0.18482369,0.011346838,0.004599294,0.034313527,9.1
2669,4,0,0,0,0,1,0,0,0,0,0,0,1570.961365,7.87625,8263,128.3083404,5.423891425,12.64682626,0,0,0,0.081041354,0.201078684,0,63.594
3130,5,0,1,0,0,0,0,0,0,0,0,0,1475.66,7.485,31090,169.2742739,1.105349431,35.921221,1.005440094,0.694941858,0,0.774177701,0.804861675,2.14509243,50
3360,1,0,1,0,0,0,0,0,0,1,0,1,14.0079,7.438387097,571.04,2.619143133,0.041312764,0.3601,0.001867614,0.1427,0.348322508,0.0743,0.008667925,0.0926,3
3360,1,0,1,0,0,0,0,0,0,1,0,1,3.790165001,7.473833334,163,0.74761896,0.011792485,0.075793383,0.000533099,0.00272744,0.099426606,0.006104074,0.002474208,0.018459092,2.476
3360,2,1,0,1,1,0,0,0,0,0,0,1,325.01,7.467333333,2949,13.52594057,1.979177473,12.38,0.009644846,0.049344912,1.798828588,0.25313045,0.08013748,0.333962349,11.1
3360,2,1,0,1,1,0,0,0,0,0,0,1,49.12,6.475806452,1082.7,4.965932808,0.078329591,9,0.003541022,0.04,0.660424453,0.088909673,0.01,0.54,24.22
3340,3,1,1,1,0,0,0,0,0,0,0,0,1.242275552,7.443790067,46.274,0.380665362,0.005999597,0.011101701,0.000269409,0.00123265,0,0.006821971,0.001061799,0.000442013,181
3360,2,1,0,1,1,0,0,0,0,0,0,1,13.20116795,7.473833334,567.73,2.603961423,0.041073297,0.263988819,0.001856788,0.002972977,0.346303477,0.021260529,0.001592297,0.064293131,13.28
3360,2,0,1,0,0,0,0,0,0,1,0,1,18.71,7.118148148,342,1.56862383,0.024742514,1.1,0.001118527,0.005722604,0.208612878,0.003262076,5.20E-05,0.03873012,8.8
2614,5,0,0,0,0,0,1,1,0,0,0,0,379.07,6.968793103,4109.88,26.55200191,1.352938592,0.81,0,0,0,0,0,0,11.597
3360,3,1,0,1,1,0,0,0,0,0,0,1,9.2,7.116451613,591.57,2.713306429,0.042798038,0.275074182,0.001934758,0.009898599,0.360845381,0.022153296,0.000714836,0.032817406,15.0727
3360,1,0,1,0,0,0,0,0,0,0,0,0,19.67165393,7.473833334,846,3.880279999,0.061205167,0.393381609,0.002766884,0.014155916,0.516042382,0.03168127,0.012841595,0.095806086,0.785
3360,1,0,1,0,0,0,0,0,0,1,0,1,71.82739374,7.473833334,1217.744,5.585328236,0.088099556,0.539586763,0.00398269,0.003280163,0.742798481,0.080493211,0.002995669,0.137904594,7.399
2614,1,0,0,0,0,1,0,0,0,0,0,0,38.817,7.49,274,1.770185145,0.09019854,0.535090689,0,0,0,0,0,0,18.676
2669,4,0,0,0,0,1,0,0,0,0,1,0,3127.333476,7.641,19031,295.5144653,12.4920825,59.97887398,0,0,0,0.186651096,0.463116112,0,8.41
3360,2,1,0,1,1,0,0,0,0,0,0,1,11.52468264,7.473833334,495.631,2.273270752,0.035857184,0.230463499,0.001620985,0.006559992,0.302324589,0.018560543,0.007523277,0.056128211,11.79
3982,4,1,1,1,1,0,0,0,0,1,1,0,805.59,7.092,7316.57,46.61772899,0.728822761,117.07,0,0,0,0.441293398,0.055941479,0,3.5
4419,5,0,1,1,0,0,0,0,0,1,1,0,143.9679,7.195333333,1441.622927,25.46802858,0.525990231,20.01367,0,0.001548718,0,0.037351,0,0,16.146
3360,1,0,1,0,0,0,0,0,0,1,0,1,15.93622542,7.339677419,685.354,3.143457942,0.049582985,0.318682812,0.002241483,0.009,0.418051668,0.003,0.046,0.077613575,1.43
3360,2,0,1,0,0,0,0,0,0,0,0,0,18.87351029,6.943333333,811.675,3.722844289,0.058721872,0.377420824,0.06,0.021827862,0.495104847,0.030395857,0.001488263,0.091918918,0.1
2631,3,0,0,0,0,1,1,1,1,1,0,0,49.152285,7.554193548,840.86677,16.52430849,0.802755214,0.201611,0,0,0,0,0,0,0.357
3130,2,0,0,0,0,0,0,0,0,0,1,0,20.28743298,7.485,676.5669,3.683672265,0.024054128,0.190545662,0.021879945,0.015123019,0,0.016847314,0.017515046,0.046680558,35.43
2614,2,0,0,0,0,1,1,1,0,0,0,0,33.105753,7.278333333,424,2.739264603,0.139577302,0.119231,0,0,0,0,0,0,3.668
3360,2,0,1,0,0,0,0,0,0,1,0,1,47.50271927,8.026666667,2042.904,9.370023087,0.147797021,0.949930097,0.034,0.271,1.246128897,0.076503301,0.03150382,0.231350633,6.2
2614,3,0,0,0,0,0,1,1,0,0,0,1,1233.9,8.143214286,18141.49,117.2036354,5.972028854,5.86,0,0,0,0,0,0,52.237
2614,1,0,0,0,0,1,1,1,0,0,0,0,45.415376,7.564535843,515.347053,3.329414955,0.169647999,1.006413904,0,0,0,0,0,0,18.664
3360,3,1,0,1,1,0,0,0,0,0,0,1,8.317621731,7.3252,357.708,1.640670447,0.025878933,0.166330672,0.001169901,0.018,0.218194431,0.01339556,0.005429718,0.040508987,49.84
2631,4,0,0,0,0,0,1,0,0,0,0,0,1046.28,7.736333333,32132.31,219.74,3.74,4.5,0,0,0,0,0,0,14.824
3360,1,0,1,0,0,0,0,0,0,1,0,1,15.13,6.884193548,879.23,4.032693362,0.063609242,0.408833229,0.002875564,0.288380993,0.53631199,0.032925677,0.013345999,0.099569249,1.76
2614,4,0,0,0,0,1,1,0,0,0,1,0,2673.226,6.639565217,22399.072,168.3666067,7.704,40.448,0,0,0,0,0,0,181.608
2614,3,0,0,0,0,0,0,1,0,0,1,0,658.3551,6.933225806,4393.6361,28.38521662,1.44634876,63.0082,0,0,0,0,0,0,0.318
3130,1,0,0,0,0,0,0,0,0,0,1,0,1.241414153,7.485,41.4,0.22540865,0.001471903,0.011659734,0.001338862,0.000925397,0,0.001030909,0.001071768,0.002856443,8.669
3360,3,0,1,1,0,0,0,0,0,1,1,0,25.376,7.469032258,719.416,3.299687371,0.052047253,0.334521304,0.002352885,0.012037816,0.438828778,0.026940913,0.002459134,0.081470959,117.84
2669,3,0,0,0,0,1,1,0,0,0,0,0,1006.856,8.117857143,6407.787,99.50048601,4.206116539,19.397,0,0,0,0.062845907,0.155932395,0,73.729
2631,5,0,0,0,0,1,1,1,1,0,0,1,10018.0974,7.795806452,28724,564.470204,27.42210965,113.929035,0,0,0,0,0,0,146.14
3130,4,0,1,0,0,0,0,0,0,0,1,0,15.69369385,7.485,523.37,2.849568244,0.018607486,0.147399885,0.016925609,0.011698672,0,0.013032531,0.001,0.036110551,44.837
3360,1,1,0,1,1,0,0,0,0,0,0,1,40.78496571,7.473833334,1754,8.044930401,0.126895818,0.815592602,0.005736541,0.029349263,1.069903474,0.065684335,0.026624299,0.198633421,13.928
3360,4,0,1,1,0,0,0,0,0,1,1,0,570.187935,7.413448276,24521.527,112.4709111,1.774047452,11.40226683,0.38,0.410312852,14.95762082,0.91828973,0.372216911,2.77696397,120.19
2614,3,0,0,0,0,1,1,1,0,0,0,0,619.674,7.233333333,4611.998,29.79595017,1.518231696,13.353,0,0,0,0,0,0,12.423
3360,2,1,0,1,1,0,0,0,0,0,0,1,35.023,7.819666667,1071.427,4.914227847,0.077514028,0.498202928,0.003504154,0.023,0.653548158,0.04012313,0.016263394,0.09,14.616
3340,2,0,0,0,0,0,0,0,0,0,1,0,200.7,6.898333333,6952.51,57.19366681,0.901418906,1.66799249,0.040477815,0.185201449,0,1.024977736,0.159531717,0.066410979,176.05
3360,4,0,1,0,0,0,0,0,0,1,0,1,11.017,7.473833334,688.053,3.155837227,0.049778249,0.142,0.00225031,0.011513026,0.419698002,0.025766422,0.010444087,0.077919225,5.489
2614,2,0,0,0,0,1,0,0,0,0,0,0,43.04694,7.821290323,1401,9.051202145,0.461197643,0.4086,0,0,0,0,0,0,12.6
2669,3,0,0,0,0,1,1,0,0,0,0,0,66.46,8.053548387,1465.32,22.75357345,0.961846373,1.95,0,0,0,0.014371477,0.03565831,0,20.087
3360,1,1,0,1,1,0,0,0,0,0,0,1,35.772643,7.404260742,1730,7.934851536,0.07634,0.80443284,0.005658048,0.028947677,1.055263973,0.064785575,0.015285,0.195915518,23.502
3360,3,1,0,1,1,0,0,0,0,0,0,1,28.72373719,7.242275043,408,1.871340709,0.029517385,0.189715953,0.001334384,0.006826967,0.248871504,0.01527891,0.006193109,0.046204353,14.75
2614,1,0,0,0,0,1,1,1,0,0,0,0,20.983165,7.564535843,124.550841,0.804664411,0.041001109,0.24323356,0,0,0,0,0,0,28.999
3360,4,0,1,1,0,0,0,0,0,1,1,0,465.4519105,7.38516129,20017.245,91.81148394,1.448178267,9.307820377,0.37459258,0.334943778,12.2101026,0.749611984,0.30384556,2.266872212,136.276
3340,3,0,0,0,0,0,0,0,0,1,1,0,108.914,7.545806452,7560.102,62.19192131,0.98019548,1.813761269,0.044015242,0.201386527,0,1.114552332,0.173473473,0.07221475,158.009
3130,4,0,1,0,0,0,0,0,0,0,1,0,11.20667136,7.485,373.732,2.0348412,0.013287374,0.105256422,0.012086367,0.008353876,0,0.009306368,0.004763089,0.025786095,67.678
3360,1,0,1,0,0,0,0,0,0,0,0,0,2.97632589,7.473833334,128,0.587087281,0.009260356,0.05951873,0.00041863,0.002141793,0.078077334,0.004793384,1.00358,0.014495483,0.1198
2614,4,0,0,0,0,0,1,0,0,0,0,0,6000.959,7.630333333,31353.181,202.5581578,10.32120854,77.463,0,0,0,0,0,0,63.982
3360,4,0,1,0,0,0,0,0,0,1,0,1,24.864282,7.297666667,1335,6.123136879,0.067382745,0.331459,0.004366182,0.022338236,0.814322199,0.049993493,0.020264218,0.151183362,2.916
2631,5,0,0,0,0,1,1,1,1,0,0,0,682.343235,8.464516129,5366,105.4500458,5.122790711,3.065607,0,0,0,0,0,0,55.373
3360,3,1,0,1,1,0,0,0,0,0,0,1,38.33433338,7.473833334,1648.608,7.561537411,0.119271072,0.766586368,0.005391852,0.027585764,1.005616548,0.061737582,0.025024534,0.186698203,68.54
3120,5,1,0,0,0,0,0,0,1,0,0,0,5946.505,7.577096774,489647.177,0,18.937,88.585,0,0,0,0,0,0,29.02
3360,4,0,1,1,0,0,0,0,0,1,1,0,445.8608731,7.309333333,19174.712,87.94710575,1.387223926,8.916050889,0.358825845,0.320845875,11.69617501,0.718060548,0.291056591,2.17145875,145.818
2614,1,0,0,0,0,1,0,0,0,0,1,1,0.176,6.526436467,8.814,0.056943109,0.002901496,0.00312221,0,0,0,0,0,0,3.89
3130,3,0,0,0,0,0,0,0,0,0,1,0,175.7140082,7.626,5859.8977,31.90511187,0.208338198,1.650358725,0.189507111,0.13098386,0,0.14591837,0.151701739,0.404310781,47.616
3360,4,1,0,1,1,0,0,0,0,0,0,1,51.622264,7.744516129,2630,12.06280898,0.132746532,0.639773,0.008601541,0.044007162,1.604245231,0.098489054,0.039921269,0.297836886,13.892
3360,1,1,0,1,1,0,0,0,0,0,0,1,4.857689388,7.473833334,208.91,0.958190656,0.015113914,0.097141078,0.00068325,0.008,0.12743075,0.007823326,0.003171085,0.023658214,23
3130,2,0,0,0,0,0,0,0,0,0,1,0,4.328757178,7.485,144.36,0.785990163,0.005132462,0.040656987,0.004668554,0.003226819,0,0.003594734,0.003737209,0.009960294,136.96
2614,2,0,0,0,0,1,1,0,0,0,0,0,10.98,8.911724138,98.25,0.634747045,0.03234309,0.33,0,0,0,0,0,0,11.73
2631,4,0,0,0,0,1,1,1,0,1,0,0,808.95,8.176795699,4892,96.13522622,1.581662176,3.145482368,0,0,0,0,0,0,127.1
3360,1,0,1,0,0,0,0,0,0,1,0,1,0.003047269,7.473833334,0.131051,0.000601081,9.48E-06,6.09E-05,4.29E-07,2.19E-06,7.99E-05,4.91E-06,1.99E-06,1.48E-05,10.968
3130,1,0,0,0,0,0,0,0,0,0,1,0,6.930299461,7.485,231.119,1.258362847,0.008217023,0.065091453,0.00747431,0.005166107,0,0.005755136,0.005983237,0.015946337,3.821
3360,4,1,0,1,1,0,0,0,0,0,0,1,251.813,6.561,7427.699,34.06802822,0.537368268,10.42012493,0.024292647,0.124285913,4.530741711,0.27815477,0.112746452,0.841156936,66.61
3360,2,1,0,1,1,0,0,0,0,0,0,1,52.1302,7.525806452,1977.558,9.070305857,0.143069464,0.644402,0.006467699,0.033090006,1.206269198,0.074056204,0.030017728,0.223950463,18.7504
3360,1,0,1,0,0,0,0,0,0,0,0,0,2.348507148,7.473833334,101,0.463248558,0.007307,0.046963998,0.000330325,0.001690009,0.061607897,0.003782279,0.001533098,0.011437842,0.1
2614,3,0,0,0,0,1,1,0,0,0,0,0,106.22,8.522,1248.33,8.064873072,0.410939938,24.56,0,0,0,0,0,0,9.57
3360,3,0,1,0,0,0,0,0,0,1,0,1,230.2,7.859354839,4134.1,18.9615432,0.2990878,1.922315494,0.013520773,0.14,2.521714909,0.154815056,0.062752288,0.468170141,4.325
3360,3,1,0,1,1,0,0,0,0,0,0,1,989.475,7.662580645,48432.49,222.1413975,3.503922715,27.454,1.352567029,0.810409283,29.54281031,1.813714871,0.641681615,2.064,96.17
2631,4,0,0,0,0,0,1,0,0,0,0,0,446.47757,7.697401129,30255.23,187.907,2.961404,1.486638,0,0,0,0,0,0,34.937
3360,3,0,1,1,0,0,0,0,0,1,1,0,81.779594,7.49708871,3613,16.57145584,0.242378273,0.809618,0.01181649,0.060455466,2.203854761,0.087537,0.003732062,0.409157669,133.53
3130,3,0,1,0,0,0,0,0,0,1,1,0,262.3499421,8.457096774,8749.125,47.63595308,0.311059516,2.464069429,0.282943746,0.195565558,0,0.217863541,0.226498405,0.603656539,28.82
2614,3,0,0,0,0,0,1,0,0,1,1,1,3756.777824,6.322,164113,1060.256915,54.02464579,124.438721,0,0,0,0,0,0,3.48
3360,1,0,1,0,0,0,0,0,0,0,0,0,0.441798374,7.473833334,19,0.087145768,0.001374584,0.008834812,6.21E-05,0.000317922,0.011589604,0.000711518,0.000288405,0.002151673,0.0076
3360,3,1,0,1,1,0,0,0,0,0,0,1,27.624789,6.86,1858,8.521938817,0.134419858,0.858011,0.006076678,0.03108947,1.133341308,0.069578959,0.033301,0.210411002,11.6
2614,2,0,0,0,0,0,0,1,0,0,0,0,723.190583,7.496666667,3680.160094,23.77578368,1.211478344,7.18693212,0,0,0,0,0,0,0.095
3360,1,0,1,0,0,0,0,0,0,1,0,1,0.031538126,7.473833334,1.35633,0.006220969,9.81E-05,0.00063068,4.44E-06,2.27E-05,0.000827333,5.08E-05,2.06E-05,0.000153599,1.874
3360,2,0,1,0,0,0,0,0,0,1,0,1,40.11134,7.849090909,547,2.508880803,0.099418,1.142046,0.00178899,0.00915282,0.333658609,0.020484225,0.008303017,0.061945542,7.46
3360,3,1,0,1,1,0,0,0,0,0,0,1,13.64,7.32862069,1425,6.535932623,0.226795,0.4,0.004660531,0.023844185,0.869220325,0.053363841,0.0279047,0.161375499,59.98
2614,2,0,0,0,0,1,1,0,0,0,1,0,80.355,7.687419355,2340.275,15.1194162,0.770399224,1.397,0,0,0,0,0,0,0.605
3130,4,0,1,1,0,0,0,0,0,0,1,0,10.37,6.865,589.452,3.246,0.021,0.052,0.021,0.021,0,0.014678051,0.015259805,0.040669959,117.873
3360,2,1,0,1,1,0,0,0,0,0,0,1,4.158006,8.176166667,195,1.13822,0.041464,0.130968,0.000637757,0.003262888,0.118945939,0.00730242,0.002959942,0.022082963,85.342
3982,4,1,1,1,1,0,0,0,0,1,1,0,1005.65,7.121333333,10094.32,64.31624028,1.005521737,108.37,0,0,0,0.608831293,0.077179769,0,5.6
3360,2,1,0,1,1,0,0,0,0,0,0,1,62.25587375,7.697129032,2677.3788,12.2801175,0.193699073,1.244954585,0.008756496,0.04479994,1.633145313,0.10026331,0.040640441,0.303202344,37.52
3360,4,0,1,1,0,0,0,0,0,1,1,0,422.219,7.473833334,36596.975,167.856395,2.647664244,17.01723038,0.119692166,0.612368439,22.32339263,1.370494843,0.555512427,4.144459723,170.103
2614,3,0,0,0,0,1,0,0,0,1,1,0,3135.254,7.529354839,54730.504,1150.735674,3.917001003,253.224,0,0,0,0,0,0,22.881
2631,4,0,0,0,0,1,1,1,0,0,0,0,411.35,8.02,3836.753,75.39802077,8.674,21.076,0,0,0,0,0,0,19.376
3360,2,1,0,1,1,0,0,0,0,0,0,1,53.66687621,7.473833334,2308,10.58591754,0.166975797,1.073197107,0.007548425,0.038619213,1.407831937,0.086430698,0.03503357,0.261371686,41.47
3360,3,1,0,1,1,0,0,0,0,0,0,1,73.039311,8.243870968,4302,28.4,0.110108,0.83377,0.014069898,0.071984338,2.624130412,0.161102627,0.020657,0.487184138,14.6398
3982,2,0,0,1,0,0,0,0,0,0,0,0,4.3,8.067333333,446,2.841701389,0.044427232,0.15330986,0,0,0,0.026900153,0.003410054,0,3.79
3360,3,1,0,1,1,0,0,0,0,0,0,1,107.082,7.070322581,3751.667,17.20746859,0.271420099,1.744487943,0.012270007,0.32,2.288438743,0.140493587,0.343,0.424861147,57.08
2614,3,0,0,0,0,0,0,1,0,1,1,1,115.242598,6.814666667,628.380104,4.05966834,0.206857547,1.227154536,0,0,0,0,0,0,0.92
2614,2,0,0,0,0,1,0,0,0,0,0,0,440.7104,7.672,3981.3,25.72130699,1.310611117,7.775023944,0,0,0,0,0,0,78.265
3360,2,0,1,1,0,0,0,0,0,1,1,0,136.9147114,7.518064516,5888.16,27.0067488,0.425987959,2.737935996,0.000697,0.098525174,3.591654981,0.220501638,0.001556,0.666810357,108.837
2614,4,0,0,0,0,0,1,0,0,0,0,0,344.54,7.694666667,5612.77,36.26146742,1.847677583,10.96109842,0,0,0,0,0,0,10.333
3360,1,0,1,0,0,0,0,0,0,0,0,0,0.502731671,7.473833334,21.6205,0.099165004,0.001564168,0.010053318,7.07E-05,0.000361771,0.013188055,0.000809651,0.000328182,0.002448434,0.152
3360,1,0,1,0,0,0,0,0,0,0,0,0,1.116122209,7.473833334,48,0.22015773,0.003472634,0.022319524,0.000156986,2.2176,0.029279,0.001797519,0.000728601,0.005435806,0.99
4419,5,0,1,1,0,0,1,0,0,0,1,0,37.56064989,7.036,946.01,16.71242131,0.345161005,1.09569514,0,0.001016287,0,0.026603492,0,0,119.6029
3360,4,0,0,1,1,0,0,0,0,0,0,1,22.9489,7.176333333,1877,8.609084585,0.135794442,0.872786382,0.006138819,0.031407393,1.144930912,0.070290477,0.028491339,0.212562675,22.2
2631,2,0,0,0,0,0,0,1,0,1,1,1,85.36,7.516,1217.34,23.92257896,3.18,1.49,0,0,0,0,0,0,100.137
2614,2,0,0,0,0,1,1,1,0,1,0,0,15.782,7.866451613,702.312,4.537307552,0.231195317,0.623,0,0,0,0,0,0,12.534
3360,4,0,1,1,0,0,0,0,0,1,1,0,1108.12,7.39516129,8888.635,40.76878559,0.643061922,4.13312711,0.007415978,0.148731406,5.421882247,0.332864354,0.005,1.006602042,148.931
3360,3,1,0,1,1,0,0,0,0,0,0,1,24.228,6.732258065,2418.826,11.09423422,0.174993674,1.124730098,0.007910887,0.040473638,1.475433489,0.090580944,0.036715819,0.273922283,24.28
3360,3,0,1,1,0,0,0,0,0,1,1,0,48.455,7.43150463,1560.381,7.156873742,0.175,0.188,0.005103301,0.026109482,0.951799916,0.05843363,0.023685319,0.176706851,102.837
3360,4,1,0,1,1,0,0,0,0,0,0,1,10.47,7.239677419,754,0.931021189,0.14,0.151817262,0.002465993,0.012616502,0.459924298,0.028236025,0.011445109,0.085387457,71.8
3360,3,1,0,1,1,0,0,0,0,0,0,1,92.8241637,7.473833334,3992,18.30978458,0.288807358,1.856240404,0.013056028,0.066797182,2.435036868,0.149493651,0.060595325,0.452077889,40.93
3360,3,1,0,1,1,0,0,0,0,0,0,1,1.115192107,7.473833334,47.96,0.219974266,0.00346974,0.022300924,0.000156855,0.000802503,0.029254601,0.001796021,0.000727994,0.005431276,63.459
3360,1,0,1,0,0,0,0,0,0,1,0,1,5.743378866,7.473833334,247,1.132894988,0.017869594,0.11485255,0.000807825,0.004132992,0.150664856,0.009249732,0.00374926,0.027971753,5.477
2669,4,0,0,0,0,1,1,0,0,0,1,0,0.58,7.47,16.79,0.260716088,0.011021074,0.052916047,0,0,0,0.000164672,0.000408582,0,67.173
2631,4,0,0,0,0,1,1,1,0,0,1,0,95.17,8.035806452,2117.84,41.61877095,1.052644069,8.13,0,0,0,0,0,0,98.809
3360,4,1,0,1,1,0,0,0,0,0,0,1,7.534,7.157777778,595.78,2.732616097,0.043102617,0.39,0.001948527,0.009969044,0.363413393,0.004851,0.009043458,0.0335,32.61
3360,4,1,0,1,1,0,0,0,0,0,0,1,82.75494,8.137741935,5370,24.6301461,0.229048,2.670589,0.017562843,0.073806,3.275588172,0.201097422,0.075564,0.608130828,61.69
3360,3,1,0,1,1,0,0,0,0,0,0,1,32.41,7.522580645,2897.62,13.29028006,0.20963276,4.32,0.009476806,0.048485183,1.767487858,0.10851097,0.09312,0.328143771,21.05
3360,3,0,1,1,0,0,0,0,0,1,1,0,8.053984364,7.473833334,346.37,1.588667356,0.025058668,0.161058614,0.00113282,0.005795726,0.211278487,0.012970971,0.005257616,0.039225005,168.726
2631,3,0,0,0,0,1,1,1,1,1,0,0,68.855108,7.080333333,1378.56908,27.09097514,1.316086634,0.132706,0,0,0,0,0,0,31.261
3982,3,0,0,0,1,0,0,0,0,0,0,0,45.3,7.493988095,553.9,3.529189236,0.055175434,0.09,0,0,0,0.033408061,0.004235043,0,9.279
3360,2,0,1,0,0,0,0,0,0,1,0,1,17.4,7.748,1731,7.939438155,0.125231848,0.24,0.005661319,0.028964409,1.055873953,0.064823024,0.000453,0.196028764,4
3360,2,0,1,0,0,0,0,0,0,1,0,1,51.7514,6.785046774,354.1081,1.624159076,0.025618493,0.2727,0.001158128,0.005925206,0.215998567,0.0433,0.005375074,0.040101313,1.18
2631,2,0,0,0,0,0,0,0,0,1,0,0,10.68,7.776,642.49,12.62590382,0.613369699,0.96,0,0,0,0,0,0,22.7054
3360,3,0,1,0,0,0,0,0,0,1,0,1,9.374031401,7.473833334,403.14,1.849049739,0.029165781,0.187456101,0.001318489,0.006745645,0.245907005,0.015096911,0.006119339,0.045653978,9.74
3360,2,0,1,0,0,0,0,0,0,1,0,1,69.94365842,7.473833334,3008,13.79655111,0.21761837,1.398690164,0.009837809,0.050332145,1.834817359,0.112644515,0.045659003,0.340643861,7.66
