"","staff","process_1","process_2","process_3","process_4","process_5","process_6","process_7","process_8","process_9","process_10","process_11","COD","pH","Cr6","water","N","P","Cu","Cr","Zn","Ni","NH3N","HWsum"
"201","4","0","0","1","0","0","0","0","0","0","1","0",275.1,7.370322581,0.162672609,27940.81,229.8504249,3.622630444,4.119189786,0.744289254,0.266893041,0.641127506,6.703343287,415.82
"306","4","1","1","0","0","0","0","0","0","0","1","0",318.9368115,7.443790067,0.06916704,11880.2,97.73048876,1.540312332,1.751445234,0.3164656,0.113480701,0.272602082,2.850205807,415.82
"530","3","0","0","0","0","0","0","0","0","0","1","0",33.35518,7.729333333,0.007166935,1231,10.1266167,0.159603751,0.181480874,0.032791464,0.011758619,0.028246424,0.29533201,417.336
"531","3","0","0","0","0","0","0","0","0","0","1","0",37.74453,7.717888889,0.011195789,1923,15.81923957,0.249324137,0.283499367,0.051225009,0.018368663,0.044124998,0.461351304,418.638
"307","4","1","1","0","0","0","0","0","0","0","1","0",385.949462,7.443790067,0.083699909,14376.38,118.2648982,1.863951398,2.119445988,0.382959018,0.137324429,0.329879221,3.449070029,426
"339","3","0","0","1","0","0","0","0","0","0","1","0",6.602984229,7.443790067,0.001431973,245.9571,2.023325163,0.031889257,0.036260365,0.006551822,0.002349404,0.005643711,0.059008127,429.96
"415","3","0","0","0","0","0","0","0","0","1","1","0",58.22914969,7.443790067,0.012628012,2169,17.84291764,0.281218957,0.319766057,0.057777974,0.020718476,0.049769694,0.520369724,432.37
"1571","5","1","0","1","0","0","0","0","0","1","1","0",576.32,7.925231419,0.130687059,22446.94,184.6560174,2.910329666,3.309252881,0.59794316,0.214415118,0.515065621,5.385296438,432.442
"532","3","0","0","0","0","0","0","0","0","0","1","0",25.78428,7.615666667,0.008744709,1502,12.35595311,0.194739914,0.221433203,0.040010381,0.014347234,0.034464767,0.360348237,435.206
"308","4","1","1","0","0","0","0","0","0","0","1","0",188.9166774,7.443790067,0.040969894,7037.03,57.88895653,0.91237724,1.037438145,0.187452898,0.067218321,0.161471106,1.688269875,437.1
"533","3","0","0","0","0","0","0","0","0","0","1","0",44.68865,7.893870968,0.008977591,1542,12.68500645,0.199926063,0.227330226,0.041075904,0.014729318,0.035382604,0.369944728,441.324
"534","3","0","0","0","0","0","0","0","0","0","1","0",45.80384,7.780666667,0.008878616,1525,12.54515878,0.19772195,0.224823991,0.040623057,0.014566932,0.034992523,0.365866219,442.253
"587","4","0","0","0","0","0","0","0","0","0","1","0",48.68,7.443790067,0.013473024,2314.14,30.71,0.3000369,0.341163404,0.061644223,0.022104866,0.053100064,0.555190592,442.95
"991","2","1","0","1","0","0","0","0","0","0","0","0",205.4,7.801612903,0.040204878,6905.63,56.80801629,0.895340739,1.716165184,0.183952656,0.065963177,0.158456012,1.656745402,448.86
"309","4","1","1","0","0","0","0","0","0","0","1","0",384.6560178,7.443790067,0.083419403,14328.2,117.8685535,1.857704681,2.112343024,0.381675595,0.136864209,0.328773687,3.437511056,455.011
"1581","5","1","0","1","0","0","0","0","0","1","1","0",784.1158,7.990322581,0.158764682,27269.5805,224.3286671,3.535603031,4.020233396,0.726408996,0.260481398,0.625725529,6.542307091,455.98
"416","3","0","0","0","0","0","0","0","0","1","1","0",41.77250204,7.443790067,0.0090591,1556,12.80017512,0.201741215,0.229394184,0.041448837,0.014863047,0.035703847,0.3733035,456.06
"1591","5","1","0","1","0","0","0","0","0","1","1","0",833.71,7.631428571,0.16868579,28973.64,238.346829,3.756540714,4.271455336,0.771801852,0.276758722,0.664826737,6.951131882,464.005
"1601","5","1","0","1","0","0","0","0","0","1","1","0",591.1071,8.265483871,0.151995293,26106.8636,214.7637699,3.384852439,3.848819196,0.695436462,0.249375025,0.599045924,6.263357034,466.426
"630","5","1","1","0","0","0","0","0","0","0","1","0",98.61075627,7.443790067,0.021385472,3673.19,30.21688642,0.476242812,0.541522122,0.097846693,0.035086629,0.084284713,0.881243369,467.746
"173","4","1","0","1","0","0","0","0","0","0","1","0",205.38,7.96137931,0.128622097,22092.26,181.7383013,2.864344078,3.25696398,0.58849517,0.211027184,0.506927163,5.300204352,467.959
"1611","5","1","0","1","0","0","0","0","0","1","1","0",839.71,7.925231419,0.153573104,26377.87,216.993159,3.419989432,3.888772469,0.702655549,0.251963702,0.605264414,6.328374796,472.797
"174","4","1","0","1","0","0","0","0","0","0","1","0",679.93,7.412666667,0.120292558,20661.57,169.9689681,2.678849772,3.046043694,0.550384349,0.197361109,0.474098669,4.95696426,481.987
"631","5","1","1","0","0","0","0","0","0","0","1","0",73.97303389,7.443790067,0.01604235,2755.45,22.66725099,0.357254391,0.406223781,0.07339987,0.026320297,0.063226327,0.661066278,482.34
"632","5","1","1","0","0","0","0","0","0","0","1","0",132.3882269,7.443790067,0.028710708,4931.38,40.56717712,0.639371848,0.727011498,0.131362446,0.047104969,0.113155036,1.183098594,483.035
"175","4","1","0","1","0","0","0","0","0","0","1","0",279.53,7.511612903,0.12944644,22233.85,182.9030679,2.882701751,3.277837966,0.592266854,0.212379664,0.510176075,5.334173531,487.066
"1621","5","1","0","1","0","0","0","0","0","1","1","0",813.08,7.925231419,0.15006084,25774.6,212.0304587,3.341773222,3.799835046,0.686585601,0.246201215,0.591421831,6.183642918,487.552
"1341","3","1","1","1","0","0","0","0","0","0","0","0",3.187542582,7.443790067,0.000691275,118.734,0.976745497,0.015394307,0.017504427,0.003162845,0.001134157,0.002724461,0.028485744,495.448
"213","4","0","0","1","0","0","0","0","0","0","1","0",480.66,7.561666667,0.139318646,23929.51,196.8521328,3.102550407,3.527821605,0.637435964,0.228576755,0.549084549,5.740983179,496.04
"633","5","1","1","0","0","0","0","0","0","0","1","0",83.69185214,7.443790067,0.018150046,3117.47,25.64534829,0.404191637,0.459594786,0.083043384,0.029778344,0.071533208,0.747919319,497.079
"163","5","1","0","1","0","0","0","0","0","1","1","0",814.0919,7.980333333,0.151504585,26022.5791,214.0704175,3.373924639,3.836393506,0.693191285,0.248569933,0.597111939,6.243136148,498.929
"164","5","1","0","1","0","0","0","0","0","1","1","0",1038.12,7.925231419,0.150427105,25837.51,212.5479774,3.349929738,3.809109589,0.688261402,0.246802136,0.592865358,6.198735799,500.022
"165","5","1","0","1","0","0","0","0","0","1","1","0",631.92,7.925231419,0.14175098,24347.29,200.2889305,3.156717146,3.589413059,0.648564817,0.232567426,0.558670894,5.841213729,507.335
"166","5","1","0","1","0","0","0","0","0","1","1","0",1131.84,7.925231419,0.188788724,32426.54,266.7515364,4.204222104,4.78050108,0.863780444,0.309741123,0.744056694,7.779524975,508.653
"176","4","1","0","1","0","0","0","0","0","0","1","0",150.53,8.2124,0.08951415,15375.04,126.4802086,1.9934314,2.266674006,0.409561393,0.146863716,0.352794391,3.688660822,511.956
"222","4","0","0","1","0","0","0","0","0","0","1","0",477.28,7.391612903,0.125554753,21565.41,177.4042575,2.796036006,3.17929282,0.574460903,0.205994667,0.494838107,5.17380657,512.32
"167","5","1","0","1","0","0","0","0","0","1","1","0",695.91,7.925231419,0.164012611,28170.97,231.7437978,3.652471548,4.153121255,0.750420273,0.269091549,0.646408738,6.758561496,513.485
"535","3","0","0","0","0","0","0","0","0","0","1","0",31.8211,7.866129032,0.008872794,1524,12.53693245,0.197592296,0.224676566,0.040596419,0.01455738,0.034969577,0.365626307,521.696
"536","3","0","0","0","0","0","0","0","0","0","1","0",47.22595,7.410967742,0.015684585,2694,22.16174279,0.349287169,0.39716448,0.071762961,0.025733322,0.0618163,0.646323668,523.47
"634","5","1","1","0","0","0","0","0","0","0","1","0",110.491221,7.443790067,0.023961959,4115.73,33.8573681,0.533619777,0.606763833,0.109635104,0.03931381,0.094439199,0.987414147,524.796
"621","4","0","1","0","0","0","0","0","0","1","1","0",1009.5168,7.962333333,0.028562241,4905.8791,40.35739821,0.636065561,0.723252013,0.130683151,0.046861383,0.112569894,1.176980615,525.6
"168","5","1","0","1","0","0","0","0","0","1","1","0",703.29,7.820645161,0.159310728,27363.37,225.1002108,3.54776319,4.034060366,0.728907367,0.261377284,0.627877615,6.564808343,526.17
"419","4","1","0","1","0","0","0","0","0","0","1","0",30.5905,7.443790067,0.003598023,618,5.083874182,0.08012601,0.091109001,0.016462327,0.00590319,0.014180577,0.148265786,535.306
"635","5","1","1","0","0","0","0","0","0","0","1","0",112.9559597,7.443790067,0.024496481,4207.54,34.61262779,0.545523287,0.620298975,0.112080745,0.040190787,0.096545863,1.009440493,550.523
"636","5","1","1","0","0","0","0","0","0","0","1","0",92.74891448,7.443790067,0.020114228,3454.84,28.42066647,0.447932918,0.50933175,0.09203027,0.033000931,0.079274472,0.828858523,559.575
"637","5","1","1","0","0","0","0","0","0","0","1","0",84.69992248,7.443790067,0.018368663,3155.02,25.95424712,0.409060135,0.465130616,0.084043644,0.030137025,0.072394827,0.756928025,565.762
"169","5","1","0","1","0","0","0","0","0","1","1","0",596.39,7.959032258,0.181391061,31155.91,256.2989101,4.039480175,4.59317773,0.829933313,0.297603955,0.714900923,7.474685242,571.2
"638","5","1","1","0","0","0","0","0","0","0","1","0",126.174433,7.443790067,0.027363138,4699.92,38.66310994,0.609362194,0.692888376,0.125196798,0.044894043,0.107843974,1.127568499,586.94
"177","4","1","0","1","0","0","0","0","0","0","1","0",1705.16,8.339277871,0.122855188,21101.73,173.5898711,2.735918161,3.110934532,0.562109362,0.201565555,0.484198544,5.062564047,610.978
"639","5","1","1","0","0","0","0","0","0","0","1","0",12.59457044,7.443790067,0.002731353,469.14,3.859302158,0.060825754,0.069163231,0.012496984,0.004481266,0.010764847,0.112552445,611.28
"420","4","1","0","1","0","0","0","0","0","0","1","0",267.012,7.443790067,0.011038653,1896.01,15.59721082,0.245824783,0.279520351,0.050506047,0.018110852,0.043505688,0.454876072,614.18
"178","4","1","0","1","0","0","0","0","0","0","1","0",83.95,7.606666667,0.104123266,17884.3163,147.1223526,2.31876845,2.63660549,0.476403671,0.17083254,0.410372036,4.290667007,618.856
"273","5","0","0","0","0","0","0","0","0","0","1","0",129.0432052,7.443790067,0.027985282,4806.78,39.54217595,0.623216992,0.708642272,0.128043342,0.045914779,0.110295975,1.153205524,649.164
"179","4","1","0","1","0","0","0","0","0","0","1","0",151.77,7.887096774,0.131130303,22523.072,185.2823046,2.920200464,3.320476684,0.59997117,0.215142337,0.516812539,5.403561439,666.342
"421","4","1","0","1","0","0","0","0","0","0","1","0",47.7362,7.443790067,0.004954559,851,7.000609917,0.110335331,0.125459158,0.022668998,0.008128826,0.019526975,0.204165346,685.32
"274","5","0","0","0","0","0","0","0","0","0","1","0",137.7222748,7.443790067,0.02986749,5130.07,42.20166735,0.665132749,0.756303484,0.136655164,0.049002874,0.11771416,1.230766764,692.056
"310","4","1","1","0","0","0","0","0","0","0","1","0",316.6064326,7.443790067,0.068661657,11793.39482,97.01640039,1.529057716,1.738647931,0.314153278,0.11265153,0.270610258,2.829380179,695.37
"422","4","1","0","1","0","0","0","0","0","0","1","0",179.861,7.443790067,0.009299253,1597.249,13.13950316,0.207089303,0.235475341,0.042547631,0.015257061,0.036650343,0.383199641,696.071
"180","4","1","0","1","0","0","0","0","0","0","1","0",216.15,7.93516129,0.140909308,24202.7236,199.099679,3.137973571,3.568100275,0.644713847,0.231186515,0.555353685,5.806530475,708.751
"181","4","1","0","1","0","0","0","0","0","0","1","0",432.31,8.221333333,0.086089159,14786.76,121.640821,1.917158699,2.179946493,0.393890749,0.141244414,0.339295767,3.547525229,735.594
"182","4","1","0","1","0","0","0","0","0","0","1","0",116.83,7.836774194,0.111624153,19172.6761,157.7208301,2.485809113,2.826542665,0.510723089,0.183139065,0.439934633,4.599760337,736.806
"183","4","1","0","1","0","0","0","0","0","0","1","0",171.6,8.177322581,0.100706563,17297.46,142.2946769,2.242680338,2.550087866,0.460770951,0.165226838,0.39690608,4.149872977,749.615
"275","5","0","0","0","0","0","0","0","0","0","1","0",101.5203345,7.443790067,0.022016465,3781.57,31.10845646,0.490294684,0.557500105,0.100733727,0.036121885,0.086771591,0.907245061,776.08
"423","4","1","0","1","0","0","0","0","0","0","1","0",105.047615,7.443790067,0.005310633,912.159605,7.503729232,0.118264902,0.134475648,0.024298171,0.008713028,0.020930339,0.218838286,860.728
"276","5","0","0","0","0","0","0","0","0","0","1","0",116.7681032,7.443790067,0.025323211,4349.54,35.78076717,0.563934117,0.641233405,0.115863351,0.041547183,0.099804184,1.043508036,871.714
"277","5","0","0","0","0","0","0","0","0","0","1","0",318.881777,7.443790067,0.069155105,11878.15,97.71362478,1.540046542,1.751143011,0.316410992,0.113461119,0.272555043,2.849713987,885.381
"278","5","0","0","0","0","0","0","0","0","0","1","0",98.78686656,7.443790067,0.021423664,3679.75,30.27085117,0.47709334,0.542489234,0.098021438,0.035149291,0.084435238,0.882817193,893.398
"170","5","1","0","1","0","0","0","0","0","1","1","0",1204.09,7.925231419,0.180716752,31040.09,255.3461362,4.02446368,4.576102901,0.826848092,0.296497632,0.712243327,7.446898602,975.158
"279","5","0","0","0","0","0","0","0","0","0","1","0",143.2933735,7.443790067,0.031075681,5337.59,43.90879611,0.692038493,0.786897238,0.142183096,0.050985123,0.122475897,1.280553359,981.576
"280","5","0","0","0","0","0","0","0","0","0","1","0",229.1879466,7.443790067,0.049703425,8537.11,70.22911507,1.106868219,1.258588291,0.227412134,0.081547215,0.195891817,2.04815748,997.244
"281","5","0","0","0","0","0","0","0","0","0","1","0",193.4823904,7.443790067,0.041960049,7207.1,59.28800909,0.934427451,1.062510812,0.191983235,0.068842844,0.165373518,1.729071756,1044.327
"282","5","0","0","0","0","0","0","0","0","0","1","0",142.2616786,7.443790067,0.03085194,5299.16,43.5926581,0.687055899,0.781231673,0.141159395,0.050618036,0.121594085,1.27133353,1066.871
"283","5","0","0","0","0","0","0","0","0","0","1","0",126.9433048,7.443790067,0.027529882,4728.56,38.89871214,0.613075477,0.697110644,0.125959713,0.045167615,0.108501145,1.134439586,1101.881
"284","5","0","0","0","0","0","0","0","0","0","1","0",123.9523829,7.443790067,0.026881248,4617.15,37.98221631,0.598630754,0.680685962,0.122991965,0.044103417,0.10594474,1.10771096,1157.865
"285","5","0","0","0","0","0","0","0","0","0","1","0",128.1043978,7.443790067,0.027781685,4771.81,39.25450107,0.618683001,0.7034868,0.127111809,0.045580743,0.109493556,1.144815792,1181.266
"286","5","0","0","0","0","0","0","0","0","0","1","0",60.71268064,7.443790067,0.013166609,2261.51,18.60393576,0.293213224,0.333404396,0.060242262,0.02160214,0.051892421,0.542564009,1200.5
"287","5","0","0","0","0","0","0","0","0","0","1","0",50.49640452,7.443790067,0.010951031,1880.96,15.4734045,0.243873494,0.277301596,0.050105144,0.017967093,0.043160352,0.451265392,1376.1045
"288","5","0","0","0","0","0","0","0","0","0","1","0",184.5206316,7.443790067,0.040016535,6873.28,56.54189439,0.891146441,1.013297208,0.183090914,0.065654167,0.157713712,1.64898424,1926.726
"252","5","0","1","1","0","0","0","0","0","0","0","0",2535.4379,7.46642,0.327205244,56201.1,462.3289988,7.286682664,8.285479093,1.497088839,0.536837782,1.289585773,16.297719,2052.704
"253","5","0","1","1","0","0","0","0","0","0","0","0",1219.4411,7.469444444,0.225290957,38696.2,318.3278513,5.017106955,5.704809267,1.030792087,0.369629459,0.887919791,4.04696,2074.291
"588","5","0","1","1","0","0","0","0","0","0","1","0",706.661,6.97,0.200790633,34488,283.7097941,5.3866,0.01,0.91869376,0.3,0.791358783,0.793,2348.671
"589","5","0","1","1","0","0","0","0","0","0","1","0",821.91,6.97,0.214845046,36902,303.5681635,2.3603,0.026521489,0.982998062,0.027751744,0.846750227,1.248,2488.955
"590","5","0","1","1","0","0","0","0","0","0","1","0",664.97,6.97,0.196103889,33683,277.0875956,5.521272172,0.024207992,0.897250114,0.02533093,0.77288732,1.137648706,2662.506
"591","5","0","1","1","0","0","0","0","0","0","1","0",714.434,6.97,0.228864527,39310,323.3771749,7.6952,11.05,1.047142534,0.05,0.902003995,9.909,2781.05
"592","5","0","1","1","0","0","0","0","0","0","1","0",555.513,6.97,0.158062657,27149,223.3367316,4.450227658,0.019512002,0.723196964,0.020417107,0.622958699,0.916961812,2783.252
"593","5","0","1","1","0","0","0","0","0","0","1","0",351.975,6.97,0.113657932,19522,160.5944851,3.20002005,0.014030473,0.520028404,0.014681306,0.447950191,0.659358669,2822.19
"594","5","0","1","1","0","0","0","0","0","0","1","0",1006.459,6.97,0.265042705,45524,374.4956121,8.5217,0.03,1.212671502,0.01,1.044589923,1.312,2942.209
"595","5","0","1","1","0","0","0","0","0","0","1","0",813.331,6.97,0.243023736,41742,343.3836183,7.165,0.03,1.111926321,0.031391613,0.957808465,1.408,2988.565
"596","5","0","1","1","0","0","0","0","0","0","1","0",860.658,6.97,0.250801986,43078,354.374,6.2423,0.25,1.147514782,0.01,0.98846421,7.198,2994.416
"597","5","0","1","1","0","0","0","0","0","0","1","0",735.634,6.97,0.2094713,35979,295.9752576,5.897629412,0.025858129,0.958411123,0.027057612,0.825571146,1.215196473,3029.714
"254","5","0","1","1","0","0","0","0","0","0","0","0",2572.821,7.600666667,0.523893084,89984.4,740.2416957,11.66681377,13.26600129,2.397010752,0.859538793,2.064774568,20.22049,3055.177
"255","5","0","1","1","0","0","0","0","0","0","0","0",4580.6,7.377903226,0.611925699,105104.97,864.6285491,13.62725219,15.49515991,2.799793555,1.00397179,2.411729912,16.89808,3061.614
"598","5","0","1","1","0","0","0","0","0","0","1","0",925.646,6.97,0.294246074,50540,415.7589015,8.284448998,0.036323128,1.346288061,0.038008052,1.159686642,1.706996574,3150.463
"256","5","0","1","1","0","0","0","0","0","0","0","0",540.64,7.175294118,0.055613265,9552.19,78.57950181,1.238477134,1.408237037,0.254451906,0.091243347,0.219183758,35.81,3695.921
"257","5","0","1","1","0","0","0","0","0","0","0","0",1118.2197,7.558833333,0.321269089,55181.5,453.9414291,7.154487714,8.135163984,1.469928663,0.527098474,1.266190116,21.72453,3734.429
