"","staff","process_1","process_2","process_3","process_4","process_5","process_6","process_7","process_8","process_9","process_10","process_11","COD","pH","Cr6","water","N","P","Cu","Cr","Zn","Ni","NH3N","HWsum"
"497","5","0","0","1","0","0","0","0","0","1","1","0",247.55,7.57516129,0.045562555,7825.87,64.37821754,0.450487058,1.15373333,0.208466073,0.074753389,0.179571763,13.98,133.993
"126","3","1","0","1","0","0","0","0","0","0","1","0",46.64118111,7.443790067,0.010114958,1737.3553,14.29206433,0.225254608,0.256130592,0.046279792,0.016595369,0.03986521,0.416812862,137.137
"377","3","0","1","1","0","0","0","0","0","0","1","0",1.62069791,7.443790067,0.000351477,60.37,0.496623761,0.007827196,0.008900082,0.00160814,0.000576659,0.001385245,0.014483504,3.42
"493","5","0","0","1","0","0","0","0","0","1","1","0",151,7.693548387,0.049014037,8418.7,69.25503491,0.484612624,1.24113163,0.22425792,0.080416153,0.193174791,0.92,123.475
"606","4","0","1","1","0","0","0","0","0","0","1","0",320.82,8.000322581,0.014506494,2491.65,20.49714418,0.323051735,0.014,0.066372747,0.163,0.057173194,0.59777742,165.404
"56","5","0","0","0","0","0","0","0","0","0","1","0",217.996,7.443790067,0.003756359,645.196,5.307597551,0.083652073,0.095118387,0.017186776,0.006162968,0.014804614,0.15479044,82.91
"234","2","0","0","0","0","0","0","0","0","0","1","0",200.7,6.898333333,0.040477815,6952.51,57.19366681,0.901418906,1.024977736,0.185201449,0.066410979,0.159531717,1.66799249,176.05
"374","2","0","1","0","0","0","0","0","0","0","0","0",12.85441366,7.443790067,0.002787705,478.819,3.938924841,0.062080673,0.070590163,0.012754814,0.004573721,0.010986941,0.114874556,2.773
"50","2","0","0","1","0","0","0","0","0","0","1","0",23.62455128,8.480967742,0.005123398,880,7.239173592,0.114095289,0.1297345,0.023441502,0.008405836,0.020192407,0.211122802,15.87
"38","4","0","1","1","0","0","0","0","0","0","1","0",15.08808814,7.443790067,0.003272116,562.022,4.623380478,0.072868253,0.236,0.014971181,0.005368483,0.01289611,0.134835977,28.65
"357","2","0","1","1","0","0","0","0","0","0","1","0",10.39735294,7.443790067,0.002254848,387.295,3.186017882,0.050214244,0.057097185,0.010316791,0.003699475,0.008886839,0.092916824,9
"477","2","0","1","0","0","0","0","0","0","0","0","0",152.1,7.156067581,0.0383498,6587,54.1868596,0.854029169,0.971092217,0.175464968,0.062919595,0.151144755,1.580302154,105.708
"586","4","0","0","0","0","0","0","0","0","0","1","0",169.01,7.443790067,0.018602186,3195.13,57.67,0.414260546,0.471043855,0.085112097,0.030520159,0.073315188,0.766550907,155.23
"325","3","0","0","1","0","0","0","0","0","0","1","0",63.2799311,7.443790067,0.013723363,2357.1385,19.39060771,0.305611816,0.347502482,0.062789621,0.022515591,0.054086704,0.56550646,66.36
"486","5","0","0","1","0","0","0","0","0","1","1","0",93.23,7.62,0.048704188,8365.48,68.81722943,0.481549077,1.233285641,0.222840242,0.079907791,0.191953609,38.85,102.688
"291","3","0","0","1","0","0","0","0","0","0","1","0",46.12204502,7.443790067,0.010002374,1718.0178,14.1329876,0.222747429,0.25327975,0.045764679,0.016410655,0.039421494,0.412173559,144.84
"454","2","0","0","1","0","0","0","0","0","0","1","0",122.5359031,6.800666667,0.026574059,4564.387,37.54817027,0.591789834,0.672907346,0.121586461,0.043599421,0.104734045,1.095052468,4.8
"446","3","0","0","0","0","0","0","0","0","1","1","0",54.9357,7.397666667,0.035989154,6181.533,50.85135279,0.801458857,0.911316014,0.164664109,0.059046539,0.141840943,1.483025644,191.402
"289","3","0","0","1","0","0","0","0","0","0","1","0",74.35332474,7.443790067,0.016124822,2769.6156,22.78378195,0.359091014,0.408312153,0.073777214,0.026455608,0.06355137,0.664464779,100.66
"485","5","0","0","1","0","0","0","0","0","1","1","0",132.75,7.429666667,0.033909619,5824.35,47.91304626,0.335271899,0.858658107,0.155149443,0.055634696,0.133645051,0.1,98.1
"67","5","0","0","0","0","0","0","0","0","0","1","0",7344.498029,7.443790067,0.112623063,19344.25,159.1322543,2.508054311,2.851837045,0.515293487,0.184777954,0.443871554,4.640923022,101.079
"1","5","1","1","0","0","0","0","0","0","0","1","0",79.7007538155769,7.443790067,0.0172845060444114,2968.80404307905,24.4223725332818,0.384916539830794,0.43767762216023,0.0790832101522049,0.028358273409102,0.0681219311358455,0.712252531410558,356.72089247931
"212","4","0","0","1","0","0","0","0","0","0","1","0",365.016212212574,7.22799081524226,0.073082277245755,12552.6849544593,103.262574356442,1.62750251929987,1.85058671021527,0.334379301289186,0.119904335377015,0.28803286651312,3.01154320223453,315.783165962154
"314","3","0","0","0","0","0","0","0","0","0","1","0",26.698694260752,7.717888889,0.00837274735849743,1438.11145143793,11.8303845948945,0.186456524730701,0.212014398004527,0.0383085138198552,0.0137369650488125,0.0329987859000173,0.345020589931409,326.032376411258
"410","3","0","0","0","0","0","0","0","0","0","1","0",13.4018805228265,7.71944707286145,0.00494395777858981,849.179180986248,6.98563125285501,0.11009925473796,0.125190722931048,0.0226204942438235,0.00811143284670837,0.0194851945854387,0.203728509143164,305.713015950948
"510","4","1","1","0","0","0","0","0","0","0","1","0",320.905329101782,7.443790067,0.0695939475592594,11953.5260694494,98.3336934696947,1.54981933091169,1.76225537136575,0.318418864970503,0.114181117995206,0.274284615955654,2.86779763117186,404.698104990006
"6","3","0","0","0","0","0","0","0","0","0","1","0",30.0253856478918,7.717888889,0.00857070204708114,1472.11241104361,12.1100878332029,0.190864875724257,0.217027008567015,0.0392142337180854,0.0140617456411708,0.0337789694929243,0.353177837153661,373.518894095751
"710","3","1","0","1","0","0","0","0","0","0","1","0",24.6451882521371,7.43961181891451,0.00402849686514909,388.899326493879,7.32957951212526,0.129339061105432,0.0977120158825245,0.0359836031094419,0.00923525491372867,0.0245755172247548,0.363471643472739,281.17290589812
"810","4","0","0","1","0","0","0","0","0","0","1","0",246.764899839528,7.45519363740864,0.127249314289132,21856.4695039128,179.798610072618,2.83377295908042,3.22220243226301,0.582214166118364,0.208774892297799,0.501516733607891,5.24363531791498,305.14332289773
"9","3","0","0","0","0","0","0","0","0","0","1","0",27.0456863377323,7.73674858261713,0.00832794748955664,1430.4166076188,11.7670842414192,0.185458859119225,0.210879980828166,0.0381035378354103,0.0136634636776355,0.0328222204784209,0.343174501892023,318.619878091052
"10","3","0","0","0","0","0","0","0","0","0","1","0",40.7781664325919,7.08525010124722,0.0127393798566586,2188.12863685167,18.0002761849486,0.283699056019268,0.322586107081314,0.058287524187368,0.0209011946050235,0.0502086178292829,0.52495891876916,447.898569163516
"11","4","1","1","0","0","0","0","0","0","0","1","0",285.336068162052,7.443790067,0.0618801300946584,10628.5929836456,87.4343518772952,1.37803680464905,1.5669263585614,0.283125204781955,0.101525242167314,0.243882811476837,2.54992992027438,299.351301194207
"12","2","1","0","1","0","0","0","0","0","0","0","0",1752.55248503816,7.346814832867,0.108639287198377,18659.9925587549,153.503324244674,2.41933777613895,8.2185201156235,0.497066188861263,0.178241867509188,0.428170639240629,4.47676126225816,300.370435268752
"13","2","1","0","1","0","0","0","0","0","0","0","0",43.2683462273981,7.38490003648061,0.0190541842232803,3272.76569466025,26.9228624881218,0.424326304424437,0.813337312041864,0.0871801620072856,0.0312617419988008,0.0750966095876687,0.785176662639625,305.31342250091
"14","2","1","0","1","0","0","0","0","0","0","0","0",2509.69735790196,7.40596439897886,0.14738549787449,25315.0804670359,208.250297681171,3.2821947963664,11.712465060167,0.6743448867404,0.241811844376199,0.580877733740806,6.0733985414371,299.064378043497
"15","2","1","0","1","0","0","0","0","0","0","0","0",278.631178442079,7.42939629523888,0.0390130613016671,6700.92235398445,55.1240228982893,0.868799627810048,1.66529189165528,0.178499639157482,0.0640077917599797,0.153758807390279,1.60763352481477,352.18874130543
"16","2","1","0","0","0","0","0","0","0","0","1","0",17.4714239394717,7.45057622731663,0.00386479929173015,1327.66907160733,6.25903349331052,0.138556899082309,0.188528261091088,0.0213736771926507,0.0108157125287164,0.0215671275682504,0.132979358624291,300.414429572318
"17","4","0","0","1","0","0","0","0","0","0","1","0",267.530633212607,7.37804360826584,0.15940781969581,27380.046528434,225.237397496397,3.5499253641207,4.03651891268231,0.729351597421047,0.26153657962179,0.628260273874189,6.56880924691039,404.058185246661
"18","2","1","0","1","0","0","0","0","0","0","0","0",7.88411258293781,7.18503724916994,0.00368170920289515,632.373993308018,5.20211944636348,0.0819896519676089,0.157155571457727,0.0168452227280111,0.00604049133489782,0.0145104008757575,0.151714283237495,312.755141248508
"19","2","1","0","1","0","0","0","0","0","0","0","0",560.144445777675,7.41687171958108,0.115077855075117,19765.8874491696,162.600784602157,2.56272118179617,7.52311584312469,0.526525095099394,0.188805471304269,0.453546411997106,4.74207902110374,320.266864148307
"20","3","0","0","0","0","0","0","0","0","0","1","0",16.1265690266759,7.717888889,0.00521747855804777,896.159359868616,7.3721058771375,0.116190410055049,0.132116802572236,0.0238719556086913,0.0085601917352504,0.0205631985749319,0.214999630450258,320.206245216988
"21","4","1","1","0","0","0","0","0","0","0","1","0",323.20636951053,7.443790067,0.0700929687800761,12039.2384103356,99.0387917850088,1.56093225626135,1.77489156189558,0.320702075907173,0.114999849555266,0.276251364679516,2.88836107384413,339.05713537943
"22","4","0","0","1","0","0","0","0","0","0","1","0",242.356789057848,7.20689162350198,0.0864338896437056,14845.9713099618,122.127912998612,1.92483566662408,2.18867575360828,0.395468024110804,0.141810005434637,0.340654424781516,3.56173074821686,346.328970626512
"231","2","1","0","1","0","0","0","0","0","0","0","0",1224.10291106425,7.29728608045561,0.113997722150155,19580.3627766726,161.074596773028,2.53866721482769,4.15220400845632,0.521583076009335,0.187033323541856,0.449289377866584,4.69756937534255,358.356567855129
"242","4","1","0","0","0","0","0","0","0","0","1","0",739.536502705148,8.02248975264779,0.0247257313296241,4050.21846398869,34.3071775142448,0.534276674861631,0.573753569141049,0.0879438238978365,0.0367137273035953,0.0984973516327597,0.610566109518818,312.177237479332
"25","3","0","0","0","0","0","0","0","0","1","1","0",103.973125829746,7.24640401935978,0.0344756278885176,5921.56827110687,48.7127961937327,0.767753458014833,0.872990566299526,0.157739150286882,0.0565633341389432,0.135875814049115,1.42065691457313,329.45518601466
"266","4","0","0","1","0","0","0","0","0","0","1","0",281.02152382547,7.36133791962073,0.0643735635090745,11056.867579638,90.9574815877563,1.43356420587924,1.63006498413266,0.294533613334612,0.10561615815922,0.25370996547259,2.6526782530543,341.86587102553
"27","4","0","0","1","0","0","0","0","0","0","1","0",461.887619802507,7.08374964036197,0.104613653277009,17968.5456548817,147.815251363687,2.32968910057221,2.6490230502418,0.478647378021043,0.171637106525252,0.412304755973337,4.31087466291848,348.883707719342
"2810","4","0","0","1","0","0","0","0","0","0","1","0",-1.20005236335722,7.44913846961301,0.00297679712941186,147.502308435388,-2.17579740035279,0.0143346150785609,0.0112548622668667,-0.0074517659239483,0.00395096162849081,0.0115811940194419,0.0506582997543427,373.543863446036
"295","5","1","1","0","0","0","0","0","0","0","1","0",93.9802891023478,7.443790067,0.0203812736115726,3500.707946959,28.7979915061338,0.453879868709456,0.516093858072116,0.093252103485556,0.0334390659151429,0.0803269541063741,0.83986280689348,461.351853839134
"3010","3","0","0","0","0","0","0","0","0","0","1","0",24.1222069882844,7.717888889,0.00753979263183932,1295.04233370768,10.6534502958989,0.16790707866208,0.19092235135676,0.0344974279877927,0.012370356729061,0.02971593405927,0.310696552464431,344.785944978817
"31","3","0","0","0","0","0","0","0","0","0","1","0",20.6972222539922,7.70904057239398,0.00612353115167005,1051.78374948632,8.6523240266414,0.136367694228882,0.155059816430163,0.0280174887890844,0.0100467296994147,0.0241341425913917,0.25233583193378,386.620779011891
"3210","5","1","1","0","0","0","0","0","0","0","1","0",121.440333711712,7.443790067,0.0263364658675557,4523.57771374533,37.2124594601585,0.58649875748742,0.666891014332501,0.120499379988104,0.0432096065820188,0.103797638485186,1.08526181975564,469.278686603704
"331","4","0","1","0","0","0","0","0","0","1","1","0",613.9594166776,8.07531148983246,0.0176026880064075,3023.45526740498,24.8719517353182,0.392002275602817,0.445734610307614,0.0805390133197252,0.028880307094518,0.069375953542224,0.725364030765829,347.135009787717
"343","4","1","0","1","0","0","0","0","0","0","1","0",10.5767615882163,7.443790067,0.00124403530512177,213.675400679931,1.75776513437553,0.027703814419724,0.0315012171255562,0.00569190000741987,0.0020410405997293,0.0049029888641127,0.0512633514398824,416.212650226657
"351","5","1","0","1","0","0","0","0","0","1","1","0",635.876490247678,7.91797295288631,0.122106156822761,20973.0756384858,172.53151742139,2.71923764261757,3.09196759001976,0.558682258302547,0.200336637607535,0.48124645128674,5.03169828608448,376.394129913947
"361","4","1","1","0","0","0","0","0","0","0","1","0",381.123489757122,7.443790067,0.0826533121466663,14196.6155045868,116.786095508744,1.84064425951206,2.09294410495774,0.378170438329626,0.135607302692134,0.325754359952996,3.40594232048153,404.760948278341
"375","4","0","0","1","0","0","0","0","0","0","1","0",249.360007335711,7.40774817227905,0.0655519373892092,11259.2662635199,92.622480686785,1.45980595170242,1.65990372508843,0.299925123657999,0.107549487849711,0.258354188794116,2.70123618179093,345.441866944588
"381","4","1","1","0","0","0","0","0","0","0","1","0",340.047570329577,7.443790067,0.0737452785789683,12666.5627791823,104.19937137783,1.64226720508026,1.86737521296701,0.337412787021229,0.120992105966856,0.290645897863376,3.03886388992939,366.059523610091
"393","4","0","0","1","0","0","0","0","0","0","1","0",450.355526494467,7.63046035666009,0.126606364732301,21746.0358555731,178.890146027234,2.81945482359461,3.20592168896055,0.579272426752366,0.207720020560794,0.498982732658964,5.21714092994227,470.737158876529
"401","3","0","0","0","0","0","0","0","0","0","1","0",34.2039135344441,7.717888889,0.0101434096209804,1742.24221744109,14.3322657442831,0.225888214749814,0.256851048757877,0.0464099705026697,0.0166420489391159,0.0399773455192219,0.417985293668727,381.403001141073
"41","3","0","0","0","0","0","0","0","0","0","1","0",27.3097373227008,7.71868673435713,0.00812093414704588,1394.85973275476,11.4745815266495,0.180848777849489,0.205637988644806,0.0371563716138376,0.013323820854874,0.032006335618485,0.334643971658936,368.497955571903
"429","4","0","0","1","0","0","0","0","0","0","1","0",333.547564094362,7.48666902976018,0.138209383314372,23738.9819439356,195.284785445799,3.07784773277666,3.49973289818294,0.632360664233739,0.226756814469983,0.544712707856557,5.69527315959026,328.35152226394
"43","5","1","1","0","0","0","0","0","0","0","1","0",111.558694335865,7.443790067,0.0241934593507493,4155.49272537015,34.1844695434867,0.538775162763596,0.612625875298999,0.110694306185977,0.0396936269309838,0.0953515911553555,0.996953712923471,477.468234485239
"441","4","0","0","1","0","0","0","0","0","0","1","0",300.143467499663,7.18727311165845,0.0732697870777795,12584.891846961,103.527518992573,1.63167826320552,1.85533482954906,0.335237230930329,0.120211978512645,0.288771883388055,3.01927003081615,348.859594164674
"453","3","0","0","0","0","0","0","0","0","0","1","0",29.3797693803499,7.72755419317416,0.0070991358241027,1219.35472140461,10.0308187512987,0.158093896960313,0.179764062252606,0.0324812563409461,0.011647382207112,0.0279792121651801,0.292538164646389,403.83584687334
"46","2","1","0","1","0","0","0","0","0","0","0","0",15.897939257559,7.29909248944861,0.00345577824343768,593.567908567523,4.88288764657386,0.076958297522994,0.147511606941453,0.0158115031973677,0.00566981231364994,0.0136199598072536,0.142404227446161,368.597743712677
"471","3","0","0","0","0","0","0","0","0","0","1","0",24.1800721899132,7.717888889,0.00754820229927275,1296.48678724188,10.6653328526471,0.168094357457381,0.191135300744442,0.0345359054491252,0.0123841542769606,0.0297490783721513,0.311043094593778,345.220440532392
"48","3","0","0","0","0","0","0","0","0","0","1","0",21.721818288335,7.7220747371892,0.00666284216828161,1144.41640968155,9.41435119436419,0.148377864640081,0.16871623910996,0.0304850443448091,0.0109315648460287,0.0262596836358024,0.27455954385881,383.433405216186
"494","5","1","1","0","0","0","0","0","0","0","1","0",110.93749530069,7.443790067,0.0240587414057256,4132.35344404325,33.9941180971225,0.535775068716201,0.609214554127797,0.110077920370023,0.0394725984654556,0.0948206385151268,0.991402315316578,501.516205410347
"501","5","1","1","0","0","0","0","0","0","0","1","0",110.262952956207,7.443790067,0.0239124550259211,4107.22715610688,33.7874208695248,0.532517351573786,0.60551029702924,0.10940860461916,0.0392325900699543,0.0942440929083936,0.985374210213574,497.160769194472
"5110","5","1","1","0","0","0","0","0","0","0","1","0",104.657894460605,7.443790067,0.0226968993227543,3898.442176628,32.0698859727558,0.505447598099558,0.574730052825597,0.103846976004747,0.0372382579242383,0.089453330256704,0.935284130424088,391.08268037333
"5210","2","1","0","1","0","0","0","0","0","0","0","0",764.60590899053,7.26784338383278,0.109688940686089,18840.2821310063,154.986446470358,2.44271299319322,4.05528049050598,0.501868755913508,0.179964009185284,0.432307548949866,4.52001494397982,376.357253313235
"537","2","1","0","1","0","0","0","0","0","0","0","0",7.15612373650307,7.1361118631302,0.00349535454796069,600.365561521116,4.93880740749646,0.0778396390983573,0.149200938034362,0.0159925799527907,0.00573474399160737,0.0137759381734659,0.144035067505676,330.696394899634
"544","4","0","0","1","0","0","0","0","0","0","1","0",524.915006913014,7.40093221893001,0.149840075438412,25736.6811763839,211.718525811048,3.33685690445699,3.79424484191528,0.685575516499198,0.245839010849648,0.590551748825958,6.17454572708343,391.932040978185
"552","5","1","0","1","0","0","0","0","0","1","1","0",840.877846597782,7.925231419,0.153638844833037,26389.1617109457,217.086048381655,3.42145344452452,3.89043715590091,0.702956338387208,0.252071561401262,0.605523512661814,6.3310838160595,472.446010946847
"567","5","1","0","1","0","0","0","0","0","1","1","0",468.347916875007,7.925231419,0.134992409158305,23186.4311604671,190.739318361789,3.00620745798239,3.41827278500298,0.617641777472586,0.221478801565813,0.532033923377038,5.56270944457778,415.730108634426
"57","3","0","0","0","0","0","0","0","0","0","1","0",31.6343904876509,6.52825871001996,0.00827727208423678,1421.71257812367,11.6954819886931,0.184330349354921,0.209596784521172,0.0378716793830995,0.0135803214550389,0.0326224986929042,0.34108629916689,324.937983189994
"58","5","1","0","1","0","0","0","0","0","1","1","0",1164.53842501285,7.925231419,0.136915230421004,23516.6969112437,193.456194612564,3.04902764697242,3.46696240085218,0.626439419840316,0.22463352876261,0.53961217405871,5.64194425148532,426.326005686441
"59","5","1","0","1","0","0","0","0","0","1","1","0",1317.65823308205,7.925231419,0.20664277336224,35493.1693623089,291.978652659593,4.60182206252408,5.23260065503052,0.945469532399553,0.339033832419031,0.814423316460745,8.51524700183679,411.943599295352
"603","3","0","0","0","0","0","0","0","0","0","1","0",27.037294687306,7.68495197936697,0.00770232669936123,1322.95929095242,10.8831045032694,0.171526616815604,0.195038025221691,0.0352410820072631,0.0126370218450245,0.0303565143338346,0.317394172646006,409.09542804367
"611","5","1","0","1","0","0","0","0","0","1","1","0",545.5907368978,7.925231419,0.123931489899014,21286.5966830214,175.110646153136,2.75988681816929,3.13818860830487,0.567033853513842,0.20333141800602,0.488440479500439,5.10691583320027,427.186842595032
"62","4","1","0","1","0","0","0","0","0","0","1","0",154.075509507824,7.95055899682343,0.117114349648546,20115.6777924162,165.478276644192,2.60807280750065,2.96556522528579,0.535842834311562,0.192146698777037,0.461572671758046,4.82599801855593,518.028926245807
"6310","5","1","1","0","0","0","0","0","0","0","1","0",153.736178083918,7.443790067,0.0333403860271532,5726.5780459788,47.1087415475707,0.742472246171743,0.844244021330525,0.152544986899988,0.0547007700872193,0.131401584226605,1.37387636552868,406.824914759405
"64","4","0","0","1","0","0","0","0","0","0","1","0",342.877234306778,7.37745978123079,0.150229510656557,25803.5710070263,212.268783905034,3.34552942064949,3.80410611358526,0.687357332258677,0.246477948688694,0.59208659753912,6.19059341832393,448.169901625305
"65","4","1","1","0","0","0","0","0","0","0","1","0",333.30373424662,7.443790067,0.0722827591169011,12415.3590324308,102.132885495867,1.60969770035677,1.83034135780074,0.330721203764729,0.118592586639955,0.284881797120436,2.97859702820143,334.648561014661
"66","3","0","0","0","0","0","0","0","0","0","1","0",33.152989946105,7.72908703444587,0.00717445286192702,1232.29127402324,10.1372391507551,0.15977116949787,0.181671240804598,0.0328258610435161,0.0117709533570762,0.0282760534661311,0.295641802499325,415.748464673359
"671","3","0","0","0","0","0","0","0","0","0","1","0",31.6007901599746,7.717888889,0.00899855733439458,1545.60128398659,12.714631820968,0.200392982697991,0.22786114730276,0.0411718355460175,0.0147637177826892,0.0354652389661652,0.370808719750946,394.632329094817
"681","4","1","1","0","0","0","0","0","0","0","1","0",380.808540832005,7.443790067,0.0825850098851531,14184.8838508391,116.68958698479,1.83912320676133,2.09121455927347,0.377857930067949,0.135495241126891,0.325485166269946,3.40312775262456,383.430975863105
"691","4","1","0","1","0","0","0","0","0","1","1","0",18.6251812751055,7.43982805011239,0.00167801830592835,399.509592867487,2.3729820014625,-0.0333940898597908,0.0104414968822314,0.0196468687529695,0.00283848206500485,-0.0004797755973448,0.00165793630014573,446.506306342925
"70","3","0","0","0","0","0","0","0","0","1","1","0",52.2704889793007,7.443790067,0.0113357719649497,1947.04355462966,16.0170298691712,0.252441474247009,0.287044002001065,0.0518654826842105,0.0185983288136141,0.0446766998855019,0.467119648291112,408.764257479473
"711","5","1","0","1","0","0","0","0","0","1","1","0",551.305985930311,7.925231419,0.131310018867591,22553.940194495,185.536236689952,2.92420264095299,3.32502744537558,0.600793438690074,0.215437193109109,0.517520838502581,5.41096709809348,426.701323451796
"72","3","0","0","0","0","0","0","0","0","0","1","0",24.7728968504252,7.55862628395774,0.00667025543414467,1145.68967372179,9.42482548921917,0.148542947745872,0.168903950868093,0.0305189614755312,0.0109437271429719,0.0262888999457474,0.274865015645446,350.255679709837
"73","4","1","1","0","0","0","0","0","0","0","1","0",264.058988260316,7.443790067,0.0572658217405153,9836.03484804496,80.914504232292,1.27527867991757,1.45008302503714,0.262012985371986,0.0939546581308663,0.225696838442175,2.35978549530357,424.801686464362
"741","3","0","0","0","0","0","0","0","0","0","1","0",35.2092556369596,7.87343376342429,0.00890038810659267,1528.73958146386,12.5759218269822,0.198206800378565,0.22537530143041,0.0407226722343443,0.0146026530087629,0.0350783311729596,0.366763390784708,500.533242143709
"751","3","0","0","0","0","0","0","0","0","0","1","0",42.4378148186208,7.76678651484803,0.00841579017388792,1445.50458416203,11.8912029692135,0.187415072175172,0.213104334164528,0.0385054524346642,0.0138075850281014,0.0331684279479962,0.346794292893683,435.515628311447
"76","4","1","0","1","0","0","0","0","0","0","1","0",45.2900429483839,7.44314054746146,0.0144233906211153,1912.42756475796,32.1378109050878,0.276163045463489,0.283140187237533,0.0466071087287787,0.0200811792502067,0.0445268254559145,0.452154658914579,468.410026876595
"77","2","1","0","1","0","0","0","0","0","0","0","0",133.955511999982,7.58081193522818,0.0269963609655523,4636.92190025514,38.1448665574151,0.601194254765892,1.15235306923436,0.123518650595214,0.0442922803915759,0.106398424430475,1.11245448100982,398.749700312094
"78","4","1","1","0","0","0","0","0","0","0","1","0",382.205125511542,7.443790067,0.0828878838890678,14236.9057707188,117.117536689617,1.84586804305825,2.09888392034732,0.379243693158321,0.135992158745941,0.326678857097445,3.41560844984955,420.147167989514
"79","5","1","0","1","0","0","0","0","0","1","1","0",961.875316116691,7.94476989541215,0.152929803470016,26267.3759729686,216.084198305418,3.40566346811296,3.87248282426523,0.699712201811337,0.250908253170295,0.602729026987546,6.30186592263543,486.801870696671
"801","3","0","0","0","0","0","0","0","0","1","1","0",49.1482401058226,7.42019782354066,0.0120842409609241,2075.60123913337,17.0745882665875,0.26910945770238,0.305996691847918,0.0552900111907201,0.0198263231481342,0.0476265738878538,0.497962215253929,441.012253122679
"811","5","1","0","1","0","0","0","0","0","1","1","0",818.839819848335,7.84320274835493,0.15526085728959,26667.760159361,219.377892145956,3.45757477473222,3.93150969007268,0.710377663719849,0.254732758157258,0.611916209795151,6.39792300371135,480.977764519208
"821","5","1","0","1","0","0","0","0","0","1","1","0",701.842168802543,8.12387706890178,0.151751605609012,26065.0076084414,214.419448557386,3.37942565347533,3.84264855281235,0.694321498874402,0.248975213362559,0.598085499961958,6.25331526791344,482.567108906478
"831","5","1","1","0","0","0","0","0","0","0","1","0",102.082055675301,7.443790067,0.0221382838013782,3802.49376681977,31.280582343872,0.493007528355134,0.56058480370497,0.10129109569455,0.0363217501370625,0.0872517062504555,0.912264929459657,425.446046945196
"841","4","1","0","1","0","0","0","0","0","0","1","0",195.392419260875,7.94732506204339,0.126704893859411,21762.9592667883,179.029363606498,2.82164900713022,3.20841663233876,0.579723233938597,0.207881674794186,0.499371055690082,5.22120106399267,498.282332794709
"851","5","1","0","1","0","0","0","0","0","1","1","0",824.023414264843,7.925231419,0.154711909435245,26573.4723427101,218.602249126457,3.44535000671853,3.91760925547826,0.707866017971781,0.253832112573186,0.609752689145626,6.37530219900191,477.235496525675
"86","4","1","0","1","0","0","0","0","0","0","1","0",581.200219222992,7.48702653765635,0.118772704110218,20400.5183780017,167.821470355964,2.64500345350574,3.00755801033192,0.543430437607459,0.194867521206853,0.468108600122824,4.89433477143584,526.665074956165
"871","5","1","1","0","0","0","0","0","0","0","1","0",91.3673882884489,7.443790067,0.0198146198895396,3403.37899935732,27.9973311095946,0.441260806965778,0.501745082677083,0.0906594482462239,0.0325093710540935,0.0780936521424686,0.816512397336518,553.89206146122
"881","5","1","1","0","0","0","0","0","0","0","1","0",116.702624040435,7.443790067,0.0253090106889392,4347.10094202846,35.7607026599295,0.563617884675143,0.640873826121952,0.115798379222302,0.0415238851339471,0.0997482168768149,1.04292287607697,537.510885643766
"89","4","1","0","1","0","0","0","0","0","0","1","0",274.239685310256,7.52218577057415,0.128866934734352,22134.3135940318,182.084248216202,2.86979648392524,3.26316375481197,0.589615396238251,0.211428883604016,0.507892120897717,5.31029352541573,495.186486727822
"90","5","1","0","1","0","0","0","0","0","1","1","0",803.13584034062,7.94757889993656,0.1530490942759,26287.865506372,216.252752008772,3.40832001312294,3.87550350503094,0.700258003416036,0.251103971496543,0.603199178546942,6.30678161336916,476.712515092219
"91","5","1","1","1","0","0","0","0","0","0","0","0",16.3918861307024,7.43732970741307,-0.00169613630726224,252.666375321545,3.22699990355535,0.0283702763034775,0.0393880954991899,-0.00442750210828589,0.00363924256174855,-0.00573571188556264,0.0260934249052914,498.094823155651
"92","4","0","0","1","0","0","0","0","0","0","1","0",385.983221442578,7.4735374509147,0.150075009024855,25777.0336516218,212.050478752154,3.34208875344476,3.80019382877137,0.686650428270587,0.246224461386285,0.591477673429166,6.18422678105104,459.092290446213
"93","5","1","1","0","0","0","0","0","0","0","1","0",83.3204936657085,7.443790067,0.0180695100409806,3103.63712533634,25.5315544520585,0.402398152863239,0.457555466218856,0.0826749032006662,0.0296462109117865,0.0712157998967,0.744600642624122,360.884088287494
"94","5","1","0","1","0","0","0","0","0","1","1","0",800.854851923025,7.98474445239274,0.154710547517889,26573.238374684,218.600324430548,3.44531967197333,3.91757476248085,0.707859785489191,0.253829877918525,0.609747320736945,6.37524606742664,479.963291390208
"95","5","1","0","1","0","0","0","0","0","1","1","0",831.466617867153,7.97605985029988,0.151421019987363,26008.225885388,213.952343172685,3.37206369104247,3.83427747519768,0.692808943114125,0.248432829778925,0.596782591267394,6.23969263561437,499.013768681379
"96","5","1","0","1","0","0","0","0","0","1","1","0",808.223319340509,7.925231419,0.151781682646206,26070.1736526611,214.461946196484,3.38009545059677,3.84341016020225,0.694459112188209,0.249024559844962,0.598204039174255,6.25455466535673,478.03058668183
"97","5","1","0","1","0","0","0","0","0","1","1","0",757.18776887262,7.925231419,0.167495337414736,28769.1665794537,236.664762438093,3.73002997032906,4.24131072558403,0.76635507527995,0.274805574647105,0.660134907060748,6.90207619811628,512.805775860362
