"","staff","process_1","process_2","process_3","process_4","process_5","process_6","process_7","process_8","process_9","process_10","process_11","COD","pH","water","N","P","Cu","Ni","NH3N","HWsum"
"113","1","0","0","0","0","1","0","0","0","0","0","0",73.8554,7.376666667,1485.3959,23.06531318,0.975024335,0.014568376,0.036146854,4.68143416,2.9805
"325","1","0","1","1","0","0","0","1","0","0","1","0",1.315813,7.74,82.98732,1.28863189,0.054473462,0.000813918,0.002019482,0.261546215,0.06
"266","3","0","0","0","0","1","1","0","0","0","1","1",53.36978,7.109354839,594,9.22366625,0.389905786,0.005825797,0.014454888,2.845923,1.89
"713","1","0","0","0","0","0","0","0","0","1","0","0",164.9739803,7.641,1963,30.48157719,1.288527032,0.019252593,0.047769267,6.186670676,0.062
"370","1","0","0","1","0","0","0","1","0","0","1","0",40.9,7.846263452,205.55,3.191792252,0.134924468,0.002015981,0.005002024,1.57,170.194
"778","3","0","0","0","0","1","0","1","0","1","1","0",7311.091,7.498064516,26781.024,415.8572849,18.333,0.262661315,0.651711613,65.842,76.869
"495","1","0","0","0","0","1","0","0","0","1","0","0",1.6527,7.655190323,50.2861,0.78084546,1e-04,0.000493193,0.001223704,0.15,0.665
"12","2","0","0","0","0","0","0","1","0","0","0","0",369.85,7.641,23404.34,363.423941,15.36277369,0.229543677,0.569540589,73.76207028,0.2
"424","3","0","0","0","0","1","1","0","0","0","0","0",55.59,7.885333333,1175.27,18.24966033,0.771455509,0.011526742,0.028599993,24.84,19.64
"414","3","0","0","0","0","1","1","0","0","0","0","0",51.52,7.941309536,1104.02,17.14328622,0.724686507,0.010827941,0.026866137,4.44,14.079
"196","4","0","0","0","0","1","0","0","0","0","0","0",526.091184,8.093561839,7966,123.6965073,5.228938532,0.078128455,0.19385124,12.1922568,61.161
"171","4","0","0","0","0","0","0","1","0","0","0","0",5456.039,6.411333333,21026.432,326.4996485,13.80189813,0.206221774,0.511674606,61.984,59.178
"738","4","0","0","0","0","0","1","0","0","1","1","0",106.9809223,7.754137931,849,13.18332095,0.557289582,0.008326771,0.020660269,4.305738598,7.428
"317","2","0","0","0","0","1","1","1","1","0","0","1",106.526,7.641,909.68,14.12556349,0.597120362,0.008921905,0.022136906,1.857,14.06
"789","2","0","0","0","0","0","1","0","0","1","0","0",1.259,8.063833333,37.55,0.583078565,0.024648085,0.000368281,0.000913773,0.118344108,5.12
"367","1","0","0","1","0","0","0","1","0","0","1","0",101.2,7.620333333,269.54,4.185432662,0.176927955,0.002643578,0.00655921,3.82,147.9055
"892","3","0","0","0","0","1","1","1","0","0","1","0",20.2,7.592,307.25,4.770995716,0.201681065,0.003013428,0.007476876,3.46,145.7189
"245","3","0","0","0","0","1","0","1","0","0","0","0",8.072111,8.472333333,66,1.024851806,0.043322865,0.000647311,0.001606099,0.305431656,0.46
"867","3","0","0","0","0","1","1","1","0","0","0","0",196.41,7.681122464,8594,133.4481275,5.641162157,0.084287716,0.209133512,34.18,141.557
"160","4","0","0","0","0","0","0","1","0","0","0","0",1643.445,7.769285714,10815.776,167.9479934,7.099551579,0.106078317,0.263200049,47.568,16.56
"40","3","0","0","0","0","1","1","0","0","0","1","0",467.338618,8.210333333,4645,72.12782783,3.049010731,0.045556951,0.113035276,5.944445,150.764
"45","1","0","0","0","0","1","0","0","0","1","1","1",2.10489,7.370333333,41,0.636650364,0.026912689,0.000402117,0.000997728,0.129217268,3.5
"532","2","0","0","0","0","1","1","1","0","0","1","0",185.52,7.439666667,1884,29.25486063,1.236670875,0.018477782,0.045846816,16,187.159
"63","4","0","0","0","0","1","0","0","0","0","1","0",3488.114771,7.641,22368,347.3315937,14.68251281,0.219379524,0.544321433,70.49589897,20.49
"792","2","0","0","0","0","0","1","0","0","1","0","0",57.212,8.053225806,2570.225,39.910602,1.687113801,0.025208098,0.062545983,8.100425694,122.3
"722","3","0","0","0","0","0","0","1","0","1","1","0",2.76,7.975327065,109,1.692558285,0.061436,0.001069044,0.002652496,0.05,7.666
"50","4","0","0","0","0","1","0","0","0","0","1","0",2027.028387,7.641,19404,301.3064308,12.73692233,0.190309383,0.472193003,61.15443596,6.83
"422","3","0","0","0","0","1","1","0","0","0","0","0",43.36,7.768666667,1032.01,16.02511079,0.677418636,0.010121686,0.025113786,0.45,17.912
"852","2","0","0","0","0","0","1","0","0","1","1","0",131.4,7.450322581,1435,22.28276274,0.438,0.0094,0.0442,6.414,3.15
"595","2","0","0","0","0","1","0","1","0","0","0","0",209.435,8.057096774,3273.151,50.82567746,2.14851938,0.032102213,0.079651567,10.31579588,42.549
"428","3","0","0","0","0","1","1","0","0","0","0","0",69.37,7.982580645,1654.07,25.68449433,1.085743203,0.016222688,0.040251509,27.2,26.868
"163","4","0","0","0","0","0","0","1","0","0","0","0",8185.411,7.466129032,18792.789,291.8155112,12.33571912,0.184314784,0.457319288,154.472,22.33
"677","2","0","0","0","0","1","1","1","0","0","0","0",23.677063,7.569373656,434,6.739177025,0.284880658,0.004256559,0.010561315,0.293996,4.002
"95","2","0","0","0","0","0","1","1","0","0","1","1",35,7.012258065,445,6.909985659,0.292101136,0.004364444,0.010828998,1.402480107,6.97
"369","1","0","0","1","0","0","0","1","0","0","1","0",26.3,7.990645161,198.74,3.086046179,0.130454336,0.00194919,0.004836304,0.31,168.542
"242","3","0","0","0","0","1","0","1","0","0","0","0",2.9846,8.196451613,19,0.295033096,0.012471734,0.000186347,0.000462362,0.087927295,0.19
"59","4","0","0","0","0","1","0","0","0","0","1","0",2422.483997,7.641,16913,262.6260392,11.10181238,0.165878303,0.411574946,53.303699,18.43
"522","2","0","0","0","0","1","1","1","0","0","1","0",13.33,8.042333333,1377,21.3821354,0.903872503,0.013505258,0.033509058,0.34,133.668
"327","1","0","0","0","0","0","1","0","0","1","0","0",27.14325,7.340322581,984.16105,15.28210953,0.646010248,0.009652395,0.02394939,3.101722011,0.099
"71","2","0","0","0","0","1","1","0","0","1","1","1",1.74,7.641,82.49,1.280909476,0.054147017,0.00080904,0.00200738,0.0101915,2.705
"246","3","0","0","0","0","1","0","1","0","0","0","0",33.66,7.747741935,1112,17.26720012,0.729924636,0.010906207,0.027060329,5.146060628,0.705
"8","1","0","0","0","0","0","0","0","0","0","1","0",6.73,7.082580645,245.1,3.805926933,0.160885367,0.002403877,0.005964466,4.92,14.5778
"723","3","0","0","0","0","0","0","1","0","1","1","0",3.92,7.494333333,214,3.323004339,0.264557,0.002098856,0.005207653,0.05429,7.88
"184","2","0","0","0","0","1","1","1","0","0","1","1",147.624,7.641,633.36,9.8348506,0.415741967,0.00621183,0.015412707,1.996123148,11.556
"481","2","0","0","0","0","0","0","1","0","0","0","0",2.70069,7.201055645,251.75,3.909188516,0.165250474,0.002469098,0.006126293,0.070017,0.21
"257","3","0","0","0","0","1","0","1","0","0","0","0",90.324799,7.641,2409,37.4070909,1.581284575,0.023626845,0.058622601,11.14825544,2.422
"226","1","0","0","0","0","0","0","0","0","1","0","0",5.51,7.641,21.84,0.339132779,0.01433593,0.000214201,0.000531473,0.068831833,0.43
"238","4","0","0","0","0","1","1","0","0","0","1","0",28.99044798,7.717349463,472.39,7.335299158,0.310080125,0.004633078,0.011495529,1.488803546,90.845
"228","1","0","0","0","0","0","0","0","0","1","0","0",4.27,7.641,23.78,0.369257211,0.01560936,0.000233228,0.000578682,0.074946016,192.54
"461","1","0","1","0","0","1","1","0","0","0","0","0",10.8269,7.477741935,71.6653,1.112822911,0.047041608,0.000702875,0.001743963,2.5826,130.231
"850","2","0","0","0","0","0","1","0","0","1","1","0",63.4,7.165862069,846,13.13673678,0.268,0.0055,0.020587264,3.26,2.657
"264","3","0","0","0","0","1","1","0","0","0","1","1",389.14,7.092,2683,41.6617787,1.761140106,0.026314166,0.065290344,4.06,1.21
"87","2","0","0","0","0","0","1","1","0","0","1","1",122.23,7.32483871,976,15.15538428,0.640653277,0.009572354,0.023750792,3.076001314,1.96
"296","4","0","0","0","0","1","1","0","0","0","0","0",1508.08,8.473,6106.64,94.82425803,4.008441526,0.059892336,0.148604034,86.88,36.05
"729","3","0","0","0","0","0","0","1","0","1","1","0",0.64,7.946774194,41,0.636650364,0.019080938,0.000402117,0.000997728,0.02053,11.505
"108","1","0","0","0","0","1","0","0","0","0","0","0",24.1384,8.286852,469.9137,7.296847029,0.308454664,0.004608791,0.011435269,1.480999138,0.217
"530","2","0","0","0","0","1","1","1","0","0","1","0",101.99,7.458947368,1220,18.94423035,0.800816597,0.011965443,0.02968849,4.18,178.71
"440","1","0","0","0","0","1","0","0","0","0","1","0",0.02,5.453377964,0.44,0.006832345,0.000288819,4.32e-06,1.07e-05,0.000139765,192
"178","2","0","0","0","0","1","1","1","0","0","1","1",74.334433,7.641,316.63841,4.916779488,0.207843683,0.003105507,0.007705341,0.997930497,0.707
"411","3","0","0","0","0","1","1","0","0","0","0","0",62.82,8.420333333,1639.03,25.45095235,1.075870841,0.01607518,0.039885513,0.8,11.73
"891","3","0","0","0","0","1","1","1","0","0","1","0",24.1,7.900333333,438.16,6.803773744,0.287611311,0.004297359,0.010662548,3.91,142.8106
"162","4","0","0","0","0","0","0","1","0","0","0","0",4328.898,7.592333333,18790.03,291.7726693,12.33390809,0.184287725,0.457252148,131.9,20.2
"479","2","0","0","0","0","0","0","1","0","0","0","0",1.748,7.105666667,73.281,1.137911593,0.048102165,0.000718721,0.001783281,0.01,0.04
"693","1","0","0","0","0","0","1","0","0","1","1","0",6.49858,7.123548387,172,2.670825918,0.112902012,0.001686931,0.00418559,0.108366,2.604
"165","4","0","0","0","0","0","0","1","0","0","0","0",3477.406,7.509333333,12750.819,197.9954526,8.369727439,0.125056715,0.310288987,40.186,22.6255
"607","2","0","0","0","0","1","1","1","0","0","0","0",273.62,7.881428571,1637.667,25.4297876,1.074976159,0.016061812,0.039852345,10.36352459,52.9965
"716","3","0","0","0","0","0","0","1","0","1","1","0",9.03022,7.796774194,429,6.661536736,0.12,0.00420752,0.010439641,0.248161,4.17
"884","3","0","0","0","0","1","1","1","0","0","1","0",11.7,7.6,545.15,8.465120634,0.357840301,0.005346689,0.013266131,13.61,111.6859
"315","2","0","0","0","0","1","1","1","1","0","0","1",20.576,7.641,353.082,5.482677655,0.231765513,0.003462936,0.00859219,0.114,10.302
"529","2","0","0","0","0","1","1","1","0","0","1","0",122.11,7.917586207,1291,20.04672244,0.847421497,0.012661792,0.031416263,4.63,175.764
"648","2","0","0","0","0","1","0","0","0","0","1","0",44.92624,7.641,360,5.590100758,0.236306537,0.003530786,0.008760538,1.134590649,10.354
"419","3","0","0","0","0","1","1","0","0","0","0","0",14.29,8.064827586,277.7,4.312141612,0.182284237,0.002723609,0.006757782,1.56,15.646
"128","2","0","0","0","0","1","1","0","0","0","0","0",850.205661,7.368387097,12793,198.6504416,8.397415345,0.125470415,0.311315455,40.31893936,159.443
"451","1","0","1","0","0","1","1","0","0","0","0","0",0.5533,7.280967742,11.0221,0.171151804,0.007234984,0.000108102,0.000268221,0.1541,5.735
"200","4","0","0","0","0","1","0","0","0","0","0","0",1097.486422,7.731304348,8470,131.5226484,5.559767683,0.083071556,0.206115993,12.96364739,71.05
"89","2","0","0","0","0","0","1","1","0","0","1","1",194.828,7.585789474,1038,16.11812385,0.681350514,0.010180434,0.025259551,3.271403037,2.76
"254","3","0","0","0","0","1","0","1","0","0","0","0",144.186916,7.331612903,3289,51.07178164,2.158922776,0.032257656,0.080037249,15.949826,1.685
"650","2","0","0","0","0","1","0","0","0","0","1","0",16.985099,7.641,155,2.406848937,0.101743092,0.0015202,0.003771898,0.488504307,11.997
"724","3","0","0","0","0","0","0","1","0","1","1","0",3.97269,7.636666667,188,2.91927484,0.152523,0.001843855,0.004574948,0.173188,8.53
"232","4","0","0","0","0","1","1","0","0","0","1","0",107.5,7.821333333,3119.23,48.4355833,2.047484551,0.030592596,0.075905926,9.830692192,69.43
"349","4","0","0","0","0","1","0","1","1","0","1","0",1852.06,8.099666667,16951.51,263.2240247,11.12709061,0.166255999,0.41251208,437.19,93.14
"679","2","0","0","0","0","1","1","1","0","0","0","0",36.54,7.611166667,591,9.177082077,0.387936564,0.005796374,0.014381883,1.42,4.152
"493","2","0","0","0","0","1","1","0","0","1","0","0",841,8.86,3168.61,49.20235878,2.079897931,0.031076902,0.077107579,9.986320209,105.033
"417","3","0","0","0","0","1","1","0","0","0","0","0",26.61,8.105454545,773.01,12.00334385,0.507409211,0.007581481,0.018811065,3.01,14.966
"600","2","0","0","0","0","1","1","1","0","0","0","0",1000.407,8.163333333,3857.973,59.9068272,2.532400662,0.037837995,0.093883109,11.936,10.3015
"783","1","0","0","0","0","0","0","1","0","0","0","0",14.945,7.641,152,2.360264764,0.099773871,0.001490776,0.003698894,3.2387,1.3784
"480","2","0","0","0","0","0","0","1","0","0","0","0",2.34,7.341666667,177.79,2.760733371,0.116702609,0.001743718,0.004326489,0.47,0.12
"210","4","0","0","0","0","1","0","0","0","0","0","0",463.556633,7.971875,5271,81.84839193,3.459921542,0.051696596,0.128268878,8.067459906,104.943
"710","1","0","0","0","0","0","0","0","0","1","0","0",1743.362326,7.641,20744,322.1140281,13.61650777,0.203451754,0.504801672,65.37763449,0.005
"132","3","0","0","0","0","1","1","0","0","0","0","0",587.078,7.762258065,5400.583,83.86056422,3.544980736,0.052967513,0.131422258,3.269,26.188
"269","3","0","0","0","0","1","1","0","0","0","1","1",202.91009,7.092,1619,25.13992535,1.062723008,0.015878731,0.039398087,6.127636097,6.07
"620","1","0","0","0","0","1","0","1","0","0","0","0",7.21,7.559333333,53.528,0.83118587,0.035136156,0.000524989,0.001302595,0.402903834,0.44
"646","2","0","0","0","0","1","0","0","0","0","1","0",35.457829,7.641,463,7.189490697,0.303916462,0.004540984,0.011267025,1.45920964,6.752
"662","1","0","0","0","0","1","0","1","0","0","0","0",388.30844,7.641,1743,27.0654045,1.144117482,0.01709489,0.042415605,5.493309724,15.945
"137","3","0","0","0","0","1","1","0","0","0","0","0",728.566,8.006129032,6810.143,105.7482932,4.470225852,0.06679211,0.165723659,6.976,45.8005
"96","2","0","0","0","0","0","1","1","0","0","1","1",181.4428,8.288666667,1028,15.96284327,0.674786444,0.010082356,0.025016203,3.23988663,7.36
"408","3","0","0","0","0","1","1","0","0","0","0","0",30.46,8.51516129,1039.56,16.14234762,0.682374509,0.010195734,0.025297514,0.26,5.36
"689","1","0","0","0","0","0","1","0","0","1","1","0",47.73898,7.485833333,306,4.751585644,0.200860556,0.003001168,0.007446457,0.052799,0.975
"333","1","0","0","0","0","0","1","0","0","1","0","0",54.70505,7.937741935,1514.9894,23.52484276,0.994449717,0.014858622,0.036867006,4.774702239,0.377
"255","3","0","0","0","0","1","0","1","0","0","0","0",6.61037,8.343548387,43,0.667706479,0.028225503,0.000421733,0.001046398,0.198993352,1.7
"185","2","0","0","0","0","1","1","1","0","0","1","1",269.986516,7.641,1693.659501,26.29924239,1.111730031,0.016610972,0.041214913,5.3378062,12.128
"366","1","0","0","1","0","0","0","1","0","0","1","0",45.51,7.919032258,209.31,3.250177749,0.137392559,0.002052858,0.005093523,0.14,9.038
"62","4","0","0","0","0","1","0","0","0","0","1","0",4533.197193,7.641,21014,326.3066037,13.79373767,0.206099844,0.511372076,66.22857747,20.05
"117","2","0","0","0","0","1","1","0","0","0","0","0",17.61036,7.636774194,274,4.254687799,0.179855531,0.002687321,0.006667743,0.863549549,1.16
"739","4","0","0","0","0","0","1","0","0","1","1","0",241.0535975,7.744193548,1913,29.7051743,1.25570668,0.018762206,0.046552526,9.701858585,60.551
"197","4","0","0","0","0","1","0","0","0","0","0","0",1570.961365,7.87625,8263,128.3083404,5.423891425,0.081041354,0.201078684,12.64682626,63.594
"856","2","0","0","0","0","0","1","0","0","1","1","0",23.8,7.436896552,396,6.149110833,0.093,0.0024,9e-04,1.205,4.222
"192","4","0","0","0","0","1","0","0","0","0","0","0",508.675105,8.352979143,5852,90.87019343,3.841294036,0.057394893,0.142407414,8.956701835,51.867
"85","2","0","1","1","0","0","0","0","0","1","0","0",19.11538298,7.641,227.451,3.531872243,0.149300439,0.00223078,0.005534981,0.716843827,144.128
"188","2","0","0","0","0","1","1","1","0","0","1","1",6.18589,7.641,107.566,1.67029105,0.07060708,0.001054979,0.0026176,0.339009383,107
"155","4","0","0","0","0","0","0","1","0","0","0","0",8119.226,7.24516129,22832.97,354.5516747,14.9877224,0.223939828,0.555636398,70.81,2.144
"371","1","0","0","1","0","0","0","1","0","0","1","0",80.9,7.708,237.47,3.687447853,0.155876981,0.002329044,0.005778792,2.25,170.574
"365","1","0","0","1","0","0","0","1","0","0","1","0",21.8,7.341935484,129.41,2.009485942,0.084945636,0.00126922,0.00314917,0.13,6.504
"118","2","0","0","0","0","1","1","0","0","0","0","0",42.21928,7.321935484,493,7.655332427,0.323608674,0.004835216,0.01199707,1.553758861,2.541
"434","2","0","0","0","0","1","0","0","0","0","0","0",5.51,7.575483871,121.46,1.886037883,0.0797272,0.001191248,0.002955708,0.382798278,0.158
"457","1","0","1","0","0","1","1","0","0","0","0","0",8e-04,8.182666667,0.0804,0.001248456,5.28e-05,7.89e-07,1.96e-06,0.00076182,84.8
"454","1","0","1","0","0","1","1","0","0","0","0","0",19.8006,7.395483871,436.0941,6.77169433,0.28625524,0.004277097,0.010612275,5.1982,17.145
"626","1","0","0","0","0","1","0","1","0","0","0","0",10.549,7.559333333,130.971,2.03372524,0.085970287,0.001284529,0.003187157,0.985815237,2.609
"338","2","0","0","0","0","0","0","1","0","0","0","0",159.7112,7.898387097,2855.5091,44.34050995,1.874376294,0.02800609,0.069488323,8.999538672,13.31
"116","1","0","0","0","0","1","0","0","0","0","0","0",291.1839,7.754666667,8385.5902,130.2119281,5.504360496,0.082243687,0.204061895,26.42836729,36.86
"305","4","0","0","0","0","1","1","0","0","0","0","0",261.147,8.003,2267.626,35.21182728,1.488485685,0.022240286,0.055182289,2.51,111.99
"890","3","0","0","0","0","1","1","1","0","0","1","0",5.7,7.590333333,399.13,6.197713654,0.261991744,0.003914563,0.00971276,8.3,137.0211
"100","1","0","0","0","0","1","0","0","0","0","1","0",0.1192,7.641,4,0.062112231,0.002625628,3.92e-05,9.73e-05,0.001814292,0.0086
"90","2","0","0","0","0","0","1","1","0","0","1","1",11.43,7.638387097,122,1.894423035,0.08008166,0.001196544,0.002968849,0.384500164,2.92
"169","4","0","0","0","0","0","0","1","0","0","0","0",2076.311,7.701612903,12919.136,200.6090887,8.480211904,0.126707524,0.314384953,156.75,41.5835
"135","3","0","0","0","0","1","1","0","0","0","0","0",563.446,8.057741935,6105.558,94.80745667,4.007731294,0.059881724,0.148577704,6.77,38.819
"494","1","0","0","0","0","1","0","0","0","1","0","0",1.38,7.539032258,51.44,0.798763286,0.000102295,0.00050451,0.001251784,0.18,0.643
"112","1","0","0","0","0","1","0","0","0","0","0","0",319.4815,7.740344828,8965.5878,139.2181643,5.885075007,0.087932152,0.218176037,28.25631133,2.774
"777","3","0","0","0","0","1","0","1","0","1","1","0",12170.01,8.889032258,19394.72,301.1623305,22.47,0.190218367,0.471967176,63.59,76.1002
"643","2","0","0","0","0","1","0","0","0","0","1","0",30.992,7.641,366,5.683269104,0.240244979,0.003589633,0.008906547,1.153500493,3.695
"667","2","0","0","0","0","1","1","1","0","0","0","0",14.589216,7.569373656,203,3.152195705,0.13325063,0.001990971,0.00493997,0.157026,2.168
"180","2","0","0","0","0","1","1","1","0","0","1","1",97.3805,7.641,1204.55,18.70432185,0.790675108,0.011813913,0.029312517,3.796308794,7.076
"772","3","0","0","0","0","1","0","1","0","1","1","0",15144.483,7.597419355,28241.541,438.5362771,15.09,0.276985685,0.687253043,93.111,42.6426
"11","2","0","0","0","0","0","0","1","0","0","0","0",78.74,7.641,8598.29,133.5147429,5.643978143,0.084329791,0.209237908,27.09872063,0.101
"138","3","0","0","0","0","1","1","0","0","0","0","0",752.83,8.121290323,8556.982,132.8733099,5.616863281,0.083924653,0.208232685,82.757,47.8575
"191","4","0","0","0","0","1","0","0","0","0","0","0",406.903972,8.356470588,6455,100.2336122,4.237107485,0.06330896,0.157081315,6.245285,47.379
"1100","2","0","0","0","0","1","0","1","0","1","1","0",1070.7649920333,7.65968270517619,3395.59387946832,52.7269775492539,2.22889174896322,0.0333031007797364,0.0826311931910779,9.85729611310325,473.096354904667
"2","3","0","0","0","0","1","1","1","0","0","0","0",263.74434352918,7.46973976841379,6482.79926813461,100.665280846752,4.2553551200998,0.0635816080774214,0.157757805212956,7.12407016113866,249.469789626842
"311","4","0","0","0","0","0","1","0","0","1","1","0",723.367074774215,7.68031236141426,5550.81953743985,86.1934458448533,3.64359705800958,0.0544409938600921,0.13507823901991,18.6001968986588,4907.988667206
"4","4","0","0","0","0","0","1","0","0","1","1","0",234.607648819713,6.87010835394187,1789.23368922608,27.7833238897583,1.17446560145614,0.0175483383721192,0.0435406937328278,12.8791955423309,8631.37094196905
"517","3","0","0","0","0","1","1","0","0","1","1","0",90.1160300467381,8.07257674997103,1539.55558547557,21.0431289663556,0.817076091474379,0.0121068576264638,0.0317737625095468,1.38019687331514,205.158035401596
"613","4","0","0","0","0","1","1","1","0","0","0","0",0.648883437285712,7.47605899257352,6.16215435395213,0.0956862878101791,0.00404488151685873,6.04361491076369e-05,0.00014995195678892,0.00089856971986671,875.04465111091
"711","4","0","0","0","0","1","0","1","1","0","1","0",1089.02158791458,8.12004870508398,12016.5168901729,186.593167182306,7.88772635993451,0.117854870649342,0.292419871457256,93.5523388478649,2850.0700800047
"817","3","0","0","0","0","0","1","1","0","0","0","0",37.6328217106822,7.37118807163725,-99.3645811826889,-2.13003317703725,-0.0319265559895803,0.000153171560479977,0.00250732007765596,1.53019853880125,308.620847618726
"910","3","0","0","0","0","0","0","1","0","1","0","0",210.54095403658,7.44364781979802,2111.998202256,32.7952298657857,1.38633050228369,0.0207139284461744,0.0513951125575796,4.97922482264228,1397.70839990232
"10","3","0","0","0","0","0","1","1","0","1","1","0",3.06603970334314,7.68326220533417,65.9152160462667,1.02353527517091,0.0218780362757541,0.000646479027183709,0.00160403548961227,0.0789094785458767,1059.39602392281
"1110","2","0","0","0","0","0","1","0","0","1","0","0",217.839673377377,7.83919156688523,5214.87419127642,80.9768671362412,3.42308016549624,0.0511461289505359,0.126903066603022,16.4354096962385,806.090183563164
"1210","2","0","0","0","0","1","1","1","0","0","0","0",48.6669687883705,7.01049503469886,843.372647474915,13.095939099831,0.553595748434123,0.00827157977180167,0.020523328176259,7.09685346958041,697.759855362177
"1310","3","0","0","0","0","1","1","1","0","0","1","0",1234.04893251254,7.04058560887695,12842.5354062708,199.419630307152,8.42993073447801,0.12595624525685,0.312520890653792,191.657511797469,454.591274444517
"1410","5","0","0","0","0","1","1","1","1","1","0","0",4999.05253371125,7.65015238181807,17311.8392445679,185.548846203619,13.6925630396413,0.16979001482941,0.421280630755892,33.7570716777063,378.695682447699
"1510","1","0","0","0","0","1","0","0","0","0","1","0",688.66565802156,6.97373677137707,23065.247750934,358.158497007028,15.1401911514538,0.226217948287069,0.561288837447063,6.62491571353974,639.838571435106
"1610","3","0","0","0","0","0","1","1","0","1","1","0",46.4873178049456,7.51802794868635,731.931229635081,11.3654703347518,0.480444816303596,0.0071785908781444,0.0178114206590216,2.3067842456237,904.748648719848
"17","3","0","0","0","0","0","1","0","0","0","0","0",5.27489876555574,7.718709678,150.030526901335,2.32968267231528,0.0984810954506619,0.00147146055107564,0.0036509667615735,0.0411500492616231,473.410346608616
"1810","2","0","0","0","0","0","1","0","0","0","0","0",239.71069318076,7.54128938485119,4608.09795610588,71.5548107687158,3.02478796919421,0.0451950253015606,0.112137271353736,1.04000195487579,370.059444373785
"1910","3","0","0","0","0","1","1","1","0","0","1","0",1072.22285725343,7.24124185902496,10015.4059954444,155.519801769022,6.57418306843351,0.0982284954550976,0.243723182327048,152.776311860686,343.080182574378
"20","2","0","0","0","0","0","1","0","0","0","0","0",103.772202391054,7.75942206662725,2288.96629882784,35.5432006667754,1.50249360755298,0.0224495861646622,0.0557016015532158,3.79538811263042,832.647665945142
"21","3","0","0","0","0","0","1","1","0","1","1","0",11.8677663038485,7.58083427453995,97.1393270092271,1.50838507048849,0.0637629386925693,0.000952717321709079,0.00236386905526776,0.306148255426078,1055.78021540577
"22","3","0","0","0","0","1","1","0","0","0","1","0",1866.9640666104,6.78032116973191,28053.919537907,437.938026636671,18.5195909839552,0.277017827201904,0.68273244622351,15.4052279704714,294.809677250067
"23","2","0","0","0","0","1","1","1","0","0","0","0",145.040618808221,8.16843161590698,1332.78237124041,20.6955215093585,0.874847739541391,0.0130715827428482,0.032433029918523,7.05124385220232,424.000455529224
"24","3","0","0","0","0","0","1","0","0","0","0","0",16.3278224232909,7.98392771715552,416.523416380864,6.46779962613953,0.273408905950131,0.00408515307087966,0.0101360256063058,0.112731870564679,1070.98344596437
"25","4","0","0","0","0","1","1","1","0","0","0","0",1.98025473385141,7.26172408365229,65.2193777103436,1.01273025757951,0.0428104591445157,0.000639655132798701,0.00158710248583632,0.0135036045659799,1290.81225745599
"26","2","0","0","0","0","0","1","0","0","1","0","0",215.575735977308,7.836451613,4444.46662171056,69.0139339686704,2.91737920784437,0.0435901724816814,0.108155330540886,14.0073618516,947.338936455614
"27","2","0","0","0","0","0","1","0","0","0","0","0",1048.35831398806,7.62852685798267,6157.76045748652,95.6180594410958,4.04199735465821,0.0603937124758907,0.14984804177582,25.0289269046056,922.153287182003
"28","5","0","0","0","0","1","1","1","1","1","0","0",7860.52931284592,7.40822293030591,22879.3967592723,483.418588439515,12.1271506420974,0.224395170319748,0.556766184687739,34.4890231642663,680.956098101547
"29","3","0","0","0","0","1","1","0","1","0","0","0",2098.3038097224,7.26641353705662,5897.8181240491,91.5816598972181,3.87136937502139,0.0578442652864378,0.143522389456727,118.357521265265,827.455270009246
"30","4","0","0","0","0","1","0","1","1","0","1","0",1244.22380813099,7.87546011637544,21729.96377005,337.424130406043,14.2637013420256,0.213121830526335,0.528794931397419,86.713814932704,9720.38609214249
"31","2","0","0","0","0","0","1","0","0","0","0","0",645.723651524583,7.55741188069929,5681.04718809577,88.2156283067971,3.72907940531399,0.0557182328499841,0.138247306000632,10.3854767734263,562.827070154651
"32","3","0","0","0","0","0","1","0","0","0","0","0",14.7763879694865,7.75126266946535,401.233292809985,6.23037370597545,0.26337236094124,0.00393519159703965,0.0097639432541156,0.105124861743643,987.564005088455
"331","5","0","0","0","0","1","1","1","1","1","0","0",7202.34997269953,7.48850605790379,23296.1211446751,278.432428491933,3.77939644055208,0.2284822944767,0.566907101210925,29.6597948636571,644.122652311118
"34","4","0","0","0","0","1","1","1","0","0","0","0",2.4370026849411,7.45230451537545,23.0373143622501,0.357724745909367,0.0151218556140687,0.000225944838798009,0.000560610358736089,0.0035110375369899,1182.63432866082
"35","4","0","0","0","0","1","0","1","1","0","1","0",1426.77510341002,8.04406893386438,11874.9998488459,184.395682393577,7.79483357675737,0.11646690845275,0.288976078619634,132.347706010825,5173.37985917849
"3610","2","0","0","0","0","0","1","0","0","0","0","0",438.442935042297,7.88758149729565,6117.84512586807,94.9982518737739,4.01579664949777,0.0600022328037663,0.148876708990875,12.8380772523645,628.640063085282
"374","2","0","0","0","0","0","1","0","0","0","0","0",327.459767991039,7.65893272275241,3504.06417116939,54.411310491132,2.30009241267204,0.0343669499852213,0.0852707984686119,0.807037053468544,580.532827624715
"3810","2","0","0","0","0","0","1","0","0","1","0","0",181.453325365404,7.58451450506283,4444.65386676956,69.016841525992,2.91750211681431,0.0435920089585312,0.108159887748344,14.0079519847441,804.249072016876
"39","3","0","0","0","0","1","1","1","0","0","0","0",155.034122160904,7.91063616207036,4620.45184161025,71.7466426156591,3.03289714632565,0.0453161896157154,0.112437901158227,9.74457742170198,270.205127999075
