"","staff","process_1","process_2","process_3","process_4","process_5","process_6","process_7","process_8","process_9","process_10","process_11","COD","pH","water","N","P","Cu","Ni","NH3N","HWsum"
"712","1","0","0","0","0","0","0","0","0","1","0","0",82.36092748,7.641,980,15.21749651,0.643278906,0.009611585,0.023848131,3.088607877,0.037
"237","4","0","0","0","0","1","1","0","0","0","1","0",76.09,7.749032258,1639.43,25.45716357,1.076133404,0.016079103,0.039895247,5.166894298,87.947
"297","4","0","0","0","0","1","1","0","0","0","0","0",236.949,7.92483871,2349.288,36.47987952,1.542089197,0.023041205,0.057169519,6.154,36.5
"732","3","0","0","0","0","0","0","1","0","1","1","0",3.749642,8.023870968,208,3.229835993,0.152761,0.00204001,0.005061644,0.075496,14.7
"324","1","0","1","1","0","0","0","1","0","0","1","0",12.86999,6.850416667,704.934,10.9462558,0.462723645,0.006913809,0.017154448,2.221698679,0.056
"79","2","0","0","0","0","1","1","0","0","1","1","1",2.49,7.641,138.44,2.149704302,0.090872992,0.001357783,0.003368914,0.017104028,9.557
"467","3","0","0","0","0","1","1","0","1","0","0","0",1901.39,7.897931034,6734.353,104.5714217,4.420476762,0.066048782,0.163879322,121.07,10.48
"652","2","0","0","0","0","1","0","0","0","0","1","0",35.84524,7.641,433,6.723648967,0.284224251,0.004246751,0.010536981,1.364660419,14.431
"418","3","0","0","0","0","1","1","0","0","0","0","0",56.85,8.112333333,1688.39,26.21741727,1.108271093,0.01655929,0.04108668,0.5,15.172
"489","2","0","0","0","0","1","1","0","0","1","0","0",942.9,8.642903226,3212.2,49.87922682,2.108510715,0.031504422,0.078168335,10.12370023,86.232
"68","2","0","0","0","0","1","1","0","0","1","1","1",1.46,7.641,118.99,1.847683581,0.078105874,0.001167023,0.002895601,0.014701013,1.4
"150","3","0","0","0","0","1","1","0","0","0","0","0",972.038,8.039032258,7386.083,114.6915227,4.848276927,0.07244078,0.179739059,9.03,71.7095
"897","3","0","0","0","0","1","1","1","0","0","1","0",16.7,7.732580645,289.65,4.497701901,0.190128301,0.002840812,0.007048583,3.48,179.6278
"1","1","0","0","0","0","0","0","0","0","0","1","0",3.96,7.232142857,215.82,3.351265404,0.141665769,0.002116706,0.005251943,2.52,0.3594
"115","1","0","0","0","0","1","0","0","0","0","0","0",115.4273,7.866666667,2061.7899,32.01559245,1.353373419,0.020221499,0.050173303,6.498020944,3.736
"786","1","0","0","0","0","0","0","1","0","0","0","0",3.623,7.641,22,0.341617269,0.014440955,0.00021577,0.000535366,0.6907,3.2645
"243","3","0","0","0","0","1","0","1","0","0","0","0",23.963472,7.76,129,2.003119438,0.084676509,0.001265198,0.003139193,0.596980055,0.25
"578","2","0","0","0","0","1","0","1","0","0","0","0",1419.826,7.7164,3431.725,53.28802367,2.252608471,0.033657466,0.083510438,10.81556415,4.849
"726","3","0","0","0","0","0","0","1","0","1","1","0",8.420368,8.226666667,408,6.335447525,0.147233,0.004001558,0.00992861,0.298615,9.37
"224","2","0","0","0","0","0","1","0","0","0","0","0",40.39,7.531102161,5564,86.39811282,8.17,0.054570264,0.135398983,6.36,0.5443
"768","3","0","0","0","0","1","0","1","0","1","1","0",8997.67,8.784516129,20532.832,318.8349992,20.132,0.201380673,0.499662935,151.848,22.1515
"868","3","0","0","0","0","1","1","1","0","0","0","0",183.34,7.843,8582,133.2617908,5.633285272,0.084170023,0.208841494,27.41,185.437
"773","3","0","0","0","0","1","0","1","0","1","1","0",10681.763,7.861333333,25526.15,396.371529,13.903,0.250353837,0.62117447,117.887,43.5484
"107","1","0","0","0","0","1","0","0","0","0","0","0",869.0551,7.698387097,16229.5103,252.0127717,10.65316492,0.159174814,0.394942342,51.14958505,0.1175
"853","2","0","0","0","0","0","1","0","0","1","1","0",113.1,7.445,1180,18.32310804,0.386,0.0138,0.0274,6.527,3.248
"765","3","0","0","0","0","1","0","1","0","1","1","0",5998.702,8.260833321,21441.167,332.9396775,21.187,0.210289387,0.521767111,108.653,15.971
"293","4","0","0","0","0","1","1","0","0","0","0","0",948.65,8.4326,3952.214,61.37020688,2.594261119,0.038762286,0.096176448,6.47,18.04
"687","1","0","0","0","0","0","1","0","0","1","1","0",13.1273,6.638709677,165,2.562129514,0.108307163,0.001618277,0.004015247,0.03459,0.87
"636","1","0","0","0","0","0","0","0","0","1","1","1",1.86,6.894333333,46,0.714290652,0.030194724,0.000451156,0.001119402,0.23,0.65
"859","2","0","0","0","0","0","1","0","0","1","1","0",89.4,7.469625,908,14.09947636,0.541,0.0276,0.022096024,6.438,68.451
"403","2","0","0","0","0","0","0","1","0","0","1","0",375.74,8.219132613,9725.83,151.023249,12.54,0.09538841,0.2366764,25.95,2.58
"319","2","0","0","0","0","1","1","1","1","0","0","1",194.398,7.641,2073.581,32.19868533,1.36111318,0.020337143,0.050460237,5.309,29.29
"686","1","0","0","0","0","0","1","0","0","1","1","0",18.62216,7.391,186,2.888218725,0.122091711,0.00182424,0.004526278,0.038366,0.595
"131","3","0","0","0","0","1","1","0","0","0","0","0",40.475,7.28,167.134,2.595266389,0.109707935,0.001639207,0.004067177,0.053,18.451
"621","1","0","0","0","0","1","0","1","0","0","0","0",6.194,7.559333333,37.824,0.587333253,0.02482794,0.000370968,0.000920441,0.284700243,0.776
"685","1","0","0","0","0","0","1","0","0","1","1","0",5.5821,6.766666667,87,1.350941016,0.057107413,0.000853273,0.00211713,0.09125,0.571
"618","2","0","0","0","0","1","1","1","0","0","0","0",419.704,8.172,3390.483,52.64761552,2.225536932,0.033252975,0.082506821,45.353,141.9815
"194","4","0","0","0","0","1","0","0","0","0","0","0",984.1122,8.269677419,9060,140.6842024,5.947047841,0.088858122,0.220473542,13.86666415,58.763
"409","3","0","0","0","0","1","1","0","0","0","0","0",53.47,7.939677419,1953.22,30.32971278,1.282107371,0.019156674,0.047531273,0.46,9.552
"858","2","0","0","0","0","0","1","0","0","1","1","0",84.8,7.258333333,1057,16.41315695,0.399496341,0.010366781,0.025721913,5.472355758,4.255
"597","2","0","0","0","0","1","1","1","0","0","0","0",497.582,8.284,2615.685,40.6165075,1.716954065,0.025653958,0.063652245,3.076,5.4495
"774","3","0","0","0","0","1","0","1","0","1","1","0",8036.556,8.415806452,25373,393.993407,21.6999,0.248851782,0.617447591,286.547,57.5023
"633","1","0","0","0","0","1","0","1","0","0","0","0",15.625,7.559333333,87.731,1.362292027,0.057587247,0.000860443,0.002134919,0.660348906,6.139
"270","3","0","0","0","0","1","1","0","0","0","1","1",214.217431,7.092,3202,49.72084063,2.101815363,0.031404383,0.077920119,12.11901839,27.87
"466","3","0","0","0","0","1","1","0","1","0","0","0",2665.42,7.608709677,2162.05,33.57243706,1.419184855,0.021204824,0.052613115,139.68,0.68
"535","3","0","0","0","0","1","1","1","0","0","1","0",367.847091,7.139677419,7054,109.5349187,4.630295306,0.069183796,0.171657877,61.916867,179.285
"204","4","0","0","0","0","1","0","0","0","0","0","0",1044.953663,8.275705115,7780,120.8082886,5.106846821,0.076304216,0.189324962,11.90757694,80.836
"485","2","0","0","0","0","1","1","0","0","1","0","0",432.3,8.716333333,3012.97,46.78557189,1.977734739,0.029550426,0.073320107,9.495798852,54.863
"791","2","0","0","0","0","0","1","0","0","1","0","0",29.999,7.836451613,647.651,10.05676207,0.42512268,0.006351992,0.015760476,2.041163245,33
"198","4","0","0","0","0","1","0","0","0","0","0","0",1320.35897,8.45,8595,133.4636556,5.641818564,0.084297523,0.209157847,13.1549645,65.572
"141","3","0","0","0","0","1","1","0","0","0","0","0",876.876,8.188709677,6242.713,96.93720742,4.097760802,0.061226905,0.151915347,17.425,51.356
"612","2","0","0","0","0","1","1","1","0","0","0","0",644.492,8.142634409,2578.247,40.03516808,1.692379498,0.025286776,0.062741197,16.31572608,82.791
"658","2","0","0","0","0","1","0","0","0","0","1","0",69.917161,7.641,312,4.84475399,0.204798998,0.003060015,0.007592466,0.983311895,25.702
"164","4","0","0","0","0","0","0","1","0","0","0","0",5765.21,7.080967742,20327.94,315.6534244,13.34340306,0.199371146,0.494676924,58.56,22.55
"547","2","0","0","0","0","0","1","1","0","0","0","0",143.9,7.546086957,3548.08,55.09479082,2.328984713,0.034798645,0.086341917,11.1822733,4.3
"556","2","0","0","0","0","0","1","1","0","0","0","0",632.8,7.092272727,4559.2,70.79552049,2.992691006,0.044715447,0.110947348,14.36896024,8.69
"290","4","0","0","0","0","1","1","0","0","0","0","0",693.819,7.781,2458.604,38.17734468,1.61384499,0.024113348,0.059829705,4.045,1.22
"334","2","0","0","0","0","0","0","1","0","0","0","0",187.633,7.990344828,2842.808,44.14328654,1.866039203,0.027881521,0.069179244,8.959509369,9.17
"167","4","0","0","0","0","0","0","1","0","0","0","0",5601.3464,7.558,14751.022,229.0547202,9.682674783,0.144674185,0.358963583,109.7072,33.64
"53","4","0","0","0","0","1","0","0","0","0","1","0",2312.037063,7.641,19645,305.0486927,12.89511643,0.192673048,0.478057696,61.91398137,7.2565
"122","2","0","0","0","0","1","1","0","0","0","0","0",1355.321074,6.901612903,15018,233.2003699,9.857921023,0.147292636,0.365460447,47.33133989,52.2029
"7","1","0","0","0","0","0","0","0","0","0","1","0",2.14,7.233225806,148.27,2.302345109,0.097325473,0.001454194,0.003608125,1.4,4.3736
"170","4","0","0","0","0","0","0","1","0","0","0","0",802.746,6.489032258,9332.73,144.9191696,6.126069734,0.091532987,0.227110379,6.034,54.85
"81","2","0","1","1","0","0","0","0","0","1","0","0",47.8992497,7.641,569.9458,8.850151246,0.374116439,0.00558988,0.013869533,1.796264375,1.363
"736","4","0","0","0","0","0","1","0","0","1","1","0",199.7229232,7.927419355,1585,24.61197139,1.040405169,0.015545268,0.038570702,8.038393025,4.604
"881","3","0","0","0","0","1","1","1","0","0","1","0",43.1,7.562258065,836.78,12.99356809,0.549268288,0.00820692,0.020362897,19.97,52.329
"627","1","0","0","0","0","1","0","1","0","0","0","0",10.928,7.559333333,103.048,1.600135286,0.067641433,0.001010668,0.002507655,0.775639558,2.853
"225","2","0","0","0","0","0","1","0","0","0","0","0",6.64,7.717666667,5650.96,87.74843272,3.82,0.055423145,0.13751514,7.14,0.7
"690","1","0","0","0","0","0","1","0","0","1","1","0",18.2352,6.647631571,192,2.981387071,0.126030153,0.001883086,0.004672287,0.069095,1.044
"896","3","0","0","0","0","1","1","1","0","0","1","0",26.5,7.648064516,603.49,9.371027517,0.396135088,0.005918873,0.014685825,7.43,175.4865
"218","3","0","1","0","0","1","0","1","0","1","1","0",18.92086,8.225,356.196,4.53832,0.091425,0.003493478,0.008667968,0.013555,1.069
"649","2","0","0","0","0","1","0","0","0","0","1","0",12.98062,7.641,191,2.965859013,0.125373746,0.001873278,0.004647952,0.601963372,10.89
"304","4","0","0","0","0","1","1","0","0","0","0","0",1381.265,8.047666667,4640.234,72.05382111,3.045882295,0.045510208,0.112919296,13.389,93.24
"727","3","0","0","0","0","0","0","1","0","1","1","0",0.694499,7.232258065,22,0.341617269,0.006959,0.00021577,0.000535366,0.076252,9.84
"223","3","0","1","0","0","1","0","1","0","1","1","0",19.98293,7.491290323,195.2307,5.98649,0.011151,0.001914772,0.004750906,1.083484,29.959
"664","1","0","0","0","0","1","0","1","0","0","0","0",42.80053,7.641,680,10.55907921,0.446356792,0.006669263,0.016547683,2.14311567,61.705
"37","3","0","0","0","0","1","1","0","0","0","1","0",566.706844,7.794666667,4117,63.92901339,2.70242781,0.040378465,0.100186487,3.129675,117.428
"133","3","0","0","0","0","1","1","0","0","0","0","0",598.598,7.519666667,6504.851,101.0077014,4.269830032,0.063797886,0.15829443,11.948,33.9345
"585","2","0","0","0","0","1","0","1","0","0","0","0",351.85,7.729354839,6707.409,104.1530337,4.402790531,0.065784522,0.163223644,21.13934313,11.568
"579","2","0","0","0","0","1","0","1","0","0","0","0",233.315,8.327741935,778.297,12.08544069,0.510879635,0.007633334,0.018939724,2.452912495,5.225
"161","4","0","0","0","0","0","0","1","0","0","0","0",3186.139,7.528387097,16678.785,258.9891352,10.948072,0.163581183,0.405875364,83.402,16.687
"593","2","0","0","0","0","1","0","1","0","0","0","0",517.226,8.2065,1792.089,27.82766132,1.176339847,0.017576343,0.043610178,5.648020614,35.953
"861","2","0","0","0","0","0","1","0","0","1","1","0",98.4,7.176923077,1073,16.66160587,0.353,0.0093,0.02611127,4.466,121.808
"609","2","0","0","0","0","1","1","1","0","0","0","0",328.502,8.142634409,2229.228,34.61558092,1.463280967,0.021863688,0.05424788,14.10705546,66.745
"105","1","0","0","0","0","1","0","0","0","0","0","0",161.5523,7.862777778,4297.8623,66.73745361,2.821147098,0.042152315,0.10458774,13.54531771,0.0753
"550","2","0","0","0","0","0","1","1","0","0","0","0",177.8,6.941935484,3926.92,60.97744019,2.577657959,0.03851421,0.095560923,12.37624086,6.65
"74","2","0","0","0","0","1","1","0","0","1","1","1",3.07,7.641,257.8,4.003133265,0.169221737,0.002528435,0.006273519,0.02,4.818
"483","2","0","0","0","0","1","1","0","0","1","0","0",837.4,8.326129032,3112.57,48.33216643,2.043112881,0.030527277,0.075743856,9.809702265,9.235
"490","2","0","0","0","0","1","1","0","0","1","0","0",168.2,8.716333333,1811.53,28.12954229,1.189101057,0.017767015,0.044083271,5.70929166,87.483
"673","2","0","0","0","0","1","1","1","0","0","0","0",38.480286,6.796,354,5.496932412,0.232368094,0.00347194,0.008614529,0.180667697,3.52
"195","4","0","0","0","0","1","0","0","0","0","0","0",508.783387,8.317272727,7055,109.5504468,4.630951713,0.069193604,0.171682212,10.7979377,59.704
"611","2","0","0","0","0","1","1","1","0","0","0","0",647.384,8.121935484,3551.224,55.14361104,2.331048457,0.034829481,0.086418425,25.346,76.1885
"435","2","0","0","0","0","1","0","0","0","0","0","0",19.17,7.575483871,87.74,1.362431779,0.057593154,0.000860531,0.002135138,0.276524954,1.507
"310","2","0","0","0","0","1","1","1","1","0","0","1",132.461,7.641,1702.954,26.4435679,1.117831005,0.01670213,0.041441093,1.809,3.043
"60","4","0","0","0","0","1","0","0","0","0","1","0",2877.80976,7.641,19015,295.2660164,12.48157999,0.186494172,0.462726755,59.92844773,18.92
"678","2","0","0","0","0","1","1","1","0","0","0","0",60.954769,6.672,412,6.397559756,0.270439703,0.004040789,0.010025949,0.210268619,4.1
"787","1","0","0","0","0","0","0","1","0","0","0","0",5.651,7.641,23,0.357145326,0.015097362,0.000225578,0.000559701,0.6201,5.5951
"588","2","0","0","0","0","1","0","1","0","0","0","0",52.667,7.965666667,1713.066,26.60058762,1.124468593,0.016801306,0.041687166,5.398968511,20.595
"531","2","0","0","0","0","1","1","1","0","0","1","0",71.4,7.731612903,1436,22.2982908,0.942600519,0.014083914,0.034944813,4.47,186.727
"308","2","0","0","0","0","1","1","1","1","0","0","1",56.07,7.641,818.412,12.70834873,0.537211404,0.008026772,0.019915915,0.548,1
"893","3","0","0","0","0","1","1","1","0","0","1","0",36.9,7.56483871,678.48,10.53547656,0.445359053,0.006654355,0.016510694,11.82,147.1939
"9","1","0","0","0","0","0","0","0","0","0","1","0",1.81,7.150833333,107.99,1.676874947,0.070885397,0.001059138,0.002627918,1.34,19.1368
"300","4","0","0","0","0","1","1","0","0","0","0","0",1898.63,8.421387097,5768.047,89.5665664,3.786186695,0.056571504,0.140364432,12.59,48.34
"558","2","0","0","0","0","0","1","1","0","0","0","0",234,7.459677419,6857.18,106.4786864,4.501101271,0.067253437,0.166868296,21.61136751,11.37
"670","2","0","0","0","0","1","1","1","0","0","0","0",27.62,8.650322581,356,5.527988527,0.233680909,0.003491555,0.008663199,0.23,2.718
"91","2","0","0","0","0","0","1","1","0","0","1","1",299.5388,7.377407407,1751,27.18962896,1.149368738,0.017173352,0.042610284,5.518522849,3.06
"46","4","0","0","0","0","1","0","0","0","0","1","0",482.969136,7.641,8503,132.0350743,5.581429116,0.083395211,0.206919043,26.79840079,4.509
"520","2","0","0","0","0","1","1","1","0","0","1","0",126.38,7.585769231,1392,21.61505626,0.913718609,0.013652374,0.033874081,3.71,119.54
"714","3","0","0","0","0","0","0","1","0","1","1","0",7.23,7.958387097,261,4.052823049,0.11,0.00255982,0.00635139,0.28,1.3656
"639","1","0","0","0","0","0","0","0","0","1","1","1",2.97,7.348571429,53,0.822987056,0.034789573,0.00051981,0.001289746,0.17,0.87
"555","2","0","0","0","0","0","1","1","0","0","0","0",185.5,7.481,3936.8,61.1308574,2.58414326,0.03861111,0.095801351,12.40737907,8.24
"134","3","0","0","0","0","1","1","0","0","0","0","0",859.658,7.989655172,6487.184,100.7333672,4.258233289,0.063624613,0.157864507,11.329,36.471
"549","2","0","0","0","0","0","1","1","0","0","0","0",229.7,6.79,4972.25,77.2093847,3.263819937,0.048766534,0.120998849,15.67074542,6.46
"314","2","0","0","0","0","1","1","1","1","0","0","1",61.741,7.641,1112.674,17.27766603,0.730367054,0.010912817,0.02707673,2.948,5.6
"307","2","0","0","0","0","1","1","1","1","0","0","1",125.935,7.641,1603.364,24.89712864,1.052459428,0.015725377,0.039017587,0.943,0.456
"139","3","0","0","0","0","1","1","0","0","0","0","0",818.506,8.025806452,6248.079,97.02053098,4.101283082,0.061279533,0.152045928,6.554,48.535
"533","2","0","0","0","0","1","1","1","0","0","1","0",229.21,7.324285714,1617,25.10886924,1.061410194,0.015859115,0.039349417,2.31,194.662
"252","3","0","0","0","0","1","0","1","0","0","0","0",83.528737,7.577666667,1966,30.52816136,1.290496253,0.019282016,0.047842272,9.098161146,1.313
"15","2","0","0","0","0","0","0","1","0","0","0","0",153.21,7.641,12776.67,198.3968685,8.386696218,0.125310255,0.310918067,40.26747306,26.028
"395","1","0","0","0","0","1","0","1","0","0","0","0",0.058,8.786322581,1.383,0.022216867,0.000907811,1.36e-05,3.37e-05,0.007111617,89.25
"668","2","0","0","0","0","1","1","1","0","0","0","0",35.646152,7.569373656,381,5.916189969,0.250091085,0.003736749,0.009271569,0.189955,2.364
"603","2","0","0","0","0","1","1","1","0","0","0","0",437.806,8.102857143,3528.049,54.7837483,2.315836224,0.034602187,0.085854466,88.122,27.701
"129","2","0","0","0","0","1","1","0","0","0","0","0",1317.662653,7.407741935,24124,374.598863,15.83516359,0.236601915,0.587053391,76.03018002,169.25
"372","1","0","0","1","0","0","0","1","0","0","1","0",44.7,7.667419355,227.84,3.537912657,0.149555781,0.002234595,0.005544447,0.26,172.081
"294","4","0","0","0","0","1","1","0","0","0","0","0",660.709,7.582,9296.319,144.3537775,6.102169297,0.091175878,0.226224324,67.815,27.92
"399","2","0","0","0","0","0","0","1","0","0","1","0",430.18,8.268666667,10996.08,170.7477643,29.7,0.107846691,0.267587716,0.94,0.225
"784","1","0","0","0","0","0","0","1","0","0","0","0",4.182,7.641,54,0.838515114,0.035445981,0.000529618,0.001314081,1.277,1.5038
"617","2","0","0","0","0","1","1","1","0","0","0","0",407.118,8.142634409,2041.992,31.70816952,1.340377938,0.020027326,0.049691524,12.922184,131.709
"341","2","0","0","0","0","0","0","1","0","0","0","0",177.108,8.207741935,2989.013,46.41356621,1.962009195,0.029315462,0.072737117,9.420294996,16.81
"767","3","0","0","0","0","1","0","1","0","1","1","0",9776.94,8.711333333,16742.66,259.9809899,10.99,0.164207653,0.407429752,200.62,20.2254
"119","2","0","0","0","0","1","1","0","0","0","0","0",1559.153199,7.233666667,16170,251.0886924,10.61410194,0.158591152,0.393494169,50.96202997,7.6443
"92","2","0","0","0","0","0","1","1","0","0","1","1",78.816,7.091290323,896,13.91313966,0.588140714,0.008787735,0.021804006,2.823870059,4.12
"781","1","0","0","0","0","0","0","1","0","0","0","0",8.078,7.641,60,0.93168346,0.039384423,0.000588464,0.00146009,1.799,0.9776
"220","3","0","1","0","0","1","0","1","0","1","1","0",5.914079,8.306129032,86.199031,2.02554,0.035242,0.000845418,0.002097639,0.010263,2.303
"453","1","0","1","0","0","1","1","0","0","0","0","0",0.6874,7.018709677,12.1847,0.189204724,0.007998123,0.000119504,0.000296513,0.0839,14.6985
"407","3","0","0","0","0","1","1","0","0","0","0","0",45.91,8.079677419,1268.23,19.69314857,0.832475108,0.01243847,0.030862159,0.66,4.653
"536","3","0","0","0","0","1","1","1","0","0","1","0",446.722834,6.931935484,6652,103.2926396,4.366419673,0.065241085,0.161875276,69.954284,189.638
"604","2","0","0","0","0","1","1","1","0","0","0","0",274.908,7.238790323,3657.855,56.79938335,2.401041797,0.03587529,0.089013272,61.114,35.0455
"207","4","0","0","0","0","1","0","0","0","0","0","0",657.594526,8.198,6069,94.23978194,3.983734365,0.059523173,0.147688071,9.288828338,87.662
"560","5","0","0","0","0","1","1","1","1","1","0","0",9015.605,7.380967742,27921.494,299.2634649,23.38695444,0.273846748,0.679464754,91.434,167.205
"302","4","0","0","0","0","1","1","0","0","0","0","0",27.766,7.494898581,255.578,3.968629921,0.1677632,0.002506643,0.006219447,2.202,60.82
"559","2","0","0","0","0","0","1","1","0","0","0","0",160.5,7.587666667,4432.52,68.82842614,2.909537361,0.043473003,0.107864612,13.96971039,14.44
"715","3","0","0","0","0","0","0","1","0","1","1","0",6.28,7.974285714,337,5.232955432,0.16,0.003305208,0.008200837,0.25,1.765
"857","2","0","0","0","0","0","1","0","0","1","1","0",131,7.270967742,1069,16.59949364,0.706,0.0259,0.026013931,9.552,4.234
"124","2","0","0","0","0","1","1","0","0","0","0","0",3833.150078,7.268064516,32811,509.4910999,21.5373716,0.32180175,0.798450042,103.4084827,59.85
"534","3","0","0","0","0","1","1","1","0","0","1","0",445.966694,7.033333333,5969,92.68697617,3.91809366,0.058542399,0.145254588,52.373711,130.144
"16","2","0","0","0","0","0","0","1","0","0","0","0",156.46,7.641,12041.47,186.9806405,7.904105757,0.118099604,0.293027101,37.95038683,29.523
"186","2","0","0","0","0","1","1","1","0","0","1","1",33.213,7.641,136.84,2.12485941,0.08982274,0.001342091,0.003329978,0.431270512,14.605
"496","1","0","0","0","0","1","0","0","0","1","0","0",0.023187391,7.451612903,0.743,0.011537347,1.48e-06,7.29e-06,1.81e-05,0.002216318,1.306
"601","2","0","0","0","0","1","1","1","0","0","0","0",914.886,8.112666667,4936.461,76.65365105,3.240327785,0.048415525,0.120127929,26.451,17.9665
"423","3","0","0","0","0","1","1","0","0","0","0","0",48.51,7.815666667,1031.48,16.01688092,0.67707074,0.010116487,0.025100888,1.62,19.388
"250","3","0","0","0","0","1","0","1","0","0","0","0",45.670348,6.645806452,2091,32.46916857,1.372547134,0.020507984,0.050884125,9.21307,1.262
"3","1","0","0","0","0","0","0","0","0","0","1","0",3.21,7.233666667,163.86,2.544427528,0.107558859,0.001607096,0.003987505,1.7,0.4257
"682","2","0","0","0","0","1","1","1","0","0","0","0",41.696384,7.569373656,372,5.77643745,0.244183421,0.003648479,0.009052556,0.121882,6.093
"642","2","0","0","0","0","1","0","0","0","0","1","0",37.31105,7.641,414,6.428615871,0.271752517,0.004060404,0.010074619,1.304779246,3.368
"779","3","0","0","0","0","1","0","1","0","1","1","0",8046.092,6.883666667,28633.513,444.6228409,7.318,0.280830045,0.696791614,58.793,78.0884
"634","1","0","0","0","0","1","0","1","0","0","0","0",10.117,7.559333333,101.838,1.581346336,0.066847181,0.000998801,0.00247821,0.76653192,6.995
"318","2","0","0","0","0","1","1","1","1","0","0","1",160.049,7.641,2055.985,31.92545363,1.349563041,0.020164566,0.050032041,2.204,21.45
"301","4","0","0","0","0","1","1","0","0","0","0","0",43.266,7.572903226,314.183,4.87865174,0.206231935,0.003081425,0.007645589,3.836,49.84
"83","2","0","1","1","0","0","0","0","0","1","0","0",44.22512872,7.641,526.228,8.171298726,0.345419767,0.005161107,0.012805668,1.658481577,3.341
"615","2","0","0","0","0","1","1","1","0","0","0","0",766.987,8.439032258,4572.051,70.99507155,3.001126493,0.044841486,0.111260075,48.012,121.1195
"216","3","0","1","0","0","1","0","1","0","1","1","0",11.66202,7.936666667,166.8838,4.04735,0.011154,0.001636753,0.004061089,0.13209,0.344
"675","2","0","0","0","0","1","1","1","0","0","0","0",48.41797,6.586333333,483,7.50005185,0.317044603,0.004737138,0.011753722,0.246504231,3.6
"416","3","0","0","0","0","1","1","0","0","0","0","0",63.37,7.710645161,1670.69,25.94257065,1.096652688,0.016385693,0.040655954,1.73,14.809
"109","1","0","0","0","0","1","0","0","0","0","0","0",708.3327,7.480645161,18511.5592,287.4485586,12.1511179,0.181556556,0.450475609,58.34178322,0.8431
"663","1","0","0","0","0","1","0","1","0","0","0","0",257.428634,7.641,1819,28.24553688,1.194004417,0.017840279,0.044265052,5.732834416,29.57
"146","3","0","0","0","0","1","1","0","0","0","0","0",976.088,7.66516129,7031.85,109.1909723,4.615755889,0.068966555,0.17111886,12.869,60.882
"429","3","0","0","0","0","1","1","0","0","0","0","0",31.41,7.827666667,856.29,13.29652049,0.56207479,0.00839827,0.02083767,17.11,127.297
"641","1","0","0","0","0","0","0","0","0","1","1","1",2.97,7.354642857,53,0.822987056,0.034789573,0.00051981,0.001289746,0.16,1.6
"720","3","0","0","0","0","0","0","1","0","1","1","0",7.095146,5.006451613,411,6.382031698,0.107871,0.004030981,0.010001614,0.431057,7.61
"151","3","0","0","0","0","1","1","0","0","0","0","0",1006.856,8.117857143,6407.787,99.50048601,4.206116539,0.062845907,0.155932395,19.397,73.729
"140","3","0","0","0","0","1","1","0","0","0","0","0",759.887,8.221893933,6292.493,97.71019413,4.130436745,0.061715134,0.153126735,9.54,50.133
"148","3","0","0","0","0","1","1","0","0","0","0","0",773.975,8.097666667,7919.056,122.9675582,5.198124159,0.077668041,0.192708866,33.84,68.2255
"49","4","0","0","0","0","1","0","0","0","0","1","0",1992.196606,7.641,17531,272.2223788,11.50747193,0.171939486,0.42661387,55.25141295,6.5
"516","2","0","0","0","0","1","1","1","0","0","1","0",138.2735201,7.907777778,1523,23.64923182,0.999707932,0.014937188,0.037061943,6.138326996,100.607
"587","2","0","0","0","0","1","0","1","0","0","0","0",341.549,8.067857143,7872.221,122.2403016,5.167381335,0.077208695,0.191569144,24.81041203,17.581
"521","2","0","0","0","0","1","1","1","0","0","1","0",229.74,7.28962963,1886,29.28591675,1.23798369,0.018497397,0.045895486,9.52,122.51
"659","2","0","0","0","0","1","0","0","0","0","1","0",15.6752,7.641,100,1.552805766,0.065640705,0.000980774,0.002433483,0.315164069,88.531
"848","2","0","0","0","0","0","1","0","0","1","1","0",74.8,7.715,696,10.80752813,0.374,0.0155,0.01693704,5.442,0.463
"316","2","0","0","0","0","1","1","1","1","0","0","1",291.73,7.641,2643.538,41.04901049,1.735236971,0.025927133,0.064330043,13.867,10.731
"458","1","0","1","0","0","1","1","0","0","0","0","0",1.8221,7.084666667,78.5686,1.220017751,0.051572983,0.00077058,0.001911953,0.2062,86.4
"681","2","0","0","0","0","1","1","1","0","0","0","0",21.01,7.527580645,736,11.42865044,0.483115586,0.007218496,0.017910433,0.5636,5.9
"630","1","0","0","0","0","1","0","1","0","0","0","0",4.289,7.559333333,48.882,0.759042515,0.032086489,0.000479422,0.001189535,0.367933515,3.547
"721","3","0","0","0","0","0","0","1","0","1","1","0",0.2,7.293548387,10,0.155280577,0.011901,9.81e-05,0.000243348,0.007055976,7.62
"863","2","0","0","0","0","0","1","0","0","1","1","0",117.3,6.556774194,1572,24.41010664,0.594142145,0.015417767,0.03825435,8.13864073,174.29
"771","3","0","0","0","0","1","0","1","0","1","1","0",6188.989,7.026451613,26215.434,407.0747707,9.428,0.257114155,0.637948078,33.222,36.1698
"644","2","0","0","0","0","1","0","0","0","0","1","0",20.99844,7.641,126,1.956535265,0.082707288,0.001235775,0.003066188,0.397106727,5.378
"696","2","0","0","0","0","1","0","1","0","1","1","0",633.5414,7.491494624,2163.4852,33.59472293,1.42012693,0.0212189,0.05264804,7.042959912,192.8722
