"","staff","process_1","process_2","process_3","process_4","process_5","process_6","process_7","process_8","process_9","process_10","process_11","COD","pH","water","N","P","NH3N","HWsum"
"79","4","0","0","0","0","1","0","0","0","0","0","0",3121.93,7.359354839,18349.74,360.6002465,11.31,345.66,20.7375
"727","3","0","0","0","0","0","1","1","0","0","0","0",780.437,8.068064516,8719.362,195.09,11.302,168.846,301.89
"883","5","0","0","0","0","1","1","1","1","0","0","0",695.4543046,7.218214286,3300.23,64.85452936,3.150649942,40.31484152,97.683
"601","2","0","0","0","0","0","0","1","0","0","0","0",96.9408,7.544056055,724,14.22769906,0.691185329,2.665590711,4.541
"656","2","0","0","0","0","0","0","0","0","1","0","0",168.42,7.544056055,400.55,7.871415548,0.382395419,1.474727015,356.3323
"693","2","0","0","0","0","0","0","0","0","1","0","0",16.752,7.477,109.755,2.156852362,0.10478045,0.404091034,3.744
"718","3","0","0","0","0","0","1","1","0","0","0","0",253.418,8.082666667,2826.16,69.501,1.575,54.788,112.726
"85","4","0","0","0","0","1","0","0","0","0","0","0",2057.8,7.509666667,13621.59,267.6849215,25.67,47.25,66.72
"109","5","0","0","0","0","1","1","1","1","0","0","0",1644.22,7.002857143,5620.28,110.4470338,5.365545691,7.47042,81.6
"789","4","0","0","0","0","1","1","0","1","0","0","1",2860.783,7.129354839,21264,171.8403243,1.133436614,6.7014,230.164
"1022","2","0","0","0","0","0","0","0","0","1","0","0",10.697,7.167741935,45.839,0.900805935,0.043761387,0.58,8.48
"264","4","0","0","0","0","1","1","1","0","0","1","0",580.53,8.803225806,7617.19,149.6893466,3.786022491,2.73,261.922
"456","3","0","0","0","0","1","1","1","0","0","1","1",502.86,7.273225806,4873.81,95.77776511,18.07,18.09,101.195
"50","4","0","0","0","0","0","0","1","1","0","0","0",471.18824,7.544056055,5539.19259,108.8535431,5.288133497,20.39395071,348.45
"76","4","0","0","0","0","1","0","0","0","0","0","0",2872.02,7.468383333,17564.09,345.1610314,11.43,101.26,11.948
"1245","4","0","0","0","0","1","1","1","0","0","1","0",1306.595,7.394642857,8910.296,175.1008425,1.2,52.951,146.693
"1090","3","0","0","0","0","1","1","1","0","0","1","0",2079.9376,8.168387097,6349.4062,124.7754704,21.9208,40.6478,109.564
"714","3","0","0","0","0","0","1","1","0","0","0","0",177.548,7.254516129,2353.872,54.574,1.812,50.356,47.584
"1406","2","0","0","0","0","0","1","0","0","1","0","0",1.842,7.544056055,29.879,0.587167707,0.02852476,0.110007161,199.3873
"892","5","0","0","0","0","1","1","1","1","0","0","0",3881.323506,7.229354839,18602,365.5575385,17.75888051,115.288482,201.673
"707","2","0","0","0","0","1","0","0","0","1","0","1",0.0208,7.843933414,0.3717,0.01,0.000209792,0.0079,15.81
"1435","2","0","0","0","0","0","1","0","0","1","0","0",234.0248,7.544056055,603.54,11.86047719,0.576185074,2.222086488,6.436
"683","2","0","0","0","0","0","0","1","0","1","1","1",276,8.017,1829.99,35.96208149,5.19,29.05,102.031
"993","4","0","0","0","0","1","1","1","1","1","0","1",458.849,7.126875,6452.531,126.8020293,3.2,154.04,267.145
"431","4","0","0","0","0","0","1","1","0","1","0","0",336,7.861666667,2501.11,49.15060827,6.84,5.14,511.121
"1338","4","0","0","0","0","1","1","1","1","0","1","0",1021.75,7.734333333,5291.858,52.44,4.38,17.213,64.08
"366","3","0","0","0","0","0","1","1","0","1","0","1",227.047,8.471666667,1677.986,32.97497214,1.601932742,4.448,56.247
"1270","3","0","0","0","0","0","0","0","0","1","1","0",0.971539,7.799310345,132,0.174745,0.001736,0.060325,253.133
"668","2","0","0","0","0","0","0","1","0","1","1","1",261,7.393225806,691.95,13.5978679,2.33,4.61,1.08
"320","4","0","0","0","0","1","1","0","0","0","1","1",763.291,7.489032258,9490.035,186.4935939,1.085797404,13.168,51.96
"1342","4","0","0","0","0","1","1","1","1","0","1","0",58.76,8.188033333,268.36,2.18,0.13,0.77,88.89
"235","5","0","0","0","0","0","0","1","1","1","0","1",2304.922,8.587419355,12365.851,299.062,28.535,93.94,129.215
"21","2","0","0","0","0","0","0","0","0","1","0","0",8.59,7.961658677,703.35,13.82189521,0.671471272,2.14,22.7219
"1404","2","0","0","0","0","0","1","0","0","1","0","0",0.0105,7.544056055,0.2571,0.005052405,0.000245447,0.000946579,4.9675
"1199","2","0","0","0","0","1","1","0","0","0","1","0",100.550564,6.77575,1216,23.89624593,1.119205633,1.139631881,2.815
"1125","4","0","0","0","0","1","0","0","0","0","0","0",1132.16,7.696451613,6662.4564,151.632,3.8721,52.49378,8.88
"422","4","0","0","0","0","0","1","1","0","1","0","0",205.79,7.912903226,1520.43,29.87875756,5.454643543,38.19,243.94
"181","3","0","0","0","0","1","1","0","0","0","0","0",810.4,7.544056055,7066,138.8576264,6.745739687,26.01528172,36.083
"1091","3","0","0","0","0","1","1","1","0","0","1","0",1090.3272,7.971935484,3662.3594,71.97092179,6.9795,25.6361,109.745
"390","2","0","0","0","0","1","1","1","0","1","0","0",102.863,7.59516129,1612.89,31.69573692,1.539787162,17.04329,418.469
"970","4","0","0","0","0","0","1","0","0","0","0","0",816.75,7.446551724,36611.09,191.72,5.31,67.08,5.86
"192","2","0","0","0","0","0","0","0","0","1","0","0",2.279,6.796129032,54.748,1.075881309,0.052266594,0.030150621,1.681
"716","3","0","0","0","0","0","1","1","0","0","0","0",46.9,8.476,847.23,1.18,0.21,0.6,80.5
"426","4","0","0","0","0","0","1","1","0","1","0","0",407.23,7.690322581,1486.7,29.21591186,5.49,25.22,357.971
"600","2","0","0","0","0","0","0","1","0","0","0","0",2.2493,7.544056055,76,1.493515371,0.072555366,0.27981339,3.952
"1325","4","0","0","0","0","0","1","0","1","1","1","1",1020.223,7.432,8304.156,128.737,7.662,2.995,14.214
"1168","3","0","0","0","0","1","1","1","0","0","0","0",167.25,7.544056055,1733.61,34.06806818,1.490428712,6.382727503,50.424
"1205","2","0","0","0","0","1","1","0","0","0","1","0",0.012567,6.77575,1,0.019651518,0.000920399,0.000937197,133.474
"1438","2","0","0","0","0","0","1","0","0","1","0","0",85.7851,7.544056055,388.04,7.625575058,0.370452424,1.428668259,6.85
"946","4","0","0","0","0","0","1","0","0","0","0","0",1559.41,7.230645161,12004.74,235.9113646,11.51,119.08,366.68
"224","2","0","0","0","0","0","0","0","0","1","0","0",15.85,6.417096774,819.66,16.10756327,0.82,0.66,212.852
"1250","4","0","0","0","0","1","1","1","0","0","1","0",662.142,7.396774194,9080.473,178.4450789,4.09,53.926,246.0755
"584","3","0","0","0","0","1","1","1","0","1","0","0",161.8064,7.048333333,1505.0143,29.57581566,0.9773,14.6353175,270.897
"1240","4","0","0","0","0","1","1","1","0","0","1","0",438.155,7.742677419,7164.39,140.7911393,3.997,62.366,6.022
"200","2","0","0","0","0","0","0","0","0","1","0","0",8.527,7.199032258,139.086,2.733251037,0.132782048,0.078,58.764
"1323","3","0","0","0","0","0","1","0","0","1","0","0",40.09186108,7.544056055,298,5.856152374,0.284493409,1.097163027,10
"983","4","0","0","0","0","0","1","0","0","0","0","0",1083.46,7.308387097,41126.44,366.57,7.4,70.36,220.854
"1116","4","0","0","0","0","1","1","0","0","0","0","0",2784.39,8.556,12833.38,252.1953985,51.65,17.32,336.762
"985","4","0","0","0","0","0","1","0","0","0","0","0",1568.3,7.235483871,44559.85,244.06,8.35,37.32,423.271
"1129","4","0","0","0","0","1","0","0","0","0","0","0",1349.37,7.191612903,7957.39,185.2716,4.2221,15.29,134.874
"15","2","0","0","0","0","0","0","0","0","1","0","0",10.25,7.548387097,575.19,11.30335666,0.549120013,0.19,14.79
"45","2","0","0","0","0","1","1","1","1","1","0","0",279.997162,7.310333333,4045,79.49039044,3.861663888,0.498977,45.694
"690","2","0","0","0","0","0","0","0","0","1","0","0",15.636,7.036774194,64.294,1.2634747,0.06137993,0.236714764,0.277
"140","4","0","0","0","0","1","0","1","1","0","0","0",8076.44,7.418333333,20474,195.7871025,4.893688827,22.0694,11.989
"541","5","0","0","0","0","1","1","1","0","0","0","0",1874.025796,8.405666667,11179.6,219.696111,10.67289434,13.50948621,460.9166
"1252","4","0","0","0","0","1","1","1","0","0","1","0",1114.143,7.496,8630.699,169.606337,1.704,146.448,340.096
"380","2","0","0","0","0","1","1","1","0","1","0","0",181.084452,7.553548387,2496.10929,49.05233673,2.382975304,36.395062,0.617
"347","4","0","0","0","0","1","1","1","1","0","0","0",3761.752,7.46483871,15826.014,311.0051995,15.10871366,65.934,84.8755
"1339","4","0","0","0","0","1","1","1","1","0","1","0",217.046,7.301612903,1031.849,24.313,1.216,11.343,67.76
"467","3","0","0","0","0","1","1","1","0","0","1","1",431.33,8.367089323,4645.09,91.2830699,7.95,6.48,279.061
"780","4","0","0","0","0","1","1","0","1","0","0","1",3561.54,7.026129032,21633,174.8223164,1.153105449,7.0116,167.314
"55","4","0","0","0","0","0","0","1","1","0","0","0",2367,7.544056055,19303.3,379.3391481,18.42839469,71.07002371,512.922
"84","4","0","0","0","0","1","0","0","0","0","0","0",3138.34,7.959333333,13167.97,258.7705999,17.73,106.45,52.361
"813","4","0","0","0","0","1","1","1","1","0","1","1",283.358,7.876451613,1545.439,23.26719438,0.51,29.863,232.97
"1343","4","0","0","0","0","1","1","1","1","0","1","0",456.87,7.336333333,2524.531,36.099,3.814,3.634,111.01
"118","5","0","0","0","0","1","1","1","1","0","0","0",630.192985,8.486,6183,121.505336,5.902760895,4.944105,148.864
"1376","3","0","0","0","0","1","1","1","1","1","0","0",68.855108,7.080333333,1378.56908,27.09097514,1.316086634,0.132706,31.261
"324","4","0","0","0","0","1","1","0","0","0","1","1",1337.164,7.766451613,5314.628,104.440508,0.739,3.991,252.177
"1390","4","0","0","0","0","1","1","1","0","0","0","0",193.891,6.977096774,2654.217,72.53369759,0.822014583,14.398,61.055
"362","3","0","0","0","0","0","1","1","0","1","0","1",47.14,8.441935484,879.985,17.2930411,0.840100444,0.148,38.385
"1181","3","0","0","0","0","0","1","1","0","0","0","0",745.04,8.326451613,4501.89,88.46897252,4.297845746,38.8,33.02
"739","3","0","0","0","0","1","1","0","0","1","1","0",180.08,7.18483871,2694.434,52.94971834,2.572311119,18.674,25.919
"5","3","0","0","0","0","1","0","1","0","1","0","0",2713.29,6.868888889,28694,563.8806584,27.39346937,69.53668,110
"1203","2","0","0","0","0","1","1","0","0","0","1","0",250.26,6.388666667,1644,32.30709565,1.43,0.81,4.887
"728","3","0","0","0","0","0","1","1","0","0","0","0",270.219,8.108563065,4988.623,47.4,6.626,34.404,315.83
"1076","3","0","0","0","0","1","1","1","0","0","1","0",646.16,8.007666667,5102.22,100.2663683,17.61499275,13.42,51.05
"427","4","0","0","0","0","0","1","1","0","1","0","0",541.6695,7.322903226,2221.1486,43.64894177,9.1233,8.6276,371.049
"215","2","0","0","0","0","0","0","0","0","1","0","0",52.23,7.439677419,599.18,11.77479658,0.41,0.28,144.976
"1335","4","0","0","0","0","1","1","1","1","0","1","0",606.025,7.831333333,2769.805,48.699,5.525,13.462,1.521
"611","2","0","0","0","0","1","1","1","0","1","1","0",36.037,7.114333333,605.375,11.89653773,0.577936904,2.091,55.856
"1412","5","0","0","0","0","0","0","1","0","1","1","0",12312.683,7.052666667,100143.096,1967.963857,77.98,251.588,294.479
"176","3","0","0","0","0","1","1","0","0","0","0","0",751.463,7.544056055,4840.35,95.12022531,4.62096534,17.82098342,7.328
"609","2","0","0","0","0","1","1","1","0","1","1","0",136.599,6.917083333,2400.148,47.1665517,2.291363377,9.841,47.15
"272","4","0","0","0","0","1","1","1","0","0","1","0",308.61,8.239461129,5971.3,117.3451096,7.5,4.29,361.868
"452","3","0","0","0","0","1","1","1","0","0","1","1",1024.31,7.669677419,4414.64,86.75437757,10.09,2.97,64.483
"1097","3","0","0","0","0","1","1","1","0","0","1","0",1109.5109,8.566333333,5520.2212,108.4807265,19.05810734,30.096,270.728
"1087","3","0","0","0","0","1","1","1","0","0","1","0",1387.32,7.853448276,5850.13,114.9639352,20.19709019,7.86,83.147
"1414","5","0","0","0","0","0","0","1","0","1","1","0",12263.237,7.203064516,99816.197,1961.539795,56.87,419.4621,308.103
"790","4","0","0","0","0","1","1","0","1","0","0","1",2328.53,7.564666667,12984,104.9273312,0.692087142,2.672,388.796
"575","3","0","0","0","0","1","1","1","0","1","0","0",583.29,6.70483871,1579.7105,31.04370938,1.8006,32.53,8.9
"635","4","0","0","0","0","1","1","1","0","1","0","0",443.9458,7.358,6337.4454,124.5404226,6.050206192,15.1341,83.768
"653","2","0","0","0","0","0","0","0","0","1","0","0",49.19,7.544056055,682.01,13.40253181,0.651098489,2.510993813,269.029
"114","5","0","0","0","0","1","1","1","1","0","0","0",1728.03,7.028,6301.45,123.8330583,6.015842252,35.64,116.64
"731","3","0","0","0","0","0","1","1","0","0","0","0",386.786,7.890967742,3436.489,81.153,2.567,67.717,361.089
"405","5","0","0","0","0","1","1","0","1","0","0","0",2596.02,7.418670464,13289.4,261.1568838,11.37,237.64,313.36
"753","4","0","0","0","0","1","1","0","1","1","0","0",1178.56,7.475948548,13163.34,258.6796134,48.34,107.59,335.018
"1417","5","0","0","0","0","0","0","1","0","1","1","0",11821.173,7.192833333,96040.995,1887.351345,48.288,492.674,328.536
"141","4","0","0","0","0","1","0","1","1","0","0","0",5852.45,6.583225806,19346,185.0003558,4.624074634,6.25767,18.78
"1096","3","0","0","0","0","1","1","1","0","0","1","0",1618.7635,8.483666667,4828.0312,94.87814219,19.9684,15.2424,250.802
"22","2","0","0","0","0","0","0","0","0","1","0","0",5.4,7.598333333,527.47,10.36558622,0.50356288,0.471283432,24.36
"378","1","0","0","0","0","0","0","1","0","0","0","0",548.575,7.300322581,9087.569,178.5845261,8.675682828,33.45820374,4.99
"204","2","0","0","0","0","0","0","0","0","1","0","0",11.566,7.279457484,134.703,2.647118434,0.128597704,0.07418315,171.083
"1224","5","0","0","0","0","1","1","1","1","0","0","1",6724.697348,6.698703704,34472,677.4271296,32.90958654,35.37456,290.7055
"222","2","0","0","0","0","0","0","0","0","1","0","0",17.26,6.981612903,359.37,7.062166036,0.37,0.209947882,172.7515
"900","5","0","0","0","0","1","1","1","1","0","0","0",4728.8,6.951,20094.41,394.8856605,19.18364832,85.24,290.31
"1020","2","0","0","0","0","0","0","0","0","1","0","0",2.369,7.074137931,25.146,0.494157072,0.024006279,0.406,1.935
"1019","2","0","0","0","0","0","0","0","0","1","0","0",3.811,6.886774194,18.045,0.354611643,0.017227126,0.22,1.907
"975","4","0","0","0","0","0","1","0","0","0","0","0",467.275,7.616666667,27753.399,101.894,2.286,1.302,12.392
"538","5","0","0","0","0","1","1","1","0","0","0","0",1611.8,7.922580645,9976,196.0435439,9.523846465,6.47,433.2835
"389","2","0","0","0","0","1","1","1","0","1","0","0",24.276817,7.200322581,190.862087,3.750729745,0.182211429,3.614649,416.024
"332","4","0","0","0","0","1","1","1","1","0","0","0",2494.22,7.37,28762.068,565.218298,27.45845225,7.618,16.457
"144","4","0","0","0","0","1","0","1","1","0","0","0",4374.71,7.02,14870.93,142.2065203,3.554444856,13.96502,152.109
"994","4","0","0","0","0","1","1","1","1","1","0","1",428.819,6.976,5575.406,109.5651916,9.442,48.231,298.744
"512","3","0","0","0","0","0","0","1","0","0","0","0",425.3979,7.544056055,1378.65654,27.09269386,1.31617013,5.075875782,271.1549
"218","2","0","0","0","0","0","0","0","0","1","0","0",10.75,7.240322581,244.3,4.800865856,0.41,0.15,159.596
"30","2","0","0","0","0","0","0","0","0","1","0","0",72.1769,7.549,1010.4784,19.8574345,0.964679344,0.3681,46.8539
"1065","2","0","0","0","0","0","0","0","0","1","1","0",24.44,8.476551724,289.48,5.68872144,0.27635957,1.39,0.419
"1398","2","0","0","0","0","0","1","0","0","1","0","0",13.252,7.544056055,200.111,3.932484925,0.191041143,0.7367597,0.1524
"1118","4","0","0","0","0","1","1","0","0","0","0","0",2133.6,7.926774194,12239.04,240.5157153,4.349,35.46,357.501
"319","4","0","0","0","0","1","1","0","0","0","1","1",448.981,7.397894737,6402.393,125.8167415,0.732526455,8.321,50.23
"758","4","0","0","0","0","1","1","0","1","1","0","0",645.63,7.239333333,13914.82,273.4473362,34.47,88.75,468.832
"178","3","0","0","0","0","1","1","0","0","0","0","0",831.76,7.544056055,6147.2,120.8018117,5.868583499,22.63248511,27.651
"647","2","0","0","0","0","0","0","0","0","1","0","0",15.02,7.544056055,203.24,3.993974525,0.194028324,0.748279912,108.916
"111","5","0","0","0","0","1","1","1","1","0","0","0",280.5438,7.731333333,3881,76.26754149,3.705097046,8.899655,107.135
"885","5","0","0","0","0","1","1","1","1","0","0","0",5488.871217,7.0804058,20909,410.8935906,19.96131774,206.256672,145.378
"1063","2","0","0","0","0","0","0","0","0","1","1","0",13.17,7.247,207.75,4.082602871,0.198333912,0.67,0.168
"1371","3","0","0","0","0","1","1","1","1","1","0","0",263.284537,7.54516129,1787.195417,35.12110297,1.706192337,1.026512,18.5671
"511","3","0","0","0","0","0","0","1","0","0","0","0",515.83581,7.544056055,1750.7455,34.40480677,1.671394481,6.445816218,258.5976
"561","4","0","0","0","0","0","0","0","0","1","0","1",2059.14,7.861612903,22285,437.9340794,21.27495173,108.975,172.73
"1394","3","0","0","0","0","0","1","0","1","1","0","0",60.2,7.971428571,1792.28,35.22102274,1.711046466,6.598736076,20.295
"911","5","0","0","0","0","1","1","1","0","1","0","0",10.152,7.164333333,40.079,0.787613191,0.038262454,1.038,368.1318
"1093","3","0","0","0","0","1","1","1","0","0","1","0",3514.02566,7.3220389,11052.35,217.1954553,38.15732468,34.948209,154.656
"23","2","0","0","0","0","0","0","0","0","1","0","0",6.33,7.714516129,462.63,9.091381788,0.441661697,0.19,26.64
"82","4","0","0","0","0","1","0","0","0","0","0","0",1483.04,7.486666667,11899.67,233.8465796,51.29,40.76,29.459
"515","3","0","0","0","0","0","0","1","0","0","0","0",597.15812,7.544056055,1854.907,36.45173836,1.770834951,6.829313354,347.5012
"1130","4","0","0","0","0","1","0","0","0","0","0","0",1013.1278,8.23483871,9139.8636,73.46,35.91,23.3506,144.96
"963","4","0","0","0","0","0","1","0","0","0","0","0",1170.51,7.784193548,32675.62,248.47,4.21,6.68,3.12
"580","3","0","0","0","0","1","1","1","0","1","0","0",239.9232,6.852258065,1337.8939,26.2916461,1.8929,17.4859,196.728
"1332","4","0","0","0","0","0","1","0","1","1","1","1",1011.241,8.135483871,7984.482,54.191,0.15,6.516,85.07
"801","4","0","0","0","0","1","1","1","1","0","1","1",2089.345,7.746774194,6560.886,59.188,2.705,51.821,73.301
"137","4","0","0","0","0","1","1","1","0","0","0","0",1301.845,7.908387097,20117.218,395.3338723,41.182,126.738,210.151
"867","4","0","0","0","0","1","1","1","1","0","0","0",11857.52,7.99483871,46800.26,919.6961534,202.23,100.03,429.108
"1256","4","0","0","0","0","1","1","1","0","0","1","0",796.821,7.189666667,8117.864,159.5283508,1.842,91.142,497.86
"1151","2","0","0","0","0","1","1","1","0","0","0","0",159.64806,7.767096774,747.8548,9.777157,0.560455,3.364296,0.65
"1124","4","0","0","0","0","1","0","0","0","0","0","0",947.5774,7.493333333,11786.5473,357.305,38.5867,57.858,7.35
"1360","3","0","0","0","0","1","1","1","1","1","0","0",42.01,7.591,879,17.27368435,0.839160088,0.48,6.481
"590","2","0","0","0","0","0","0","1","0","0","0","0",11.6713,7.544056055,578,11.35857742,0.551802652,2.128054462,0.536
"1222","5","0","0","0","0","1","1","1","1","0","0","1",7835.08,8.409343897,23873.48,469.1501227,22.79143525,99.64,236.86
"1449","2","0","0","0","0","0","1","0","0","1","0","0",203.1829,7.544056055,701.56,13.78671899,0.669762402,2.582972126,8.99
"1102","4","0","0","0","0","1","1","0","0","0","0","0",1985.73,7.394193548,13529.59,265.8769819,19.57,5.63,192.03
"576","3","0","0","0","0","1","1","1","0","1","0","0",564.29,7.02516129,1950.12,38.32281835,3.48,29.91,18.09
"830","2","0","0","0","0","0","0","0","0","1","0","0",87.2606,7.171333333,427.0561,8.39230065,0.407700153,1.572315985,1.06
"197","2","0","0","0","0","0","0","0","0","1","0","0",20.577,7.415806452,186.575,3.666481977,0.17811865,0.102749911,37.488
"519","3","0","0","0","0","0","0","1","0","0","0","0",448.035,7.544056055,2126.41,41.78718446,2.030032314,7.828920916,502.421
"1218","5","0","0","0","0","1","1","1","1","0","0","1",4018.527595,6.911451613,22937,450.7468691,21.8974004,28.98299,187.8385
"1033","2","0","0","0","0","1","0","0","0","0","0","0",207.09,7.703225806,5598.6,110.0209889,5.344848318,4.14,55.67
"1064","2","0","0","0","0","0","0","0","0","1","1","0",7.2785,6.830645161,387.4405,7.613793973,0.369880096,0.3783,0.3
"1436","2","0","0","0","0","0","1","0","0","1","0","0",63.346,7.544056055,272.41,5.353270027,0.260063253,1.002946914,6.47
"1271","3","0","0","0","0","0","0","0","0","1","1","0",0.86926,8.15483871,44,0.159167442,0.001061883,0.00738,334.886
"297","4","0","0","0","0","1","1","1","0","1","0","0",411.58,8.096,2924,57.46103873,0.945376166,1.88008799,509.864
"458","3","0","0","0","0","1","1","1","0","0","1","1",522.26,8.677096774,3437.78,67.55759566,9.4,4.12,107.932
"1355","3","0","0","0","0","1","1","1","1","1","0","0",929.9838,7.488709677,44178.41,868.1728208,42.17606194,0.93702,1.2
"402","5","0","0","0","0","1","1","0","1","0","0","0",2877.53,6.858786484,11130.2,218.725326,11.49,191.19,294.94
"406","5","0","0","0","0","1","1","0","1","0","0","0",2278.88,6.990967742,9729.99,191.2090739,7.47,143.93,320.75
"713","3","0","0","0","0","0","1","1","0","0","0","0",262.45,7.995806452,3197.97,24.77,2.7,4.86,43.4582
"95","4","0","0","0","0","1","0","0","0","0","0","0",2303.19,7.92516129,11835.33,232.5822009,7.7,54.26,434.838
"832","2","0","0","0","0","0","0","0","0","1","0","0",79.2092,7.111290323,528.137,10.37869378,0.504199649,1.944471107,1.517
"381","2","0","0","0","0","1","1","1","0","1","0","0",33.297,7.473571429,535.52,10.52378094,0.511248021,6.2289,1.078
"1346","4","0","0","0","0","1","1","1","1","0","1","0",211.79,7.894655172,1173.81,23.15,1.38,8.28,133.89
"186","3","0","0","0","0","1","1","0","0","0","0","0",281.902,7.544056055,4461.58,87.67681983,4.259362762,16.42644503,63.931
"745","4","0","0","0","0","1","1","0","1","1","0","0",128.64,7.699032258,8014.34,157.493947,3.25,9.05,232.076
"1445","2","0","0","0","0","0","1","0","0","1","0","0",83.9878,7.544056055,319.84,6.285341528,0.30534353,1.177572559,8.21
"354","3","0","0","0","0","0","1","1","0","1","0","1",204.422,8.466789867,1056.933,20.77033791,1.00902843,3.692,9.873
"356","3","0","0","0","0","0","1","1","0","1","0","1",626.915,8.624193548,7474.35,146.8823238,7.135581578,134.782,11.425
"363","3","0","0","0","0","0","1","1","0","1","0","1",158.662,8.589,1599.421,31.43105062,1.526928632,27.383,43.134
"285","4","0","0","0","0","1","1","1","0","1","0","0",669.04,8.171333333,5363,105.3910912,1.733944041,1.24795,104.75
"636","4","0","0","0","0","1","1","1","0","1","0","0",393.796,7.670645161,6633.2,130.3524494,6.332555971,4.489292,84.967
"1189","3","0","0","0","0","0","1","1","0","0","0","0",162.25,8.364193548,1307.72,25.69868316,1.248448727,1.95,60.5
"1352","4","0","0","0","0","1","1","1","1","0","1","0",739.71,7.484666667,5912.109,94.472,1.347,60.545,291.13
"1084","3","0","0","0","0","1","1","1","0","0","1","0",1953.59,8.171048387,7598.57,149.3234354,26.23343475,34.59,78.511
"1166","3","0","0","0","0","1","1","1","0","0","0","0",172.39,7.544056055,1893.58,37.21172152,1.627959,6.97169787,39.792
"1182","3","0","0","0","0","0","1","1","0","0","0","0",552.36,8.264516129,2058.73,40.45716972,1.965419851,5.49,37.7
