"","staff","process_1","process_2","process_3","process_4","process_5","process_6","process_7","process_8","process_9","process_10","process_11","COD","pH","water","N","P","NH3N","HWsum"
"1211","2","0","0","0","0","1","1","1","0","0","0","0",509.089489,7.958709677,2845,55.9085688,2.716052846,23.087499,68.749
"884","5","0","0","0","0","1","1","1","1","0","0","0",5116.659621,7.218214286,18516,363.8675079,17.67677838,191.872755,97.683
"1350","4","0","0","0","0","1","1","1","1","0","1","0",722.394,7.246774194,4610.396,69.001,6.98,8.828,208.467
"1132","4","0","0","0","0","1","0","0","0","0","0","0",1453.41,8.12483871,10488.24,382.521,14.57311,32.66,188.939
"746","4","0","0","0","0","1","1","0","1","1","0","0",586.98,7.346774194,16415.18,322.5832058,48.98,91.01,240.873
"1410","5","0","0","0","0","0","0","1","0","1","1","0",18218.569,7.273709677,114890.573,2257.774167,83.717,96.1599,237.778
"1085","3","0","0","0","0","1","1","1","0","0","1","0",872.03,8.277,6249.68,122.8156992,21.57650354,36.71,80.726
"720","3","0","0","0","0","0","1","1","0","0","0","0",154.102,8.17,1787.211,34.548,1.299,11.814,146.45
"1344","4","0","0","0","0","1","1","1","1","0","1","0",1758.322,7.125,6875.715,221.761,13.545,76.177,112.1785
"404","5","0","0","0","0","1","1","0","1","0","0","0",869.86,7.869,10063.74,197.7677681,8.610224976,69.7,312.213
"1321","3","0","0","0","0","0","1","0","0","1","0","0",34.71040322,7.544056055,258,5.070091653,0.246306374,0.949892822,3.985
"1014","2","0","0","0","0","0","0","0","0","1","0","0",0.703,6.696859097,7.019,0.137934005,0.00670087,0.039,0.42
"233","5","0","0","0","0","0","0","1","1","1","0","1",2725.679,8.226129032,20268.74,628.997,48.78,346.84,88.349
"1340","4","0","0","0","0","1","1","1","1","0","1","0",25.25,7.431333333,183.397,4.41,0.33,2.86,71.2245
"1223","5","0","0","0","0","1","1","1","1","0","0","1",6541.118244,7.720806452,32324,635.2156689,30.85894278,37.178646,249.66
"1159","3","0","0","0","0","1","1","1","0","0","0","0",158.3,7.544056055,1974.02,38.79248963,2.89,7.267858253,20.765
"1172","3","0","0","0","0","1","1","1","0","0","0","0",28.52247214,7.544056055,373.57,7.341217592,0.321167653,1.375393262,118.462
"211","2","0","0","0","0","0","0","0","0","1","0","0",18.41,7.505,364.89,7.170642415,0.55,0.17,105.722
"989","4","0","0","0","0","1","1","1","1","1","0","1",330.845,7.399032258,5939.305,116.7163593,5.526,40.062,140.915
"96","4","0","0","0","0","1","0","0","0","0","0","0",1717.31,7.775666667,6189.8,121.6389663,14.84,125.35,458.5905
"424","4","0","0","0","0","0","1","1","0","1","0","0",282.72,7.871368536,2196.22,43.15905694,7.68,2.88,326.487
"1399","2","0","0","0","0","0","1","0","0","1","0","0",3.209,7.544056055,93.56,1.838596027,0.089319474,0.34446501,0.1615
"1359","3","0","0","0","0","1","1","1","1","1","0","0",187.436974,7.652285714,2405.35587,47.26889426,2.296335204,0.898173,5.033
"43","2","0","0","0","0","1","1","1","1","1","0","0",584.54155,7.969655172,4634,91.06513457,4.423967975,0.254114,34.86
"618","2","0","0","0","0","1","1","1","0","1","1","0",204.038,7.514613107,2632.206,51.72684368,2.512903549,4.741,108.67
"1070","3","0","0","0","0","1","1","1","0","0","1","0",2221.4,7.924615385,6787.43,133.383303,23.43304096,17.98,29.383
"516","3","0","0","0","0","0","0","1","0","0","0","0",291.50947,7.544056055,1659.1514,32.60484366,1.583951804,6.108589171,373.1115
"749","4","0","0","0","0","1","1","0","1","1","0","0",1388.97,7.252580645,14168.19,278.4264413,75.39,100.54,262.751
"941","4","0","0","0","0","0","1","0","0","0","0","0",448.19,7.251147541,5328.43,104.7117382,3.46,24.1,243.7
"1039","3","0","0","0","0","1","0","1","0","0","1","0",60.57,7.905967742,326.61,6.418382305,0.311806685,1.48,191.09
"839","5","0","0","0","0","1","1","0","0","0","0","0",33060.241,7.530333333,106388.3,2090.691596,69.547,938.65,390.797
"1106","4","0","0","0","0","1","1","0","0","0","0","0",2496.49,8.276232143,12576.84,247.1539981,14.39,66.4,249.753
"1345","4","0","0","0","0","1","1","1","1","0","1","0",1099.174,7.710430097,5709.023,77.387,3.91,10.282,118.91
"1418","5","0","0","0","0","0","0","1","0","1","1","0",12720.491,7.424166667,107252.954,2107.68336,28.73,1443.5512,385.048
"1452","2","0","0","0","0","0","1","0","0","1","0","0",85.6978,7.544056055,269.29,5.291957291,0.257084665,0.991459838,10.936
"750","4","0","0","0","0","1","1","0","1","1","0","0",449.81,7.161612903,9425.43,185.2240076,17.96,82.88,266.756
"334","4","0","0","0","0","1","1","1","1","0","0","0",5304.227,7.382666667,37571.312,738.3333153,35.86842492,20.462,21.373
"451","3","0","0","0","0","1","1","1","0","0","1","1",357.8515,8.140967742,3702.5078,72.7598988,5.5118,1.8358,64.42
"1381","4","0","0","0","0","1","1","1","0","0","0","0",83.767,7.054444444,2032.553,55.54503819,0.128,12.107,3.614
"981","4","0","0","0","0","0","1","0","0","0","0","0",1074.85,7.384516129,34498.6,90.15,6.86,8.87,28.603
"1032","2","0","0","0","0","1","0","0","0","0","0","0",241.26,7.348064516,11787.63,231.6448235,11.25336591,186.97,49.09
"310","4","0","0","0","0","1","1","0","0","0","1","1",201.555,6.67625,1367.197,26.8674965,0.156427132,13.481,7.795
"128","4","0","0","0","0","1","1","1","0","0","0","0",65.549,7.826333333,2694.961,52.96007469,2.366,6.946,6.088
"987","4","0","0","0","0","1","1","1","1","1","0","1",201.856,6.772333333,2810.783,55.23615281,2.747,34.1,7.77
"6","3","0","0","0","0","1","0","1","0","1","0","0",1152.53,6.868888889,17296,339.8926559,16.51207382,8.21198,117.6
"136","4","0","0","0","0","1","1","1","0","0","0","0",599.928,7.856451613,11576.247,227.4908267,37.568,13.514,183.73
"1432","2","0","0","0","0","0","1","0","0","1","0","0",76.2886,7.544056055,234.74,4.612997343,0.224100613,0.864255198,5.149
"365","3","0","0","0","0","0","1","1","0","1","0","1",1539.282,8.36358423,6324.399,124.284041,6.037751109,91.104,54.464
"342","4","0","0","0","0","1","1","1","1","0","0","0",5044.638,7.185645161,20139.698,395.7756384,19.22688368,66.189,32.654
"349","4","0","0","0","0","1","1","1","1","0","0","0",3851.27,7.233833333,14380.001,282.588849,13.72823994,7.853,119.862
"195","2","0","0","0","0","0","0","0","0","1","0","0",2.323,7.179677419,57.418,1.128350862,0.054815579,0.002,17.316
"187","3","0","0","0","0","1","1","0","0","0","0","0",559.957988,7.544056055,5097.032804,100.1644321,4.866014219,18.76602665,81.784
"450","3","0","0","0","0","1","1","1","0","0","1","1",205.93,6.997931034,1825.85,35.8807242,3.22,36.57,37.873
"70","2","0","0","0","0","0","1","0","0","1","0","0",0.7,7.544056055,14,0.275121252,0.013365462,0.051544572,0.025
"619","2","0","0","0","0","1","1","1","0","1","1","0",62.018,7.142258065,1499.023,29.45807752,1.431081085,16.782,113.7782
"705","2","0","0","0","0","1","0","0","0","1","0","1",0.0761,6.13,19.0771,0.06,0.01076734,0.0241,11.34
"507","3","0","0","0","0","0","0","1","0","0","0","0",396.5989,7.544056055,1660.1068,32.62361872,1.584863901,6.11210672,98.64
"274","4","0","0","0","0","1","1","1","0","0","1","0",196.97,7.470801893,4157.24,81.69607683,2.86,13.46,386.241
"374","3","0","0","0","0","0","1","1","0","1","0","1",657.495,8.36358423,5993.433,117.7800567,5.721785855,33.691,138.615
"1088","3","0","0","0","0","1","1","1","0","0","1","0",1405.27,8.152333333,9238.81,181.5566413,31.89622775,15.32,94.5903
"741","4","0","0","0","0","1","1","0","1","1","0","0",1023.09,7.421333333,11168.79,219.4836781,40.51,133.98,126.91
"464","3","0","0","0","0","1","1","1","0","0","1","1",497.21,7.226774194,4343.36,85.35361737,3.28,34.53,150.7
"607","2","0","0","0","0","1","1","1","0","1","1","0",61.594,7.334193548,606.001,11.90883958,0.578534531,5.374,29.041
"1208","2","0","0","0","0","1","1","1","0","0","0","0",824.544025,7.730333333,5767,113.3303045,5.505615734,4.249648,8.106
"887","5","0","0","0","0","1","1","1","1","0","0","0",3752.94,7.134333333,17930,352.3517183,17.11733832,83.68,157.634
"27","2","0","0","0","0","0","0","0","0","1","0","0",6.19,8.079615385,299.48,5.885236621,0.285906329,1.13,43.5501
"93","4","0","0","0","0","1","0","0","0","0","0","0",2850.89,7.391034483,14743.84,289.7388376,37.25,89.57,419.304
"783","4","0","0","0","0","1","1","0","1","0","0","1",4015.1,7.777419355,33580,271.3693609,1.789917301,9.4075,196.226
"1013","2","0","0","0","0","0","0","0","0","1","0","0",2.011,6.615333333,12.532,0.246272824,0.011963998,0.215,0.35
"337","4","0","0","0","0","1","1","1","1","0","0","0",5759.215,6.830483871,33368.267,655.7371007,31.85587928,27.833,27.133
"1192","3","0","0","0","0","0","1","1","0","0","0","0",169.35,7.966,2937.39,57.72417256,2.80425535,15.25,72.81
"1405","2","0","0","0","0","0","1","0","0","1","0","0",55.6213,7.544056055,590.0878,11.59612104,0.563342583,2.172558782,5.8865
"1403","2","0","0","0","0","0","1","0","0","1","0","0",0.947,7.544056055,18.075,0.355201188,0.017255766,0.066547724,1.6383
"646","2","0","0","0","0","0","0","0","0","1","0","0",47.22,7.544056055,570.66,11.21433528,0.544795331,2.10103038,101.505
"1358","3","0","0","0","0","1","1","1","1","1","0","0",57.046505,7.307096774,854.401799,16.79029236,0.81567678,0.424212,4.54
"1255","4","0","0","0","0","1","1","1","0","0","1","0",649.571,7.465806452,7507.895,147.541534,1.765,138.908,409.633
"280","4","0","0","0","0","1","1","1","0","0","1","0",328.9572,8.044666667,7631.6381,149.9732737,3.7193,10.1096,514.26
"654","2","0","0","0","0","0","0","0","0","1","0","0",108.94,7.544056055,765.61,15.04539872,0.730909392,2.818788542,279.4184
"423","4","0","0","0","0","0","1","1","0","1","0","0",118.73,7.996896552,859.78,16.89598217,3.084517817,24.09,254.49
"889","5","0","0","0","0","1","1","1","1","0","0","0",4223.86823,7.007333333,20893,410.5791663,19.94604292,217.24002,181.541
"205","2","0","0","0","0","0","0","0","0","1","0","0",21.838,7.237,191.248,3.758313521,0.182579851,0.613,201.789
"9","3","0","0","0","0","1","0","1","0","1","0","0",1476.06,6.868888889,14996,294.6941644,14.31631933,29.281711,186.24
"331","4","0","0","0","0","1","1","1","1","0","0","0",3284.546,7.24559322,19907.9,391.2204559,19.00559172,37.556,8.312
"1386","4","0","0","0","0","1","1","1","0","0","0","0",100.379,6.98,1029.53,35.464,0.318,15.782,7.478
"132","4","0","0","0","0","1","1","1","0","0","0","0",1058.114,8.341785714,7428.605,145.9833651,19.144,239.189,107.95
"1273","3","0","0","0","0","0","0","0","0","1","1","0",1.16772,7.9245,140,0.50644186,0.003378717,0.036907,362.781
"974","4","0","0","0","0","0","1","0","0","0","0","0",1395.04,7.118,43639.1,318.62,8.15,30.73,11.065
"757","4","0","0","0","0","1","1","0","1","1","0","0",1272.53,7.1194762,18482.5,363.2091821,77.06,174.84,428.798
"16","2","0","0","0","0","0","0","0","0","1","0","0",13.8785,7.458666667,915.2794,17.98662963,0.873795156,0.2241,17.487
"1122","4","0","0","0","0","1","0","0","0","0","0","0",622.3105,8.283333333,9489.5208,424.9777,16.7621,22.1605,4.93
"895","5","0","0","0","0","1","1","1","1","0","0","0",3562.815825,7.226666667,22934,450.6879146,21.89453637,526.795965,223.101
"729","3","0","0","0","0","0","1","1","0","0","0","0",197.576,8.166,2276.229,66.463,1.662,35.198,316.24
"258","4","0","0","0","0","1","1","1","0","0","1","0",347.6892,7.303225806,5446.1561,107.0252348,0.8367,52.3605,121.659
"652","2","0","0","0","0","0","0","0","0","1","0","0",32.8,7.544056055,416.55,8.185839837,0.397670233,1.533635097,268.844
"214","2","0","0","0","0","0","0","0","0","1","0","0",14.97,6.509032258,263.22,5.172672577,0.46,0.06,131.0305
"658","2","0","0","0","0","0","0","0","0","1","0","0",84.33,7.544056055,664.53,13.05902328,0.634410755,2.446636733,384.9391
"744","4","0","0","0","0","1","1","0","1","1","0","0",1066.36,7.348064516,14013.92,275.3948016,32.48,143.67,222.13
"1326","4","0","0","0","0","0","1","0","1","1","1","1",1200.945,7.289677419,9090.365,122.547,7.354,5.892,23.174
"323","4","0","0","0","0","1","1","0","0","0","1","1",369.782,7.250540541,2354.409,46.26771092,0.269378478,4.596,145.727
"1126","4","0","0","0","0","1","0","0","0","0","0","0",1619.4095,8.2308148,10544.8853,259.5566681,17.71466433,19.0357,16.91
"1121","4","0","0","0","0","1","1","0","0","0","0","0",2516.51,8.460322581,13683.05,268.8927038,40.94,27.66,381.236
"1353","4","0","0","0","0","1","1","1","1","0","1","0",313.931,7.651612903,2040.189,22.088,2.011,5.152,423.56
"367","3","0","0","0","0","0","1","1","0","1","0","1",369.876,8.451290323,2854.556,56.09635871,2.725175729,31.938,56.889
"557","2","0","0","0","0","1","0","0","0","0","0","0",11.33,7.544056055,419.75,8.248724694,0.400725196,1.545416714,4.184
"465","3","0","0","0","0","1","1","1","0","0","1","1",566.25,8.051935484,5122.89,100.6725652,14.67,17.7,162.32
"562","4","0","0","0","0","0","0","0","0","1","0","1",2265.38,7.740666667,24517,481.7962676,23.40578827,119.888,260.14
"661","2","0","0","0","0","0","0","0","0","1","0","0",130.01,7.544056055,563.16,11.0669489,0.537635262,2.073417216,466.265
"35","2","0","0","0","0","1","1","1","1","1","0","0",87.172064,6.866451613,1047,20.57513938,0.999545634,0.254195,0.865
"722","3","0","0","0","0","0","1","1","0","0","0","0",226.917,7.607333333,2477.323,33.88,1.574,14.89,178.2028
"893","5","0","0","0","0","1","1","1","1","0","0","0",3535.372621,7.187096774,17549,344.86449,16.75360682,284.056315,208.178
"142","4","0","0","0","0","1","0","1","1","0","0","0",4843.21,7.443225806,18123,173.3051509,4.331753571,6.78209,60.994
"311","4","0","0","0","0","1","1","0","0","0","1","1",228.85,6.902580645,2300.375,45.2058608,0.263196206,3.23,9.502
"577","3","0","0","0","0","1","1","1","0","1","0","0",269.0737,6.674193548,1838.9997,36.13913577,2.0677,15.5959,29.791
"594","2","0","0","0","0","0","0","1","0","0","0","0",7.9036,7.544056055,508,9.982971161,0.484975341,1.870331604,1.977
"794","5","0","0","0","0","0","0","1","0","0","1","0",8841.29,7.586724138,45359.87,891.3903033,43.30397329,59.96,485.02
"8","3","0","0","0","0","1","0","1","0","1","0","0",2234.32,6.868888889,22460,441.373095,21.44202001,27.2507,172.048
"837","2","0","0","0","0","0","0","0","0","1","0","0",105.6355,7.568064516,644.1755,12.65902645,0.614978805,2.371696449,5.063
"379","1","0","0","0","0","0","0","1","0","0","0","0",25.19,8.362903226,313.447,6.159709373,0.299240287,1.154035099,5.839
"534","5","0","0","0","0","1","1","1","0","0","0","0",377.5,8.84566325,1839.09,36.1409103,1.755734843,1.35,306.9671
"866","4","0","0","0","0","1","1","1","1","0","0","0",7443.85,7.462,41642.19,818.3322477,47.95,9.47,386.02
"560","4","0","0","0","0","0","0","0","0","1","0","1",1291.1,7.801935484,13973,274.5906615,13.33968591,68.3238,32.742
"1163","3","0","0","0","0","1","1","1","0","0","0","0",158.3,7.544056055,1652.98,32.48356628,1.421109046,6.085867587,36.332
"1375","3","0","0","0","0","1","1","1","1","1","0","0",227.922,7.951612903,1463.65,28.76294437,1.397311335,0.595836,25.329
"606","2","0","0","0","0","1","1","1","0","1","1","0",111.038,7.219,1358.965,26.7057252,1.297371092,6.113587084,8.2131
"1017","2","0","0","0","0","0","0","0","0","1","0","0",9.352,6.899354839,60.295,1.18488828,0.057562181,0.328,1.052
"1229","5","0","0","0","0","1","1","1","1","0","0","1",5416.868905,6.703548387,33798.01461,664.1822936,32.26614895,218.990891,386.39
"1389","4","0","0","0","0","1","1","1","0","0","0","0",126.98,7.082,1631.673,44.58990201,0.505331328,4.496,33.544
"1016","2","0","0","0","0","0","0","0","0","1","0","0",3.991,7.372666667,20.469,0.402246923,0.01954126,0.473,0.99
"370","3","0","0","0","0","0","1","1","0","1","0","1",534.245,8.371612903,7569.174,148.7457594,7.226107763,189.521,66.692
"708","2","0","0","0","0","1","0","0","0","1","0","1",18.3749,7.437,453.5814,10.52,0.14,5.2855,16
"751","4","0","0","0","0","1","1","0","1","1","0","0",317.87,7.844482759,10701.6,210.3026854,36.94,28.06,273.573
"1383","4","0","0","0","0","1","1","1","0","0","0","0",122.902,7.138387097,3047.69,46.5,0.367,11.419,4.375
"225","2","0","0","0","0","0","0","0","0","1","0","0",59.24,7.538666667,496.66,9.760122946,1.48,0.34,218.233
"1177","3","0","0","0","0","0","1","1","0","0","0","0",479.31,7.784516129,2914.19,57.26825734,2.782106869,35.71,14.265
"1101","4","0","0","0","0","1","1","0","0","0","0","0",2472.64,8.390666667,11858.78,233.043029,27.02,5.27,186.882
"81","4","0","0","0","0","1","0","0","0","0","0","0",2329.92,7.483548387,15733.57,309.1885346,10.5,50.04,26.784
"807","4","0","0","0","0","1","1","1","1","0","1","1",173.917,7.146071429,1454.647,21.90028497,0.363,35.565,173.02
"695","2","0","0","0","0","0","0","0","0","1","0","0",39.974,7.116129032,114.581,2.251690588,0.109387716,0.421859184,11.091
"1023","2","0","0","0","0","0","0","0","0","1","0","0",27.879,6.985333333,103.68,2.03746939,0.098980794,1.462,9.635
"1327","4","0","0","0","0","0","1","0","1","1","1","1",934.215,2.212903226,2179.856,40.706,0.083,2.228,29.83
"1362","3","0","0","0","0","1","1","1","1","1","0","0",33.690269,7.526333333,629.864295,12.37778955,0.601316243,0.170014,9.19
"330","4","0","0","0","0","1","1","1","1","0","0","0",4281.398,7.251607143,19722.631,387.5796388,18.82871988,45.273,7.123
"276","4","0","0","0","0","1","1","1","0","0","1","0",313.29,8.365333333,6178.6,121.4188693,11.42,4.42,429.865
"826","2","0","0","0","0","0","0","0","0","1","0","0",11.7996,7.171333333,116.4133,2.287698064,0.111136968,0.428605264,0.314
"278","4","0","0","0","0","1","1","1","0","0","1","0",352.5513,6.888064516,6565.4687,129.0214266,2.3169,16.4305,461.047
"210","2","0","0","0","0","0","0","0","0","1","0","0",89.95,7.307666667,765.3,15.03930675,0.93,0.05,103.2505
"1419","5","0","0","0","0","0","0","1","0","1","1","0",10547.995,7.057666667,139429.926,2740.009705,108.138,663.815,388.302
"1069","3","0","0","0","0","1","1","1","0","0","1","0",1057.85,6.928518519,6609.57,129.888084,22.81899401,42.49,27.31
"803","4","0","0","0","0","1","1","1","1","0","1","1",49.71,7.475517241,233.58,16.315,0.29,1.56,109.504
"733","3","0","0","0","0","0","1","1","0","0","0","0",545.044,7.841,7177.516,204.653,7.51,149.305,474.811
"948","4","0","0","0","0","0","1","0","0","0","0","0",359.62,7.301639344,6674.06,131.1554104,2.92,68.71,461.34
"651","2","0","0","0","0","0","0","0","0","1","0","0",143.9,7.544056055,589.81,11.59066185,0.563077374,2.171535991,211.0678
"56","4","0","0","0","0","0","0","1","1","0","0","0",1751.780033,7.544056055,16722.6,328.6244755,15.96466268,61.56851826,515.765
"88","4","0","0","0","0","1","0","0","0","0","0","0",2943.99,7.335483871,14006.38,275.2466292,46.91,162.69,202.774
"1402","2","0","0","0","0","0","1","0","0","1","0","0",7.751,7.544056055,89.951,1.767673699,0.085874049,0.331177555,0.529
"709","2","0","0","0","0","1","0","0","0","1","0","1",0.031,6.5149439,0.5527,0.01,0.00031195,0.0131,18.14
"1197","3","0","0","0","0","0","1","1","0","0","0","0",507.45,8.102903226,2883.34,56.66200801,2.752655119,68.42,204.16
"54","4","0","0","0","0","0","0","1","1","0","0","0",2291.73,7.544056055,14188.4,278.8235985,13.54532309,52.23821442,485.335
"740","3","0","0","0","0","1","1","0","0","1","1","0",1442.307,7.073870968,6402.941,125.8275105,6.112733261,42.189,31.592
"616","2","0","0","0","0","1","1","1","0","1","1","0",126.928,7.226774194,1921.985,37.76992289,1.834872699,5.89,80.996
"345","4","0","0","0","0","1","1","1","1","0","0","0",5380.823,7.157813935,21194.565,416.5053763,20.23393975,142.979,44.718
"836","2","0","0","0","0","0","0","0","0","1","0","0",74.744,7.086666667,330.2594,6.490098555,0.31529068,1.215934239,3.302
"711","2","0","0","0","0","1","0","0","0","1","0","1",62.3881,7.418387097,1270.2865,55.32,0.87,9.7548,37.58
"1320","3","0","0","0","0","0","1","0","0","1","0","0",138.3034671,7.544056055,1028,20.20176054,0.981406793,3.784844269,3.759
"103","5","0","0","0","0","1","1","1","1","0","0","0",637.817713,8.693225806,5584,109.7340767,5.33091005,11.55249,30.033
"1067","2","0","0","0","0","0","0","1","0","0","0","0",1.11,7.544056055,41.98,0.824970727,0.040077293,0.15456008,2.115
"976","4","0","0","0","0","0","1","0","0","0","0","0",1073.97,7.446,31976.35,167.53,7.37,11.05,13.904
"743","4","0","0","0","0","1","1","0","1","1","0","0",396.79,7.394137931,12931.52,254.1239985,9.21,3.51,207.319
"774","4","0","0","0","0","1","1","0","1","0","0","1",1515.007,7.925,14691,108.73261,2.20815,7.68566,101.751
"395","3","0","0","0","0","0","0","0","0","1","0","0",0.075205282,8.183548387,1.182,0.023228094,0.001128427,0.004351835,0.27
"1336","4","0","0","0","0","1","1","1","1","0","1","0",547.956,7.623870968,5072.855,88.681,1.016,37.65,20.614
"1138","4","0","0","0","0","1","0","0","0","0","0","0",1200.39,7.449354839,13103.16,245.3941,16.96916,140.91,285.19
"1185","3","0","0","0","0","0","1","1","0","0","0","0",137.71,8.527096774,2408.56,47.33186027,2.29939411,0.98,57.06
"1089","3","0","0","0","0","1","1","1","0","0","1","0",443.71,8.017686709,36883.74,724.8214817,127.3380632,17.63,106.26
"559","2","0","0","0","0","1","0","0","0","0","0","0",2.89,7.544056055,176.63,3.47104763,0.168624399,0.650308408,10.86
"536","5","0","0","0","0","1","1","1","0","0","0","0",2016,8.333548387,9674,190.1087855,9.235534353,24.03,327.369
"455","3","0","0","0","0","1","1","1","0","0","1","1",721.4623,8.001333333,6050.5703,118.9028914,14.8199,18.2367,87.99
"3","3","0","0","0","0","1","0","1","0","1","0","0",1375.08,6.868888889,17992,353.5701125,17.17652823,7.50643,89.18
"838","2","0","0","0","0","0","0","0","0","1","0","0",79.1839,7.171333333,495.9797,9.746754019,0.473499851,1.826075803,20.564
"1450","2","0","0","0","0","0","1","0","0","1","0","0",161.4267,7.544056055,487.28,9.575791707,0.465194457,1.794045638,9.78
"19","2","0","0","0","0","0","0","0","0","1","0","0",7.98,8.003548387,532.77,10.46973926,0.508622663,2.22,21.182
"121","5","0","0","0","0","1","1","1","1","0","0","0",1408.71,8.047741935,9065,178.141011,8.654136749,186.58,173.904
"1140","4","0","0","0","0","1","0","0","0","0","0","0",1294.55,7.475483871,10866.68,351.76,8.38,95.35,405.65
"608","2","0","0","0","0","1","1","1","0","1","1","0",63.517,7.390666667,1272.729,25.0110569,1.215043664,0.703,43.306
"816","4","0","0","0","0","1","1","1","1","0","1","1",3670.68,7.539677419,15872.597,350.712,8.53,78.43,320.589
"122","5","0","0","0","0","1","1","1","1","0","0","0",1113.378692,8.256129032,5892,115.7867443,5.624950218,51.291002,204.805
"454","3","0","0","0","0","1","1","1","0","0","1","1",969.18,8.172962963,3200.23,62.88937756,2.56,14.96,86.073
"105","5","0","0","0","0","1","1","1","1","0","0","0",682.343235,8.464516129,5366,105.4500458,5.122790711,3.065607,55.373
"101","5","0","0","0","0","1","1","1","1","0","0","0",638.554803,8.186666667,4563,89.66987679,4.356185988,9.969097,15.972
"129","4","0","0","0","0","1","1","1","0","0","0","0",94.796,8.106633333,2292.566,45.05240209,8.005,1.788,9.36
"513","3","0","0","0","0","0","0","1","0","0","0","0",276.62518,7.544056055,1151.0022,22.61894049,1.098834025,4.237708249,296.148
"742","4","0","0","0","0","1","1","0","1","1","0","0",403.52,7.465806452,13277.21,260.9173317,13.04,11.37,197.537
"675","2","0","0","0","0","0","0","1","0","1","1","1",85.9,7.999677419,939.58,18.46417331,2.04,5.42,15.7942
"91","4","0","0","0","0","1","0","0","0","0","0","0",3196.32,7.382258065,14338,281.7634656,35.18,23.92,400.206
"862","4","0","0","0","0","1","1","1","1","0","0","0",11172.28,7.309032258,33498.43,658.2950012,31.24,85.46,218.35
"977","4","0","0","0","0","0","1","0","0","0","0","0",1046.28,7.736333333,32132.31,219.74,3.74,4.5,14.824
"1113","4","0","0","0","0","1","1","0","0","0","0","0",1994.73,7.931666667,12498.82,245.6207866,37.53,4.98,295.99
"26","2","0","0","0","0","0","0","0","0","1","0","0",19.14,7.979,859.46,16.88969369,0.820505722,4.76,35.1585
"1369","3","0","0","0","0","1","1","1","1","1","0","0",708.044356,7.628064516,27355.30334,537.5732369,26.11544798,1.845134,14.54
"1156","3","0","0","0","0","1","1","1","0","0","0","0",28.69,7.544056055,927.3,18.22285267,0.79722345,3.414091528,3.224
"143","4","0","0","0","0","1","0","1","1","0","0","0",1215.17,7.246,6912,66.09751161,1.652103994,7.38898,105.926
"1072","3","0","0","0","0","1","1","1","0","0","1","0",3034.97,8.148,10178.55,200.0239589,35.14060241,10.6,38.339
"1213","5","0","0","0","0","1","1","1","1","0","0","1",10018.0974,7.795806452,28724,564.470204,27.42210965,113.929035,146.14
"1150","2","0","0","0","0","1","1","1","0","0","0","0",221.4657,7.708709677,1411.394,8.593069,0.820263,14.29373,0.63
"630","4","0","0","0","0","1","1","1","0","1","0","0",163.3539,6.742580645,6777.2066,133.1823977,6.470035597,1.3446,45.33
"737","3","0","0","0","0","1","1","0","0","1","1","0",313.281,7.079331129,2236.048,43.9417376,2.134701067,3.696,11.583
"752","4","0","0","0","0","1","1","0","1","1","0","0",1019.08,7.100967742,14825.53,291.3441701,36.71,109.78,296.461
"1267","3","0","0","0","0","0","0","0","0","1","1","0",0.0544,7.779740273,4,0.01756,0.000138,6e-05,0.445
"1196","3","0","0","0","0","0","1","1","0","0","0","0",383.02,8.275666667,2147.53,42.20222452,2.050195068,25.1,171.55
"533","5","0","0","0","0","1","1","1","0","0","0","0",1258.3,8.488666667,6790.1,133.4357726,6.482344615,8.17,305.9898
"1318","3","0","0","0","0","0","1","0","0","1","0","0",87.58322672,7.544056055,651,12.79313824,0.62149399,2.396822587,2.212
"631","4","0","0","0","0","1","1","1","0","1","0","0",246.0041,7.266129032,7739.2389,152.0877928,7.388464619,20.6949,61.746
"92","4","0","0","0","0","1","0","0","0","0","0","0",2377.75,7.671071429,15400.97,302.6524397,9.4,221.4,403.287
"166","4","0","0","0","0","1","0","1","0","0","0","0",235.2131,7.544056055,7580.4443,148.9672379,7.236867246,27.90933965,2.879
"87","4","0","0","0","0","1","0","0","0","0","0","0",1258.21,7.489666667,13763.24,270.4685591,21.41,36.75,137.457
"461","3","0","0","0","0","1","1","1","0","0","1","1",460.84,8.481841857,3985.91,78.32918224,5.44,10.18,111.738
"42","2","0","0","0","0","1","1","1","1","1","0","0",263.062151,8.112,3427,67.3457523,3.271674202,0.227028,32.69
"786","4","0","0","0","0","1","1","0","1","0","0","1",3020.12,8.351290323,14578,117.8088905,0.777052246,13.85,206.48
"639","4","0","0","0","0","1","1","1","0","1","0","0",41.7655,7.461935484,3695.1486,72.61527935,3.527669199,0.97,165.72
"1100","4","0","0","0","0","1","1","0","0","0","0","0",2071.6,8.224333333,12827.5,252.0798476,60.53,6.12,168.57
"620","2","0","0","0","0","1","1","1","0","1","1","0",276.032,7.987741935,3228.799,63.45080177,3.08245649,15.974,122.6274
"343","4","0","0","0","0","1","1","1","1","0","0","0",4033.969,7.18983871,16783.614,329.8234932,16.02291127,11.442,43.404
"1104","4","0","0","0","0","1","1","0","0","0","0","0",3004.25,8.271333333,14623.85,287.380852,8.61,53.19,237.475
"77","4","0","0","0","0","1","0","0","0","0","0","0",2563.07,7.456,16440.62,323.0831404,7.18,52.84,12.67
"1385","4","0","0","0","0","1","1","1","0","0","0","0",121.741,6.97516129,1579.683,57.963,0.413,30.36,6.673
